Name,Image URL,Product URL,Price,Manufacturer,Part #,Chipset,Memory,Memory Type,Core Clock,Boost Clock,Effective Memory Clock,Interface,Color,Frame Sync,Length,TDP,Case Expansion Slot Width,Total Slot Width,Cooling,External Power,HDMI Outputs,DisplayPort Outputs,DVI-D Dual Link Outputs,HDMI 2.1a Outputs,DisplayPort 1.4 Outputs,DisplayPort 1.4a Outputs,DisplayPort 2.1 Outputs,SLI/CrossFire
KFA2 EX Gamer White,//cdna.pcpartpicker.com/static/forever/images/product/0b59df9c2d275ec38a63956d05b9a8fd.256p.jpg,https://pcpartpicker.com/product/YCzXsY/kfa2-ex-gamer-white-geforce-rtx-4070-12-gb-video-card-47nom7md7kwk,,KFA2,47NOM7MD7KWK,GeForce RTX 4070,12 GB,GDDR6X,1920 MHz,2550 MHz,N/A,PCIe x16,White,G-Sync,323 mm,200 W,2,3,3 Fans,1 PCIe 8-pin,N/A,N/A,N/A,1,N/A,3,N/A,N/A
Gigabyte EAGLE OC,//cdna.pcpartpicker.com/static/forever/images/product/57b5a4b615ea8ac69b8f443ea075035f.256p.jpg,https://pcpartpicker.com/product/cJC48d/gigabyte-eagle-oc-geforce-rtx-4070-ti-12-gb-video-card-gv-n407teagle-oc-12g,,Gigabyte,GV-N407TEAGLE OC-12G,GeForce RTX 4070 Ti,12 GB,GDDR6X,2310 MHz,2625 MHz,N/A,PCIe x16,Black,G-Sync,301 mm,285 W,2,3,3 Fans,1 PCIe 16-pin,N/A,N/A,N/A,N/A,3,N/A,N/A,N/A
Asus ROG STRIX GAMING,//cdna.pcpartpicker.com/static/forever/images/product/7c41427f382e659e32b33601e6eb29f6.256p.jpg,https://pcpartpicker.com/product/CWVmP6/asus-rog-strix-gaming-geforce-rtx-4080-16-gb-video-card-rog-strix-rtx4080-16g-gaming,"$1,559.99 ",Asus,"ROG-STRIX-RTX4080-16G-GAMING, 90YV0IC1-M0AA00, 90YV0IC1-M0NA00",GeForce RTX 4080,16 GB,GDDR6X,2205 MHz,2535 MHz,22400 MHz,PCIe x16,Black,G-Sync,358 mm,320 W,2,4,3 Fans,1 PCIe 16-pin,N/A,N/A,N/A,1,N/A,3,N/A,N/A
Asus TUF GAMING OC,//cdna.pcpartpicker.com/static/forever/images/product/81f766f0f399155a3e7c0336a9c08852.256p.jpg,https://pcpartpicker.com/product/qnFbt6/asus-geforce-rtx-3080-12gb-lhr-12-gb-tuf-gaming-oc-video-card-tuf-rtx3080-o12g-gaming,$999.00 ,Asus,"TUF-RTX3080-O12G-GAMING, 90YV0FB8-M0NM00",GeForce RTX 3080 12GB LHR,12 GB,GDDR6X,1260 MHz,1815 MHz,19000 MHz,PCIe x16,Black / Silver,G-Sync,300 mm,350 W,2,3,3 Fans,2 PCIe 8-pin,2,3,N/A,N/A,N/A,N/A,N/A,N/A
Gigabyte GAMING OC,//cdna.pcpartpicker.com/static/forever/images/product/2125059c92322fd1e34db858760e3b1c.256p.jpg,https://pcpartpicker.com/product/P7H7YJ/gigabyte-radeon-rx-6500-xt-4-gb-gaming-oc-video-card-gv-r65xtgaming-oc-4gd,$261.25 ,Gigabyte,GV-R65XTGAMING OC-4GD,Radeon RX 6500 XT,4 GB,GDDR6,2310 MHz,2825 MHz,18000 MHz,PCIe x16,Black / Gray,FreeSync,282 mm,107 W,2,2,3 Fans,1 PCIe 6-pin,1,1,N/A,N/A,N/A,N/A,N/A,N/A
Asus DUAL,//cdna.pcpartpicker.com/static/forever/images/product/502d16e64cb8d8e0f8741adfc917ffe3.256p.jpg,https://pcpartpicker.com/product/N4dG3C/asus-dual-geforce-rtx-4070-12-gb-video-card-dual-rtx4070-12g-white,$579.68 ,Asus,dual-rtx4070-12g-white,GeForce RTX 4070,12 GB,GDDR6X,2475 MHz,2505 MHz,N/A,PCIe x16,White,G-Sync,267 mm,200 W,2,3,2 Fans,1 PCIe 8-pin,N/A,N/A,N/A,N/A,N/A,3,N/A,N/A
Inno3D Twin X2,//cdna.pcpartpicker.com/static/forever/images/product/53210b01609c19cd1325de9ca6f58798.256p.jpg,https://pcpartpicker.com/product/fYQKHx/inno3d-twin-x2-geforce-rtx-4060-ti-16-gb-video-card-n406t2-16d6-178055n,$764.12 ,Inno3D,N406T2-16D6-178055N,GeForce RTX 4060 Ti,16 GB,GDDR6,2310 MHz,2535 MHz,N/A,PCIe x16,Black / Silver,G-Sync,250 mm,165 W,2,2,2 Fans,1 PCIe 8-pin,N/A,N/A,N/A,1,N/A,3,N/A,N/A
Gigabyte VISION OC Rev 2.0,https://m.media-amazon.com/images/I/41S391NvW2S.jpg,https://pcpartpicker.com/product/xghFf7/gigabyte-geforce-rtx-3060-ti-lhr-8-gb-vision-oc-rev-20-video-card-gv-n306tvision-oc-8gd-rev-20,,Gigabyte,"GV-N306TVISION OC-8GD (rev. 2.0), GV-N306TVISION OC-8GD 2.0, GV-N306TVISION OC-8GD V2",GeForce RTX 3060 Ti LHR,8 GB,GDDR6,1410 MHz,1755 MHz,14000 MHz,PCIe x16,Silver / White,G-Sync,281 mm,200 W,2,2,3 Fans,1 PCIe 8-pin + 1 PCIe 6-pin,2,2,N/A,N/A,N/A,N/A,N/A,N/A
Gigabyte GAMING OC,//cdna.pcpartpicker.com/static/forever/images/product/ebaaf34dfbc4c3f46253b5cb7d5cf84b.256p.jpg,https://pcpartpicker.com/product/RbYmP6/gigabyte-radeon-rx-6750-xt-12-gb-gaming-oc-video-card-gv-r675xtgaming-oc-12gd,,Gigabyte,GV-R675XTGAMING OC-12GD,Radeon RX 6750 XT,12 GB,GDDR6,2150 MHz,2623 MHz,N/A,PCIe x16,Black / Gray,FreeSync,281 mm,250 W,2,3,3 Fans,1 PCIe 8-pin + 1 PCIe 6-pin,N/A,N/A,N/A,N/A,2,N/A,N/A,N/A
KFA2 1-Click OC 2X,//cdna.pcpartpicker.com/static/forever/images/product/afec023eb07508fb75b017c44500ce64.256p.jpg,https://pcpartpicker.com/product/VkwmP6/kfa2-1-click-oc-2x-geforce-rtx-4060-8-gb-video-card-46nsl8md8lok,,KFA2,46NSL8MD8LOK,GeForce RTX 4060,8 GB,GDDR6,1830 MHz,2490 MHz,N/A,PCIe x16,Black,G-Sync,237 mm,115 W,2,2,2 Fans,1 PCIe 8-pin,N/A,N/A,N/A,1,N/A,3,N/A,N/A
Gigabyte WINDFORCE OC,https://m.media-amazon.com/images/I/31ZmLfTFQfL.jpg,https://pcpartpicker.com/product/MdFKHx/gigabyte-geforce-gtx-1650-super-4-gb-windforce-oc-video-card-gv-n165swf2oc-4gd,$299.99 ,Gigabyte,GV-N165SWF2OC-4GD,GeForce GTX 1650 SUPER,4 GB,GDDR6,1530 MHz,1755 MHz,12000 MHz,PCIe x16,Black / Silver,G-Sync,225 mm,100 W,2,3,2 Fans,1 PCIe 6-pin,1,1,1,N/A,N/A,N/A,N/A,N/A
PNY XLR8 Gaming REVEL EPIC-X RGB,//cdna.pcpartpicker.com/static/forever/images/product/8e480b3c11aa94c46a3e95ee22f7d132.256p.jpg,https://pcpartpicker.com/product/VCQcCJ/pny-geforce-rtx-3070-lhr-8-gb-xlr8-gaming-revel-epic-x-rgb-video-card-vcg30708ltfxppb,$499.00 ,PNY,VCG30708LTFXPPB,GeForce RTX 3070 LHR,8 GB,GDDR6,1500 MHz,1725 MHz,14000 MHz,PCIe x16,Silver / Black,G-Sync,294 mm,220 W,2,3,3 Fans,2 PCIe 8-pin,N/A,N/A,N/A,N/A,3,N/A,N/A,N/A
MSI RADEON RX VEGA 64 8G,//cdna.pcpartpicker.com/static/forever/images/product/f81aca2885f45255d50f6f3fcbe221a1.256p.jpg,https://pcpartpicker.com/product/Fx4NnQ/msi-radeon-rx-vega-64-8gb-video-card-radeon-rx-vega-64-8g,,MSI,RADEON RX VEGA 64 8G,Radeon RX VEGA 64,8 GB,HBM2,1247 MHz,1546 MHz,1900 MHz,PCIe x16,Black / Red,FreeSync,280 mm,295 W,2,2,1 Fan,2 PCIe 8-pin,1,3,N/A,N/A,N/A,N/A,N/A,"4-way CrossFire Capable, 3-way CrossFire Capable, 2-way CrossFire Capable"
Asus DUAL,//cdna.pcpartpicker.com/static/forever/images/product/62eb84168f6c6a66fe5192166b70b3df.256p.jpg,https://pcpartpicker.com/product/jkFXsY/asus-radeon-rx-580-8gb-dual-video-card-dual-rx580-o8g,,Asus,"DUAL-RX580-O8G, 90YV0AQ1-M0NA00",Radeon RX 580,8 GB,GDDR5,1257 MHz,1380 MHz,8000 MHz,PCIe x16,Black / Silver,FreeSync,242 mm,185 W,2,2,2 Fans,1 PCIe 8-pin,2,2,1,N/A,N/A,N/A,N/A,"4-way CrossFire Capable, 3-way CrossFire Capable, 2-way CrossFire Capable"
Gigabyte GAMING OC 3X,https://m.media-amazon.com/images/I/41FbxYuolVL.jpg,https://pcpartpicker.com/product/L3tKHx/gigabyte-geforce-rtx-2070-super-8-gb-gaming-oc-3x-video-card-gv-n207sgaming-oc-8gd,$845.00 ,Gigabyte,GV-N207SGAMING OC-8GD,GeForce RTX 2070 SUPER,8 GB,GDDR6,1605 MHz,1815 MHz,14000 MHz,PCIe x16,Black,G-Sync,286 mm,215 W,2,3,3 Fans,1 PCIe 8-pin + 1 PCIe 6-pin,1,3,N/A,N/A,N/A,N/A,N/A,2-way SLI Capable
Asus Phoenix Fan OC,//cdna.pcpartpicker.com/static/forever/images/product/9c293935706d5805af647e8a80ca343d.256p.jpg,https://pcpartpicker.com/product/FjfmP6/asus-geforce-gt-1030-2gb-phoenix-fan-oc-video-card-ph-gt1030-o2g,$124.29 ,Asus,"PH-GT1030-O2G, 90YV0AU0-M0NA00",GeForce GT 1030,2 GB,GDDR5,1278 MHz,1531 MHz,6008 MHz,PCIe x16,Black / Blue,None,184 mm,30 W,1,2,1 Fan,None,1,N/A,1,N/A,N/A,N/A,N/A,N/A
Zotac GAMING Trinity OC,https://m.media-amazon.com/images/I/31iDinABUUL.jpg,https://pcpartpicker.com/product/vCfnTW/zotac-gaming-trinity-oc-geforce-rtx-4080-16-gb-video-card-zt-d40810j-10p,"$1,289.90 ",Zotac,ZT-D40810J-10P,GeForce RTX 4080,16 GB,GDDR6X,2205 MHz,2520 MHz,22400 MHz,PCIe x16,Black,G-Sync,356 mm,320 W,4,4,3 Fans,1 PCIe 16-pin,N/A,N/A,N/A,1,N/A,3,N/A,N/A
XFX Speedster QICK 308 Black,https://m.media-amazon.com/images/I/31m3R3Wp7eL.jpg,https://pcpartpicker.com/product/gP8bt6/xfx-speedster-qick-308-black-radeon-rx-6600-xt-8-gb-video-card-rx-66xt8lbdq,$649.99 ,XFX,RX-66XT8LBDQ,Radeon RX 6600 XT,8 GB,GDDR6,2188 MHz,2607 MHz,16000 MHz,PCIe x16,Black,FreeSync,274 mm,160 W,2,3,3 Fans,1 PCIe 8-pin,1,3,N/A,N/A,N/A,N/A,N/A,N/A
Gigabyte AORUS,https://m.media-amazon.com/images/I/51v4D2kVihL.jpg,https://pcpartpicker.com/product/cHFXsY/gigabyte-geforce-gtx-1080-ti-11gb-aorus-video-card-gv-n108taorus-11gd,,Gigabyte,"GV-N108TAORUS-11GD, N108TAORUS-11GD",GeForce GTX 1080 Ti,11 GB,GDDR5X,1594 MHz,1708 MHz,11010 MHz,PCIe x16,Black / Orange,G-Sync,293 mm,250 W,2,3,3 Fans,2 PCIe 8-pin,1,3,1,N/A,N/A,N/A,N/A,2-way SLI Capable
Gigabyte GAMING OC,//cdna.pcpartpicker.com/static/forever/images/product/a7b91b0dff235387848c5273fff548c9.256p.jpg,https://pcpartpicker.com/product/GzXYcf/gigabyte-gaming-oc-radeon-rx-5600-xt-6-gb-video-card-gv-r56xtgaming-oc-6gd,,Gigabyte,"GV-R56XTGAMING OC-6GD, GV-R56XTGAMING OC-6GD rev. 2.0, GV-R56XTGAMINGOC6GV2",Radeon RX 5600 XT,6 GB,GDDR6,1247 MHz,1620 MHz,12000 MHz,PCIe x16,Black / Silver,FreeSync,280 mm,150 W,2,3,3 Fans,1 PCIe 8-pin,1,3,N/A,N/A,N/A,N/A,N/A,N/A
ASRock Challenger OC,/static/forever/img/no-image.png,https://pcpartpicker.com/product/MRbRsY/asrock-challenger-oc-radeon-rx-7600-xt-16-gb-video-card-rx7600x-cl-16go,,ASRock,RX7600X CL 16GO,Radeon RX 7600 XT,16 GB,GDDR6,1720 MHz,2799 MHz,N/A,PCIe x16,Black,FreeSync,267 mm,190 W,2,3,2 Fans,2 PCIe 8-pin,N/A,N/A,N/A,N/A,N/A,N/A,3,N/A
MSI GAMING X,//cdna.pcpartpicker.com/static/forever/images/product/21700ad6eda54b1c1b4bbf09a86bf9e0.256p.jpg,https://pcpartpicker.com/product/N6LFf7/msi-geforce-rtx-3060-ti-lhr-8-gb-gaming-x-video-card-geforce-rtx-3060-ti-gaming-x-8g-lhr,$383.99 ,MSI,"GeForce RTX 3060 Ti GAMING X 8G LHR, RTX 3060 Ti GAMING X 8G LHR",GeForce RTX 3060 Ti LHR,8 GB,GDDR6,1410 MHz,1770 MHz,14000 MHz,PCIe x16,Black / Gray,G-Sync,278 mm,220 W,2,3,2 Fans,1 PCIe 8-pin + 1 PCIe 6-pin,1,3,N/A,N/A,N/A,N/A,N/A,N/A
Asus Phoenix OC,//cdna.pcpartpicker.com/static/forever/images/product/6aa94a799241ecf4d11ea2fa045ead40.256p.jpg,https://pcpartpicker.com/product/CnYLrH/asus-geforce-gtx-1660-6-gb-phoenix-oc-video-card-ph-gtx1660-o6g,,Asus,"PH-GTX1660-O6G, 90YV0CU0-M0NA00",GeForce GTX 1660,6 GB,GDDR5,1530 MHz,1830 MHz,8002 MHz,PCIe x16,Black / White,G-Sync,174 mm,120 W,2,2,1 Fan,1 PCIe 8-pin,1,1,1,N/A,N/A,N/A,N/A,N/A
EVGA FTW GAMING ACX 3.0,https://m.media-amazon.com/images/I/51asikKqoLL.jpg,https://pcpartpicker.com/product/Pshj4D/evga-geforce-gtx-1070-8gb-ftw-gaming-acx-30-video-card-08g-p4-6276-kr,,EVGA,08G-P4-6276-KR,GeForce GTX 1070,8 GB,GDDR5,1607 MHz,1797 MHz,8008 MHz,PCIe x16,Black / Gray,G-Sync,267 mm,215 W,2,2,2 Fans,2 PCIe 8-pin,1,3,1,N/A,N/A,N/A,N/A,2-way SLI Capable
Gigabyte AORUS ELITE,//cdna.pcpartpicker.com/static/forever/images/product/d9a931970207e660d028ac68574d7c9a.256p.jpg,https://pcpartpicker.com/product/mVWJ7P/gigabyte-aorus-elite-geforce-rtx-4060-8-gb-video-card-gv-n4060aorus-e-8gd,$481.25 ,Gigabyte,GV-N4060AORUS E-8GD,GeForce RTX 4060,8 GB,GDDR6,1830 MHz,N/A,N/A,PCIe x16,Black / Silver,G-Sync,299 mm,115 W,2,3,3 Fans,1 PCIe 8-pin,N/A,N/A,N/A,2,N/A,2,N/A,N/A
MSI Radeon RX 6600 XT MECH 2X 8G OCV1,//cdna.pcpartpicker.com/static/forever/images/product/59ad0e463c3f8c0cbb26128a67b82290.256p.jpg,https://pcpartpicker.com/product/fLjBD3/msi-radeon-rx-6600-xt-8-gb-mech-2x-ocv1-video-card-rx6600xtmech2x8gocv1,$399.00 ,MSI,"RX6600XTMECH2X8GOCV1, Radeon RX 6600 XT MECH 2X 8G OCV1",Radeon RX 6600 XT,8 GB,GDDR6,1968 MHz,2602 MHz,N/A,PCIe x16,Black / Silver,FreeSync,215 mm,160 W,2,2,2 Fans,1 PCIe 8-pin,1,3,N/A,N/A,N/A,N/A,N/A,N/A
PowerColor RX7900XTX 24G,//cdna.pcpartpicker.com/static/forever/images/product/877b6072fa719e4d7a6a03f14078d41f.256p.jpg,https://pcpartpicker.com/product/2YpzK8/powercolor-rx7900xtx-24g-radeon-rx-7900-xtx-24-gb-video-card-rx7900xtx-24g,,PowerColor,RX7900XTX 24G,Radeon RX 7900 XTX,24 GB,GDDR6,2300 MHz,2500 MHz,N/A,PCIe x16,Black,FreeSync,287 mm,355 W,2,3,3 Fans,2 PCIe 8-pin,N/A,N/A,N/A,N/A,N/A,N/A,2,N/A
PowerColor Hellhound Sakura OC Limited,https://m.media-amazon.com/images/I/31WQqjBVUiL.jpg,https://pcpartpicker.com/product/49zXsY/powercolor-hellhound-sakura-oc-limited-radeon-rx-7800-xt-16-gb-video-card-rx7800xt-16g-locsakura-limited,$629.99 ,PowerColor,RX7800XT 16G-L/OC/SAKURA LIMITED,Radeon RX 7800 XT,16 GB,GDDR6,1295 MHz,2520 MHz,N/A,PCIe x16,White / Pink,FreeSync,322 mm,263 W,2,3,3 Fans,2 PCIe 8-pin,N/A,N/A,N/A,N/A,N/A,N/A,3,N/A
PNY RTX A-Series,//cdna.pcpartpicker.com/static/forever/images/product/7d12d88a89015e7c61053b35c6b6cedb.256p.jpg,https://pcpartpicker.com/product/rTGbt6/pny-rtx-a4500-20-gb-rtx-a-series-video-card-vcnrtxa4500-pb,"$1,469.96 ",PNY,VCNRTXA4500-PB,RTX A4500,20 GB,GDDR6,1050 MHz,1650 MHz,16000 MHz,PCIe x16,Black,None,267 mm,200 W,2,2,1 Fan,1 PCIe 8-pin,N/A,N/A,N/A,N/A,N/A,4,N/A,N/A
EVGA SSC ACX 2.0+,//cdna.pcpartpicker.com/static/forever/images/product/ae5515728b679ee6fd28bd3a36db8d49.256p.jpg,https://pcpartpicker.com/product/MZ8H99/evga-video-card-04gp43966kr,$399.00 ,EVGA,04G-P4-3966-KR,GeForce GTX 960,4 GB,GDDR5,1279 MHz,1342 MHz,7010 MHz,PCIe x16,Black / Silver,G-Sync,257 mm,120 W,2,2,2 Fans,1 PCIe 8-pin,1,3,N/A,N/A,N/A,N/A,N/A,2-way SLI Capable
Gainward Phoenix,//cdna.pcpartpicker.com/static/forever/images/product/c312a3ad77b4520e068577cb674e7a54.256p.jpg,https://pcpartpicker.com/product/fQYRsY/gainward-phoenix-geforce-rtx-4070-ti-super-16-gb-video-card-ned47ts019t2-1043x,,Gainward,"NED47TS019T2-1043X, 4281",GeForce RTX 4070 Ti SUPER,16 GB,GDDR6X,2340 MHz,2610 MHz,N/A,PCIe x16,Black,G-Sync,329 mm,285 W,2,4,3 Fans,1 PCIe 16-pin,N/A,N/A,N/A,1,N/A,3,N/A,N/A
EVGA FTW3 GAMING,https://m.media-amazon.com/images/I/41oHMO1boXL.jpg,https://pcpartpicker.com/product/VJD7YJ/evga-geforce-rtx-3090-ti-24-gb-ftw3-gaming-video-card-24g-p5-4983-kr,"$1,549.99 ",EVGA,24G-P5-4983-KR,GeForce RTX 3090 Ti,24 GB,GDDR6X,1560 MHz,1890 MHz,N/A,PCIe x16,Black,G-Sync,300 mm,450 W,2,4,3 Fans,1 PCIe 16-pin,1,3,N/A,N/A,N/A,N/A,N/A,2-way SLI Capable
MSI GAMING X TRIO,https://m.media-amazon.com/images/I/41Z16iQU+bL.jpg,https://pcpartpicker.com/product/zgfnTW/msi-radeon-rx-6950-xt-16-gb-gaming-x-trio-video-card-radeon-rx-6950-xt-gaming-x-trio-16g,,MSI,"Radeon RX 6950 XT GAMING X TRIO 16G, RX 6950 XT GAMING X TRIO 16G, V395-042R",Radeon RX 6950 XT,16 GB,GDDR6,1890 MHz,2454 MHz,N/A,PCIe x16,Silver / Black,FreeSync,325 mm,340 W,2,3,3 Fans,3 PCIe 8-pin,N/A,N/A,N/A,N/A,N/A,3,N/A,N/A
EVGA Founders Edition,https://m.media-amazon.com/images/I/41ULr9QrSwL.jpg,https://pcpartpicker.com/product/tgyxFT/evga-geforce-gtx-1080-ti-11gb-founder-edition-video-card-11g-p4-6390-kr,$499.00 ,EVGA,11G-P4-6390-KR,GeForce GTX 1080 Ti,11 GB,GDDR5X,1480 MHz,1582 MHz,11000 MHz,PCIe x16,Black / Silver,G-Sync,267 mm,250 W,2,2,1 Fan,1 PCIe 8-pin + 1 PCIe 6-pin,1,3,N/A,N/A,N/A,N/A,N/A,2-way SLI Capable
Sapphire NITRO+,//cdna.pcpartpicker.com/static/forever/images/product/f26445cba5ac0c20a34c0be4f1ead125.256p.jpg,https://pcpartpicker.com/product/9yJmP6/sapphire-radeon-rx-6800-xt-16-gb-nitro-video-card-11304-02-20g,,Sapphire,11304-02-20G,Radeon RX 6800 XT,16 GB,GDDR6,1825 MHz,N/A,N/A,PCIe x16,Black / Silver,FreeSync,310 mm,300 W,2,3,3 Fans,2 PCIe 8-pin,1,3,N/A,N/A,N/A,N/A,N/A,N/A
Asus TUF GAMING OC V2,//cdna.pcpartpicker.com/static/forever/images/product/81300f9eeb3ea7cee63f63bba7d31158.256p.jpg,https://pcpartpicker.com/product/XMPQzy/asus-tuf-gaming-oc-v2-geforce-gtx-1650-g6-4-gb-video-card-tuf-gtx1650-o4gd6-p-v2-gaming,,Asus,"tuf-gtx1650-o4gd6-p-v2-gaming, 90YV0GX2-M0NA00",GeForce GTX 1650 G6,4 GB,GDDR6,1410 MHz,1665 MHz,N/A,PCIe x16,Black,G-Sync,205 mm,75 W,2,3,2 Fans,1 PCIe 6-pin,N/A,N/A,1,N/A,N/A,1,N/A,N/A
ASRock Radeon RX6700XT PGD 12GO,//cdna.pcpartpicker.com/static/forever/images/product/a58b5b67ee0c350cc70473346b2350ae.256p.jpg,https://pcpartpicker.com/product/rcqPxr/asrock-radeon-rx-6700-xt-12-gb-phantom-gaming-d-oc-video-card-rx6700xt-pgd-12go,,ASRock,"RX6700XT PGD 12GO, 90-GA2EZZ-00UANF",Radeon RX 6700 XT,12 GB,GDDR6,2457 MHz,2622 MHz,16000 MHz,PCIe x16,Silver / Black,FreeSync,305 mm,230 W,2,3,3 Fans,2 PCIe 8-pin,1,3,N/A,N/A,N/A,N/A,N/A,N/A
MSI GAMING Z TRIO,//cdna.pcpartpicker.com/static/forever/images/product/639ff23086d76b883be50d4d9ee41b71.256p.jpg,https://pcpartpicker.com/product/nrNxFT/msi-gaming-z-trio-radeon-rx-6800-16-gb-video-card-rx-6800-gaming-z-trio-16g,,MSI,"RX 6800 Gaming Z Trio 16G, Radeon RX 6800 GAMING Z TRIO 16G",Radeon RX 6800,16 GB,GDDR6,1700 MHz,2155 MHz,N/A,PCIe x16,Silver / Black,FreeSync,324 mm,250 W,2,3,3 Fans,2 PCIe 8-pin,N/A,N/A,N/A,N/A,3,N/A,N/A,N/A
Asus rx7900xtx-24g,//cdna.pcpartpicker.com/static/forever/images/product/991083ca634c15e08fd5b9c7c33f6230.256p.jpg,https://pcpartpicker.com/product/7yD7YJ/asus-rx7900xtx-24g-radeon-rx-7900-xtx-24-gb-video-card-rx7900xtx-24g,,Asus,"rx7900xtx-24g, 90YV0IT0-U0NM00",Radeon RX 7900 XTX,24 GB,GDDR6,2300 MHz,2500 MHz,N/A,PCIe x16,Black,FreeSync,287 mm,355 W,2,3,3 Fans,2 PCIe 8-pin,N/A,N/A,N/A,N/A,N/A,N/A,2,N/A
Asus TUF GAMING OC,//cdna.pcpartpicker.com/static/forever/images/product/400829300d9b7ae3488f8b1664612e3f.256p.jpg,https://pcpartpicker.com/product/R4XYcf/asus-radeon-rx-6800-16-gb-tuf-gaming-oc-video-card-tuf-rx6800-o16g-gaming,,Asus,"TUF-RX6800-O16G-GAMING, 90YV0FM1-M0NA00",Radeon RX 6800,16 GB,GDDR6,1700 MHz,2190 MHz,16000 MHz,PCIe x16,Black,FreeSync,310 mm,250 W,2,3,3 Fans,2 PCIe 8-pin,1,3,N/A,N/A,N/A,N/A,N/A,N/A
Gainward Ghost,//cdna.pcpartpicker.com/static/forever/images/product/322b23fc8db5f2a8a7e9731ebe35095c.256p.jpg,https://pcpartpicker.com/product/Q89wrH/gainward-ghost-geforce-rtx-4060-ti-8-gb-video-card-ne6406t019p1-1060b,,Gainward,"NE6406T019P1-1060B, 3949",GeForce RTX 4060 Ti,8 GB,GDDR6,2310 MHz,2535 MHz,9000 MHz,PCIe x16,Black,G-Sync,250 mm,165 W,2,2,2 Fans,1 PCIe 8-pin,N/A,N/A,N/A,1,N/A,3,N/A,N/A
EVGA Superclocked ACX 2.0,//cdna.pcpartpicker.com/static/forever/images/product/9c58a853066d000f5cde5f696c3d01f4.256p.jpg,https://pcpartpicker.com/product/tscMnQ/evga-video-card-04gp42983kr,,EVGA,04G-P4-2983-KR,GeForce GTX 980,4 GB,GDDR5,1266 MHz,1367 MHz,N/A,PCIe x16,Black,G-Sync,267 mm,165 W,2,2,2 Fans,2 PCIe 6-pin,1,3,N/A,N/A,N/A,N/A,N/A,"4-way SLI Capable, 3-way SLI Capable, 2-way SLI Capable"
PowerColor Red Devil,//cdna.pcpartpicker.com/static/forever/images/product/a3edb200bb1a6ce7d4520edf929f59c3.256p.jpg,https://pcpartpicker.com/product/z9xRsY/powercolor-red-devil-radeon-rx-7900-xt-20-gb-video-card-rx7900xt-20g-eoc,"$1,245.00 ",PowerColor,RX7900XT 20G-E/OC,Radeon RX 7900 XT,20 GB,GDDR6,2000 MHz,2535 MHz,N/A,PCIe x16,Black,FreeSync,338 mm,300 W,3,4,3 Fans,2 PCIe 8-pin,N/A,N/A,N/A,N/A,N/A,N/A,3,N/A
MSI ARMOR OCV1,//cdna.pcpartpicker.com/static/forever/images/product/df7d9d837d2486c748e364e5731db1ae.256p.jpg,https://pcpartpicker.com/product/jW98TW/msi-geforce-gtx-1060-6gb-6gb-armor-ocv1-video-card-geforce-gtx-1060-armor-6g-ocv1,$394.00 ,MSI,"GeForce GTX 1060 ARMOR 6G OCV1, GTX 1060 ARMOR 6G OCV1",GeForce GTX 1060 6GB,6 GB,GDDR5,1544 MHz,1759 MHz,8008 MHz,PCIe x16,Black / White,G-Sync,275 mm,120 W,2,2,2 Fans,1 PCIe 8-pin,2,2,1,N/A,N/A,N/A,N/A,N/A
XFX RX-79TMBABF9,//cdna.pcpartpicker.com/static/forever/images/product/a05245760a1b9fd2988847a60767d99e.256p.jpg,https://pcpartpicker.com/product/nMPQzy/xfx-rx-79tmbabf9-radeon-rx-7900-xt-20-gb-video-card-rx-79tmbabf9,,XFX,RX-79TMBABF9,Radeon RX 7900 XT,20 GB,GDDR6,2000 MHz,2400 MHz,N/A,PCIe x16,Black,FreeSync,276 mm,300 W,2,3,3 Fans,2 PCIe 8-pin,N/A,N/A,N/A,N/A,N/A,N/A,2,N/A
Asus ProArt,//cdna.pcpartpicker.com/static/forever/images/product/02d57b91c4a341308baec6e08b9e1e55.256p.jpg,https://pcpartpicker.com/product/2JZXsY/asus-proart-geforce-rtx-4080-super-16-gb-video-card-proart-rtx4080s-16g,,Asus,proart-rtx4080s-16g,GeForce RTX 4080 SUPER,16 GB,GDDR6X,2210 MHz,2580 MHz,N/A,PCIe x16,Black / Gold,G-Sync,300 mm,320 W,2,3,3 Fans,1 PCIe 16-pin,N/A,N/A,N/A,1,N/A,3,N/A,N/A
Inno3D iChill X3,//cdna.pcpartpicker.com/static/forever/images/product/4892f4559b8ff11d46279aabe61e6c95.256p.jpg,https://pcpartpicker.com/product/nPNYcf/inno3d-ichill-x3-geforce-rtx-4080-super-16-gb-video-card-c408s3-166xx-187049h,,Inno3D,C408S3-166XX-187049H,GeForce RTX 4080 SUPER,16 GB,GDDR6X,2210 MHz,2610 MHz,N/A,PCIe x16,Black / Silver,G-Sync,334 mm,320 W,3,3,3 Fans,1 PCIe 16-pin,N/A,N/A,N/A,1,N/A,3,N/A,N/A
