Name,Image URL,Product URL,Price,Manufacturer,Model,Part #,Fan RPM,Noise Level,Color,Height,CPU Socket,Water Cooled,Fanless,Specs Number
Corsair H110,https://m.media-amazon.com/images/I/51QWf6tAl5L.jpg,https://pcpartpicker.com/product/p94gXL/corsair-h110-94-cfm-liquid-cpu-cooler-h110,$251.18 ,Corsair,N/A,"H110, CWCH110, CW-9060014-WW",1500 RPM,35 dB,N/A,N/A,"AM2, AM2+, AM3, AM3+, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1366, LGA2011, LGA2011-3, LGA2066",Yes - 280 mm,No,7
CRYORIG H5 Universal,//cdna.pcpartpicker.com/static/forever/images/product/36a4c87601ce494316311aab7ab236f9.256p.jpg,https://pcpartpicker.com/product/jK8H99/cryorig-h5-universal-65-cfm-cpu-cooler-h5-universal,,CRYORIG,N/A,"H5 Universal, CR-H5A",700 - 1300 RPM,20 - 24 dB,N/A,160 mm,"AM2, AM2+, AM3, AM3+, AM4, FM1, FM2, FM2+, LGA775, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1366, LGA1700, LGA2011, LGA2011-3, LGA2066",No,No,8
be quiet! Dark Rock TF,//cdna.pcpartpicker.com/static/forever/images/product/189d0b10bf9019bc53081c1d3ea61087.256p.jpg,https://pcpartpicker.com/product/Y27CmG/be-quiet-cpu-cooler-bk020,,be quiet!,Dark Rock TF,BK020,1400 RPM,11.9 - 26.7 dB,N/A,131 mm,"AM2, AM2+, AM3, AM3+, AM4, FM1, FM2, FM2+, LGA775, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1366, LGA2011, LGA2011-3, LGA2066",No,No,10
Deepcool CASTLE 240EX,/static/forever/img/no-image.png,https://pcpartpicker.com/product/q32bt6/deepcool-castle-240ex-644-cfm-liquid-cpu-cooler-castle-240ex,,Deepcool,N/A,"CASTLE 240EX, DP-GS-H12-CSL240EX",500 - 1800 RPM,32.1 dB,Black,N/A,"AM2, AM2+, AM3, AM3+, AM4, sTR4, sTRX4, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1366, LGA1700, LGA2011, LGA2011-3, LGA2066",Yes - 240 mm,No,8
Scythe Mugen 5 Black RGB Edition,//cdna.pcpartpicker.com/static/forever/images/product/30c4d414b88ffc7f6879e18f6e78db28.256p.jpg,https://pcpartpicker.com/product/W3n8TW/scythe-mugen-5-black-rgb-edition-5117-cfm-cpu-cooler-scmg-5100bk,,Scythe,Mugen 5 Black RGB Edition,SCMG-5100BK,300 - 1200 RPM,4 - 24.9 dB,Black / Silver,154 mm,"AM2, AM2+, AM3, AM3+, AM4, AM5, FM1, FM2, FM2+, LGA775, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1366, LGA1700, LGA2011, LGA2011-3, LGA2066",No,No,10
ID-COOLING SE-224-XT,https://m.media-amazon.com/images/I/41SPEOGyO1L.jpg,https://pcpartpicker.com/product/8LGnTW/id-cooling-se-224-xt-7616-cfm-cpu-cooler-se-224-xt-white,,ID-COOLING,SE-224-XT,SE-224-XT WHITE,700 - 1800 RPM,15.2 - 32.5 dB,White,154 mm,"AM4, AM5, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700, LGA2011, LGA2011-3, LGA2066",No,No,10
ID-COOLING AURAFLOW X,https://m.media-amazon.com/images/I/41uf6KtkSRL.jpg,https://pcpartpicker.com/product/hWstt6/id-cooling-auraflow-x-745-cfm-liquid-cpu-cooler-auraflow-x-360-snow,,ID-COOLING,N/A,AURAFLOW X 360 SNOW,700 - 1800 RPM,18 - 35.2 dB,White,47 mm,"AM4, AM5, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA2011, LGA2011-3, LGA2066",Yes - 360 mm,No,9
ID-COOLING FROSTFLOW 240 XT,//cdna.pcpartpicker.com/static/forever/images/product/b55ee17245a425c5c46089e56ffb0aa1.256p.jpg,https://pcpartpicker.com/product/D8pzK8/id-cooling-frostflow-240-xt-7616-cfm-liquid-cpu-cooler-frostflow-240-xt,,ID-COOLING,N/A,FROSTFLOW 240 XT,700 - 1800 RPM,15.2 - 35.2 dB,Black,N/A,"LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700, LGA2011, LGA2011-3, LGA2066",Yes - 240 mm,No,8
MSI MAG CORELIQUID C240 EVA e-PROJECT,//cdna.pcpartpicker.com/static/forever/images/product/75bd55f889fba20a3e31d24878d83ec6.256p.jpg,https://pcpartpicker.com/product/sr8bt6/msi-mag-coreliquid-c240-eva-e-project-7873-cfm-liquid-cpu-cooler-mag-coreliquid-c240-eva-e-project,,MSI,N/A,MAG CORELIQUID C240 EVA e-PROJECT,500 - 2000 RPM,14.3 - 34.3 dB,Black,N/A,"AM2, AM2+, AM3, AM3+, AM4, AM5, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1366, LGA1700, LGA2011, LGA2011-3, LGA2066",Yes - 240 mm,No,8
ID-COOLING SE-214-XT PRO,//cdna.pcpartpicker.com/static/forever/images/product/2e87b197bd18a2d50d2673bf66841308.256p.jpg,https://pcpartpicker.com/product/RPWJ7P/id-cooling-se-214-xt-pro-70-cfm-cpu-cooler-se-214-xt-pro,,ID-COOLING,N/A,SE-214-XT PRO,600 - 1500 RPM,28.9 dB,Black / Silver,151 mm,"AM4, AM5, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700, LGA2011, LGA2011-3, LGA2066",No,No,9
Silverstone AR08,//cdna.pcpartpicker.com/static/forever/images/product/587a7eaf4b4c87ea83501ac42e992b1a.256p.jpg,https://pcpartpicker.com/product/ZTF48d/silverstone-ar08-495-cfm-cpu-cooler-ar08,$39.97 ,Silverstone,N/A,"AR08, SST-AR08",1500 - 2800 RPM,14.1 - 27.7 dB,Blue / Silver,134 mm,"AM2, AM2+, AM3, AM3+, AM4, FM1, FM2, FM2+, LGA775, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1366, LGA2011, LGA2011-3, LGA2066",No,No,9
be quiet! Shadow Rock Slim,//cdna.pcpartpicker.com/static/forever/images/product/91e08716afd77f6e300b474fd7dd821a.256p.jpg,https://pcpartpicker.com/product/Zr2kcf/be-quiet-cpu-cooler-bk010,,be quiet!,Shadow Rock Slim,BK010,400 - 1400 RPM,11.5 - 23.7 dB,N/A,161 mm,"AM2, AM2+, AM3, AM3+, AM4, FM1, FM2, FM2+, LGA775, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1366, LGA2011, LGA2011-3, LGA2066",No,No,10
ARCTIC Freezer i13 X CO,https://m.media-amazon.com/images/I/41vj01d1sjL.jpg,https://pcpartpicker.com/product/63n8TW/arctic-freezer-i13-x-co-cpu-cooler-acfre00079a,,ARCTIC,Freezer i13 X CO,ACFRE00079A,300 - 2000 RPM,N/A,Black / White,137 mm,"LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700, LGA2011, LGA2011-3, LGA2066",No,No,9
Jonsbo CR-1000 GT,//cdna.pcpartpicker.com/static/forever/images/product/d28a12e7dd9d4d0a562427bfff59f3d8.256p.jpg,https://pcpartpicker.com/product/3RkH99/jonsbo-cr-1000-gt-6681-cfm-cpu-cooler-cr-1000-gt,,Jonsbo,CR-1000 GT,CR 1000 GT,700 - 1800 RPM,20.55 - 37.2 dB,Black,158 mm,"AM4, AM5, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700",No,No,10
ID-COOLING IS-30,https://m.media-amazon.com/images/I/41TdGmA1qBL.jpg,https://pcpartpicker.com/product/7XsnTW/id-cooling-is-30-40-cfm-cpu-cooler-is-30,,ID-COOLING,N/A,IS-30,800 - 3600 RPM,17 - 35.8 dB,N/A,30 mm,"AM2, AM2+, AM3, AM3+, AM4, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200",No,No,8
Corsair A70,https://m.media-amazon.com/images/I/51u+wJlaO+L.jpg,https://pcpartpicker.com/product/HQW9TW/corsair-cpu-cooler-cafa70,,Corsair,A70,CAFA70,1600 - 2000 RPM,26 - 31.5 dB,N/A,160 mm,"AM2, AM2+, AM3, AM3+, FM1, FM2, FM2+, LGA775, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1366",No,No,9
NZXT Kraken X40,https://m.media-amazon.com/images/I/5129UE7iPyL.jpg,https://pcpartpicker.com/product/VPZQzy/nzxt-kraken-x40-983-cfm-liquid-cpu-cooler-kraken-x40,,NZXT,N/A,"Kraken X40, RL-KRX40-01",800 - 2000 RPM,21 - 37 dB,N/A,N/A,"AM2, AM2+, AM3, AM3+, AM4, AM5, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1366, LGA1700, LGA2011, LGA2011-3, LGA2066",Yes - 140 mm,No,7
Deepcool Castle 240 RGB,//cdna.pcpartpicker.com/static/forever/images/product/675036636704a5532fbc94c31fbb7169.256p.jpg,https://pcpartpicker.com/product/xXdxFT/deepcool-castle-240-rgb-6934-cfm-liquid-cpu-cooler-dp-gs-h12l-csl240rgb,,Deepcool,Castle 240 RGB,DP-GS-H12L-CSL240RGB,500 - 1800 RPM,17.8 - 30 dB,Black,N/A,"AM2, AM2+, AM3, AM3+, AM4, sTR4, sTRX4, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1366, LGA1700, LGA2011, LGA2011-3, LGA2066",Yes - 240 mm,No,9
Silverstone HE02-V2,//cdna.pcpartpicker.com/static/forever/images/product/53edebbd9a8a0c5dc529423f91263787.256p.jpg,https://pcpartpicker.com/product/vbm323/silverstone-he02-v2-fanless-cpu-cooler-sst-he02-v2,,Silverstone,HE02-V2,SST-HE02-V2,N/A,0 dB,Silver,160 mm,"AM2, AM2+, AM3, AM3+, AM4, sTR4, sTRX4, FM1, FM2, FM2+, LGA775, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1366, LGA2011, LGA2011-3, LGA2066",No,Yes,9
ID-COOLING SE-903-XT,//cdna.pcpartpicker.com/static/forever/images/product/5ca9703235151bf42ce0666cd1c90cb3.256p.jpg,https://pcpartpicker.com/product/FG92FT/id-cooling-se-903-xt-458-cfm-cpu-cooler-se-903-xt,,ID-COOLING,N/A,SE-903-XT,500 - 2200 RPM,14 - 25.8 dB,N/A,123 mm,"AM4, AM5, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700",No,No,8
ID-COOLING FROSTFLOW 240 XT SNOW,//cdna.pcpartpicker.com/static/forever/images/product/acb112cb4df04f3b1cfd8bb3a57be134.256p.jpg,https://pcpartpicker.com/product/wVxRsY/id-cooling-frostflow-240-xt-snow-7616-cfm-liquid-cpu-cooler-frostflow-240-xt-snow,,ID-COOLING,N/A,FROSTFLOW 240 XT SNOW,700 - 1800 RPM,15.2 - 35.2 dB,White,N/A,"LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700, LGA2011, LGA2011-3, LGA2066",Yes - 240 mm,No,8
YEYIAN VATN ARGB 240,//cdna.pcpartpicker.com/static/forever/images/product/f9c57df94144d75ef3501aa36fd21d21.256p.jpg,https://pcpartpicker.com/product/w826Mp/yeyian-vatn-argb-240-75-cfm-liquid-cpu-cooler-yts-240dl-01,,YEYIAN,VATN ARGB 240,YTS-240DL-01,800 - 2000 RPM,25 - 32 dB,Black,53 mm,"AM2, AM2+, AM3, AM3+, AM4, AM5, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700, LGA2011, LGA2011-3, LGA2066",Yes - 240 mm,No,10
SilenX EFZ-92HA2,https://m.media-amazon.com/images/I/41v1kQ4Jv4L.jpg,https://pcpartpicker.com/product/sKjG3C/silenx-cpu-cooler-efz92ha2,$21.25 ,SilenX,N/A,EFZ-92HA2,2400 RPM,8 - 24 dB,N/A,56 mm,"AM2, AM2+, AM3, AM3+, FM1, FM2, FM2+, LGA775, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200",No,No,9
RAIJINTEK LETO RGB,//cdna.pcpartpicker.com/static/forever/images/product/4ae74682b4971a84d588e930ea8de757.256p.jpg,https://pcpartpicker.com/product/nMytt6/raijintek-leto-rgb-56-cfm-cpu-cooler-0r100075,$28.22 ,RAIJINTEK,N/A,"0R100075, 0R10A00075",800 - 1800 RPM,25 dB,Black / Silver,155 mm,"AM2, AM2+, AM3, AM3+, AM4, AM5, FM1, FM2, FM2+, LGA775, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1366, LGA1700, LGA2011, LGA2011-3, LGA2066",No,No,9
ENDORFY Navis F280 ARGB,//cdna.pcpartpicker.com/static/forever/images/product/c10986a9aace17c088566f099e894ddc.256p.jpg,https://pcpartpicker.com/product/ZZmNnQ/endorfy-navis-f280-argb-liquid-cpu-cooler-ey3b005,$164.91 ,ENDORFY,Navis F280 ARGB,EY3B005,250 - 1800 RPM,N/A,Black,N/A,"AM4, AM5, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700, LGA2011, LGA2011-3, LGA2066",Yes - 280 mm,No,8
NoFan CR-80EH,https://m.media-amazon.com/images/I/51zvw6+1l-L.jpg,https://pcpartpicker.com/product/Jf8H99/nofan-cpu-cooler-cr80eh,,NoFan,N/A,CR-80EH,N/A,0 dB,N/A,113 mm,"AM2, AM2+, AM3, AM3+, AM4, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200",No,Yes,7
Scythe Mugen 5 S,https://m.media-amazon.com/images/I/51f+aiZ+VJL.jpg,https://pcpartpicker.com/product/sYKKHx/scythe-mugen-5-s-5168-cfm-cpu-cooler-scmg-5100w,,Scythe,Mugen 5 S,SCMG-5100W,350 - 1800 RPM,4 - 22.9 dB,Black / Silver,154 mm,"AM2, AM2+, AM3, AM3+, AM4, AM5, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700, LGA2011, LGA2011-3, LGA2066",No,No,10
Thermaltake CLP0556-B,//cdna.pcpartpicker.com/static/forever/images/product/49d109d8170b4ef7f0e7ff7d448e41dd.256p.jpg,https://pcpartpicker.com/product/CRjG3C/thermaltake-cpu-cooler-clp0556b,$19.98 ,Thermaltake,N/A,CLP0556-B,1900 - 2300 RPM,22 dB,N/A,95 mm,"LGA1150, LGA1151, LGA1155, LGA1156, LGA1200",No,No,9
GAMDIAS BOREAS M1,//cdna.pcpartpicker.com/static/forever/images/product/fc5ce1b58e734e9a528363e2a71a1b42.256p.jpg,https://pcpartpicker.com/product/fjLFf7/gamdias-boreas-m1-610-74-cfm-cpu-cooler-boreas-m1-610,$36.99 ,GAMDIAS,N/A,BOREAS M1-610,800 - 2600 RPM,10 - 32 dB,Black / Silver,163 mm,"AM2, AM2+, AM3, AM3+, AM4, FM1, FM2, FM2+, LGA775, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1366, LGA2011, LGA2011-3, LGA2066",No,No,9
Corsair H80,//cdna.pcpartpicker.com/static/forever/images/product/3fcd61ab19b202005ee4300bd45db3cb.256p.jpg,https://pcpartpicker.com/product/rMkD4D/corsair-h80-92-cfm-liquid-cpu-cooler-cwch80,,Corsair,H80,CWCH80,1300 - 2500 RPM,22 - 39 dB,N/A,N/A,"AM2, AM2+, AM3, AM3+, FM1, FM2, FM2+, LGA775, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1366, LGA2011, LGA2011-3, LGA2066",Yes - 120 mm,No,8
Antec KUHLER H2O 620,https://m.media-amazon.com/images/I/41Wf8gst4kL.jpg,https://pcpartpicker.com/product/9CYXsY/antec-kuhler-h2o-620-liquid-cpu-cooler-kuhler-h2o-620,,Antec,KUHLER H2O 620,Kuhler H2O 620,1450 - 2000 RPM,N/A,N/A,N/A,"AM2, AM2+, AM3, AM3+, FM1, FM2, FM2+, LGA775, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1366",Yes - 120 mm,No,7
Titan DC-155A915Z/RPW,https://m.media-amazon.com/images/I/51uue1RiCWL.jpg,https://pcpartpicker.com/product/bxzv6h/titan-cpu-cooler-dc155a915zrpw,,Titan,N/A,DC-155A915Z/RPW,1000 - 2600 RPM,24.8 - 33.4 dB,N/A,30 mm,"LGA1150, LGA1151, LGA1155, LGA1156, LGA1200",No,No,8
ID-COOLING FROSTFLOW 240L-W,https://images-eu.ssl-images-amazon.com/images/I/519nsPHdTtL.jpg,https://pcpartpicker.com/product/LVwqqs/id-cooling-frostflow-240l-w-845-cfm-liquid-cpu-cooler-frostflow-240l-w,,ID-COOLING,N/A,FROSTFLOW 240L-W,800 - 2000 RPM,20 - 38.2 dB,N/A,N/A,"AM2, AM2+, AM3, AM3+, AM4, AM5, FM1, FM2, FM2+, LGA775, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1366, LGA2011, LGA2011-3, LGA2066",Yes - 240 mm,No,7
Cooler Master Hyper 212 LED Turbo (Black),//cdna.pcpartpicker.com/static/forever/images/product/1cfa5394aded76ecec7668a6d50b3194.256p.jpg,https://pcpartpicker.com/product/vYDzK8/cooler-master-hyper-212-led-turbo-black-663-cfm-cpu-cooler-rr-212tk-16pr-r1,,Cooler Master,Hyper 212 LED Turbo (Black),RR-212TK-16PR-R1,600 - 1600 RPM,9 - 31 dB,N/A,163 mm,"AM2, AM2+, AM3, AM3+, AM4, FM1, FM2, FM2+, LGA775, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA2011, LGA2011-3, LGA2066",No,No,9
ID-COOLING FROSTFLOW+ 240,//cdna.pcpartpicker.com/static/forever/images/product/db09b1e4a7c6a33ff799f68598c7e92f.256p.jpg,https://pcpartpicker.com/product/qr7v6h/id-cooling-frostflow-240-745-cfm-liquid-cpu-cooler-frostflow-240,,ID-COOLING,N/A,FROSTFLOW+ 240,700 - 1800 RPM,18 - 35.2 dB,Black / White,N/A,"AM2, AM2+, AM3, AM3+, AM4, AM5, FM1, FM2, FM2+, LGA775, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1366, LGA2011, LGA2011-3, LGA2066",Yes - 240 mm,No,8
SilentiumPC Spartan 3 LT HE1012,https://images-eu.ssl-images-amazon.com/images/I/51YLI8LJxUL.jpg,https://pcpartpicker.com/product/dmVD4D/silentiumpc-spartan-3-lt-he1012-cpu-cooler-spc145,,SilentiumPC,Spartan 3 LT HE1012,SPC145,800 - 2000 RPM,N/A,Black / Silver,135 mm,"AM2, AM2+, AM3, AM3+, AM4, FM1, FM2, FM2+, LGA775, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200",No,No,9
Asus ROG Strix LC 120,//cdna.pcpartpicker.com/static/forever/images/product/86e6a70da93bf9d98b938087d2da15dc.256p.jpg,https://pcpartpicker.com/product/jwqBD3/asus-rog-strix-lc-120-8095-cfm-liquid-cpu-cooler-rog-strix-lc-120,,Asus,N/A,"ROG Strix LC 120, 90RC0050-M0AAY0, 90RC0050-M0UAY0",800 - 2500 RPM,37.6 dB,Black,N/A,"AM4, AM5, sTR4, sTRX4, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1366, LGA2011, LGA2011-3, LGA2066",Yes - 120 mm,No,8
Deepcool GAMMAXX 400S,//cdna.pcpartpicker.com/static/forever/images/product/55157f50eab3db324e29aeec82ccc77d.256p.jpg,https://pcpartpicker.com/product/tn4BD3/deepcool-gammaxx-400s-508-cfm-cpu-cooler-dp-mch4-gmx400s,,Deepcool,GAMMAXX 400S,DP-MCH4-GMX400S,1300 RPM,14.6 dB,Black / Silver,155 mm,"AM2, AM2+, AM3, AM3+, AM4, AM5, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1366, LGA1700",No,No,10
Scythe Mugen 5 Black Edition,https://m.media-amazon.com/images/I/51nBMJFkaML.jpg,https://pcpartpicker.com/product/HhgFf7/scythe-mugen-5-black-edition-6647-cfm-cpu-cooler-scmg-5100be,,Scythe,Mugen 5 Black Edition,SCMG-5100BE,300 - 1500 RPM,4 - 29.75 dB,Black,154 mm,"AM2, AM2+, AM3, AM3+, AM4, AM5, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700, LGA2011, LGA2011-3, LGA2066",No,No,10
ID-COOLING SE-207-XT BLACK,//cdna.pcpartpicker.com/static/forever/images/product/a1d9fa92f647d40e766292c24554c607.256p.jpg,https://pcpartpicker.com/product/P37G3C/id-cooling-se-207-xt-black-7616-cfm-cpu-cooler-se-207-xt-black,,ID-COOLING,N/A,SE-207-XT BLACK,700 - 1800 RPM,15.2 - 35.2 dB,N/A,157 mm,"LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700, LGA2011, LGA2011-3, LGA2066",No,No,8
MSI MAG CORELIQUID B,//cdna.pcpartpicker.com/static/forever/images/product/cee3505062aa6f6aef93b0846d695360.256p.jpg,https://pcpartpicker.com/product/6c92FT/msi-mag-coreliquid-b-7873-cfm-liquid-cpu-cooler-mag-coreliquid-b240,,MSI,N/A,MAG CORELIQUID B240,500 - 2000 RPM,14.3 - 34.3 dB,Black,N/A,"AM2, AM2+, AM3, AM3+, AM4, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1366, LGA1700, LGA2011, LGA2011-3, LGA2066",Yes - 240 mm,No,8
MSI MAG CORELIQUID B,//cdna.pcpartpicker.com/static/forever/images/product/0d9334beedd2c262f4cfcfbec4a1f387.256p.jpg,https://pcpartpicker.com/product/WnPQzy/msi-mag-coreliquid-b-7873-cfm-liquid-cpu-cooler-mag-coreliquid-b120,,MSI,N/A,MAG CORELIQUID B120,500 - 2000 RPM,14.3 - 34.3 dB,Black,N/A,"AM2, AM2+, AM3, AM3+, AM4, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1366, LGA1700, LGA2011, LGA2011-3, LGA2066",Yes - 120 mm,No,8
SilentiumPC Fortis 5 ARGB,https://m.media-amazon.com/images/I/31wruv7Er8L.jpg,https://pcpartpicker.com/product/PcQcCJ/silentiumpc-fortis-5-argb-cpu-cooler-spc308,,SilentiumPC,Fortis 5 ARGB,SPC308,300 - 1400 RPM,N/A,Black / Silver,159 mm,"AM2, AM2+, AM3, AM3+, AM4, AM5, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700, LGA2011, LGA2011-3, LGA2066",No,No,9
Silverstone Hydrogon D120 ARGB,https://m.media-amazon.com/images/I/51+RI4aQV3L.jpg,https://pcpartpicker.com/product/KGBG3C/silverstone-hydrogon-d120-argb-5623-cfm-cpu-cooler-sst-hyd120w-argb,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ID-COOLING IS-67-XT,/static/forever/img/no-image.png,https://pcpartpicker.com/product/XTFmP6/id-cooling-is-67-xt-6758-cfm-cpu-cooler-is-67-xt-white,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ID-COOLING SE-903-SD V3,//cdna.pcpartpicker.com/static/forever/images/product/58f9ecc26f053f0652ce8e3859570b1b.256p.jpg,https://pcpartpicker.com/product/s4QKHx/id-cooling-se-903-sd-v3-3744-cfm-cpu-cooler-se-903-sd-v3,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Alphacool Eisbaer 280,//cdna.pcpartpicker.com/static/forever/images/product/61c680a16f60bc39f90a138b890021de.256p.jpg,https://pcpartpicker.com/product/jBCD4D/alphacool-eisbaer-280-6231-cfm-liquid-cpu-cooler-11287,$128.10 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Iceberg Thermal IceSLEET G4 Midnight Limited Edition,//cdna.pcpartpicker.com/static/forever/images/product/3c7890f5089afeace60a9a68d6b2376f.256p.jpg,https://pcpartpicker.com/product/tLjBD3/iceberg-thermal-icesleet-g4-midnight-limited-edition-585-cfm-cpu-cooler-icesleetg4md-bbb-00a,$29.99 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Alpenföhn Dolomit Advanced,//cdna.pcpartpicker.com/static/forever/images/product/a7e6b0ce1e7d5eeb3739c05e26fb6374.256p.jpg,https://pcpartpicker.com/product/sV3NnQ/alpenfohn-dolomit-advanced-545-cfm-cpu-cooler-84000000184,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CRYORIG R1 Ultimate,//cdna.pcpartpicker.com/static/forever/images/product/0813d0f779beeb25bcebaa55afc1e27a.256p.jpg,https://pcpartpicker.com/product/xFw323/cryorig-r1-ultimate-76-cfm-cpu-cooler-cr-r1a,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Enermax ETS-T50 AXE (Black),//cdna.pcpartpicker.com/static/forever/images/product/8bb56073159994057df8989670b6f7d2.256p.jpg,https://pcpartpicker.com/product/JgCrxr/enermax-ets-t50-axe-black-6232-cfm-cpu-cooler-ets-t50a-bvt,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SilentiumPC Navis RGB 240,https://images-eu.ssl-images-amazon.com/images/I/41ViLiI9zoL.jpg,https://pcpartpicker.com/product/hs97YJ/silentiumpc-navis-rgb-240-liquid-cpu-cooler-spc219,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Asus ROG Strix LC 240,//cdna.pcpartpicker.com/static/forever/images/product/1e598317057912fa7cbc429221a41026.256p.jpg,https://pcpartpicker.com/product/ZFgQzy/asus-rog-strix-lc-240-8095-cfm-liquid-cpu-cooler-rog-strix-lc-240,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Thermalright Assassin King 120,https://m.media-amazon.com/images/I/41Q61+mnqXL.jpg,https://pcpartpicker.com/product/XLwypg/thermalright-assassin-king-120-6617-cfm-cpu-cooler-ak120-black,,Thermalright,Assassin King 120,"AK120 BLACK, 43200000",1500 RPM,25.6 dB,Black / Silver,154 mm,"AM4, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700, LGA2011, LGA2011-3, LGA2066",No,No,10
MSI MAG CORELIQUID P280,//cdna.pcpartpicker.com/static/forever/images/product/1a82dcd243a65c4f941b64bf66e2217d.256p.jpg,https://pcpartpicker.com/product/Xkstt6/msi-mag-coreliquid-p280-8436-cfm-liquid-cpu-cooler-mag-coreliquid-p280,,MSI,N/A,MAG CORELIQUID P280,500 - 1800 RPM,14.8 - 33.28 dB,Black,N/A,"AM2, AM2+, AM3, AM3+, AM4, AM5, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1366, LGA1700, LGA2011, LGA2011-3, LGA2066",Yes - 280 mm,No,8
ID-COOLING SE-802-SD V3,//cdna.pcpartpicker.com/static/forever/images/product/ebec1457f991b91763d6accacab10072.256p.jpg,https://pcpartpicker.com/product/DgcgXL/id-cooling-se-802-sd-v3-287-cfm-cpu-cooler-se-802-sd-v3,,ID-COOLING,N/A,SE-802-SD V3,2200 RPM,23.3 dB,Black / Silver,116 mm,"AM4, AM5, LGA1150, LGA1151, LGA1155, LGA1156, LGA1200, LGA1700",No,No,9
