Name,Image URL,Product URL,Price,Manufacturer,Part #,Capacity,Price / GB,Type,Cache,Form Factor,Interface,NVME,,
Crucial P5 Plus W/Heatsink,//cdna.pcpartpicker.com/static/forever/images/product/9aba4f8bf48845a2d4b3385c0a588c71.256p.jpg,https://pcpartpicker.com/product/XzZXsY/crucial-p5-plus-wheatsink-1-tb-m2-2280-pcie-40-x4-nvme-solid-state-drive-ct1000p5pssd5,$93.99 ,"
Crucial
",CT1000P5PSSD5,"
1 TB
","
$0.094
","
SSD
",N/A,"
M.2-2280
","
M.2 PCIe 4.0 X4
",No,,
Seagate BarraCuda Pro Compute,//cdna.pcpartpicker.com/static/forever/images/product/96f7f76c1bdf9af3d3532ca78278f4c5.256p.jpg,https://pcpartpicker.com/product/TDkj4D/seagate-barracuda-pro-compute-1tb-25-7200rpm-internal-hard-drive-st1000lm049,$63.99 ,"
Seagate
",ST1000LM049,"
1 TB
","
$0.064
","
7200 RPM
","
128 MB
","
2.5",,,,
Western Digital Black SN750,https://m.media-amazon.com/images/I/31iFhm8PS1S.jpg,https://pcpartpicker.com/product/tPpzK8/western-digital-black-sn750-4-tb-m2-2280-nvme-solid-state-drive-wds400t3x0c,$646.48 ,"
Western Digital
",WDS400T3X0C,"
4 TB
","
$0.162
","
SSD
",N/A,"
M.2-2280
","
M.2 PCIe 3.0 X4
",No,,
KingSpec NX-2280,https://m.media-amazon.com/images/I/410EpLy+96L.jpg,https://pcpartpicker.com/product/WCTp99/kingspec-nx-2280-1-tb-m2-2280-pcie-30-x4-nvme-solid-state-drive-nx-2280-1tb,,"
KingSpec
","NX-2280-1TB, NX-1TB-2280","
1 TB
",N/A,"
SSD
",N/A,"
M.2-2280
","
M.2 PCIe 3.0 X4
",No,,
Seagate Barracuda Compute,https://m.media-amazon.com/images/I/41V7Idv87eL.jpg,https://pcpartpicker.com/product/tmTPxr/seagate-barracuda-compute-4-tb-35-7200rpm-internal-hard-drive-st4000dmz04,$84.99 ,"
Seagate
",ST4000DMZ04,"
4 TB
","
$0.021
","
5400 RPM
","
256 MB
","
3.5",,,,
Kingston A2000,//cdna.pcpartpicker.com/static/forever/images/product/d2597c6af85efa2da718727f545317eb.256p.jpg,https://pcpartpicker.com/product/RykgXL/kingston-a2000-500-gb-m2-2280-nvme-solid-state-drive-sa2000m8500g,,"
Kingston
",SA2000M8/500G,"
500 GB
",N/A,"
SSD
",N/A,"
M.2-2280
","
M.2 PCIe 3.0 X4
",No,,
VisionTek 901414,//cdna.pcpartpicker.com/static/forever/images/product/8e3fd9773a9de0c1680546d519279aca.256p.jpg,https://pcpartpicker.com/product/Prnypg/visiontek-901414-8-tb-25-solid-state-drive-901414,"$1,566.20 ","
VisionTek
",901414,"
8 TB
","
$0.196
","
SSD
",N/A,"
2.5",,,,
Western Digital Red Plus,//cdna.pcpartpicker.com/static/forever/images/product/a8bef7231cdca13bafc94110fb245e70.256p.jpg,https://pcpartpicker.com/product/K2KKHx/western-digital-red-plus-6-tb-35-5400-rpm-internal-hard-drive-wd60efpx,$127.61 ,"
Western Digital
",WD60EFPX,"
6 TB
","
$0.021
","
5400 RPM
","
256 MB
","
3.5",,,,
Silicon Power P34A60,//cdna.pcpartpicker.com/static/forever/images/product/229130faab065e7908c58fd694f78e1a.256p.jpg,https://pcpartpicker.com/product/RrGnTW/silicon-power-p34a60-256-gb-m2-2280-nvme-solid-state-drive-sp256gbp34a60m28,$27.99 ,"
Silicon Power
",SP256GBP34A60M28,"
256 GB
","
$0.109
","
SSD
",N/A,"
M.2-2280
","
M.2 PCIe 3.0 X4
",No,,
TEAMGROUP T-Force Vulcan Z,//cdna.pcpartpicker.com/static/forever/images/product/a2ad2ba663ba4c1e25903dddd6dbbee7.256p.jpg,https://pcpartpicker.com/product/KMstt6/teamgroup-t-force-vulcan-z-256-gb-25-solid-state-drive-t253tz256g0c101,$20.99 ,"
TEAMGROUP
",T253TZ256G0C101,"
256 GB
","
$0.082
","
SSD
",N/A,"
2.5",,,,
Western Digital Gold,//cdna.pcpartpicker.com/static/forever/images/product/213aa25a6480e72c40c2b6c44c4aa588.256p.jpg,https://pcpartpicker.com/product/62pzK8/western-digital-gold-22-tb-35-7200-rpm-internal-hard-drive-wd221kryz,$459.99 ,"
Western Digital
",WD221KRYZ,"
22 TB
","
$0.021
","
7200 RPM
","
512 MB
","
3.5",,,,
ADATA Legend 960,https://m.media-amazon.com/images/I/314wBvwCrlL.jpg,https://pcpartpicker.com/product/3CjBD3/adata-legend-960-2-tb-m2-2280-pcie-40-x4-nvme-solid-state-drive-aleg-960-2tcs,$163.80 ,"
ADATA
",ALEG-960-2TCS,"
2 TB
","
$0.082
","
SSD
",N/A,"
M.2-2280
","
M.2 PCIe 4.0 X4
",No,,
KingSpec XG7000,/static/forever/img/no-image.png,https://pcpartpicker.com/product/w2BzK8/kingspec-xg7000-1-tb-m2-2280-pcie-40-x4-nvme-solid-state-drive-xg-7000-1tb,,"
KingSpec
",XG 7000-1TB,"
1 TB
",N/A,"
SSD
",N/A,"
M.2-2280
","
M.2 PCIe 4.0 X4
",No,,
Solidigm P44 Pro,//cdna.pcpartpicker.com/static/forever/images/product/5037ff09e85d7c9b07a915cc4b7343e3.256p.jpg,https://pcpartpicker.com/product/hf3gXL/solidigm-p44-pro-512-gb-m2-2280-pcie-40-x4-nvme-solid-state-drive-ssdpfkkw512h7x1,$67.95 ,"
Solidigm
",SSDPFKKW512H7X1,"
512 GB
","
$0.133
","
SSD
",N/A,"
M.2-2280
","
M.2 PCIe 4.0 X4
",No,,
Samsung 960 Evo,//cdna.pcpartpicker.com/static/forever/images/product/a1607c19818f4ace2cb342e1fbac5f1f.256p.jpg,https://pcpartpicker.com/product/Ykbkcf/samsung-960-evo-500gb-m2-2280-solid-state-drive-mz-v6e500,$109.99 ,"
Samsung
","MZ-V6E500, MZ-V6E500BW","
500 GB
","
$0.220
","
SSD
","
512 MB
","
M.2-2280
","
M.2 PCIe 3.0 X4
",No,,
Toshiba MG10 512e,//cdna.pcpartpicker.com/static/forever/images/product/8fd6ba7c7c42c8786526bc5a6d95da8e.256p.jpg,https://pcpartpicker.com/product/JkJp99/toshiba-mg10-512e-20-tb-35-7200-rpm-internal-hard-drive-mg10aca20te,$339.00 ,"
Toshiba
",MG10ACA20TE,"
20 TB
","
$0.017
","
7200 RPM
","
512 MB
","
3.5",,,,
Western Digital WD Blue,//cdna.pcpartpicker.com/static/forever/images/product/423a5bf43f8b39ad629d0aa0d30a8c00.256p.jpg,https://pcpartpicker.com/product/RddG3C/western-digital-wd-blue-1-tb-35-5400-rpm-internal-hard-drive-wd10earz,,"
Western Digital
",WD10EARZ,"
1 TB
",N/A,"
5400 RPM
","
64 MB
","
3.5",,,,
Intel DC P3608,https://images-na.ssl-images-amazon.com/images/I/416H4YJElJL.jpg,https://pcpartpicker.com/product/jHzZxr/intel-internal-hard-drive-ssdpecme040t401,,"
Intel
",SSDPECME040T401,"
4 TB
",N/A,"
SSD
",N/A,"
PCIe
","
PCIe x8
",No,,
Hitachi Ultrastar He8,/static/forever/img/no-image.png,https://pcpartpicker.com/product/c7KKHx/hitachi-ultrastar-he8-8-tb-35-7200rpm-internal-hard-drive-huh728080aln604,"$1,087.00 ","
Hitachi
",HUH728080ALN604,"
8 TB
","
$0.136
","
7200 RPM
","
128 MB
","
3.5",,,,
Seagate FireCuda,//cdna.pcpartpicker.com/static/forever/images/product/74d3467136c7d6d24b6dab09b903290f.256p.jpg,https://pcpartpicker.com/product/NpBrxr/seagate-firecuda-2tb-35-7200rpm-hybrid-internal-hard-drive-st2000dx002,$149.00 ,"
Seagate
",ST2000DX002,"
2 TB
","
$0.074
","
Hybrid
","
64 MB
","
3.5",,,,
Corsair MP600 Force Series Gen4,//cdna.pcpartpicker.com/static/forever/images/product/f84a7ecafc7e7fb85c25a1c6414f5097.256p.jpg,https://pcpartpicker.com/product/gCJmP6/corsair-mp600-force-series-gen4-1-tb-m2-2280-solid-state-drive-cssd-f1000gbmp600,$208.70 ,"
Corsair
",CSSD-F1000GBMP600,"
1 TB
","
$0.209
","
SSD
",N/A,"
M.2-2280
","
M.2 PCIe 3.0 X4
",No,,
Intel DC P3600,//cdna.pcpartpicker.com/static/forever/images/product/d087ed238ee45eac6074beb6d65c8ac8.256p.jpg,https://pcpartpicker.com/product/MxFXsY/intel-dc-p3600-800-gb-pci-e-nvme-solid-state-drive-ssdpedme800g401,"$1,850.00 ","
Intel
",SSDPEDME800G401,"
800 GB
","
$2.312
","
SSD
",N/A,"
PCIe
","
PCIe x4
",No,,
Samsung 970 Evo,//cdna.pcpartpicker.com/static/forever/images/product/09a31f32abb3daaf5ed9b849bd60e675.256p.jpg,https://pcpartpicker.com/product/dkHRsY/samsung-970-evo-250gb-m2-2280-solid-state-drive-mz-v7e250bw,$99.99 ,"
Samsung
",MZ-V7E250BW,"
250 GB
","
$0.400
","
SSD
","
512 MB
","
M.2-2280
","
M.2 PCIe 3.0 X4
",No,,
Seagate Surveillance HDD,//cdna.pcpartpicker.com/static/forever/images/product/34bc14397597ba5761022af2ee05cd12.256p.jpg,https://pcpartpicker.com/product/wjZ2FT/seagate-surveillance-hdd-8tb-35-7200rpm-internal-hard-drive-st8000vx0002,$307.37 ,"
Seagate
",ST8000VX0002,"
8 TB
","
$0.038
","
7200 RPM
","
256 MB
","
3.5",,,,
Gigabyte AORUS,https://m.media-amazon.com/images/I/41iLa5DOH-L.jpg,https://pcpartpicker.com/product/VgjNnQ/gigabyte-8-tb-pci-e-nvme-solid-state-drive-gp-asacne6800tttda,,"
Gigabyte
",GP-ASACNE6800TTTDA,"
8 TB
",N/A,"
SSD
",N/A,"
PCIe
","
PCIe x16
",No,,
ADATA LEGEND 850 LITE,https://m.media-amazon.com/images/I/31-mmDK5YJL.jpg,https://pcpartpicker.com/product/MQ7scf/adata-legend-850-lite-2-tb-m2-2280-pcie-40-x4-nvme-solid-state-drive-aleg-850l-2000gcs,$112.99 ,"
ADATA
",ALEG-850L-2000GCS,"
2 TB
","
$0.056
","
SSD
",N/A,"
M.2-2280
","
M.2 PCIe 4.0 X4
",No,,
Gigabyte AORUS Gen4,//cdna.pcpartpicker.com/static/forever/images/product/d59265eb1c1a742d7b7510e8259924db.256p.jpg,https://pcpartpicker.com/product/N8n8TW/gigabyte-aorus-gen4-1-tb-m2-2280-nvme-solid-state-drive-gp-ag41tb,$169.00 ,"
Gigabyte
",GP-AG41TB,"
1 TB
","
$0.169
","
SSD
","
2048 MB
","
M.2-2280
","
M.2 PCIe 4.0 X4
",No,,
Seagate Exos X18,//cdna.pcpartpicker.com/static/forever/images/product/17826badb30b589cf4071fb3b2ef2f69.256p.jpg,https://pcpartpicker.com/product/VGxRsY/seagate-exos-enterprise-x18-16-tb-35-7200rpm-internal-hard-drive-st16000nm000j,$284.99 ,"
Seagate
",ST16000NM000J,"
16 TB
","
$0.018
","
7200 RPM
","
256 MB
","
3.5",,,,
AGI AI198,https://m.media-amazon.com/images/I/41GB-uFsUvL.jpg,https://pcpartpicker.com/product/82DQzy/agi-ai198-512-gb-m2-2280-pcie-30-x4-nvme-solid-state-drive-agi512g16ai198,$44.00 ,"
AGI
",AGI512G16AI198,"
512 GB
","
$0.086
","
SSD
",N/A,"
M.2-2280
","
M.2 PCIe 3.0 X4
",No,,
Crucial T700 W/Heatsink,//cdna.pcpartpicker.com/static/forever/images/product/aeb312f0e26355b4840393bd66b512cb.256p.jpg,https://pcpartpicker.com/product/9xsV3C/crucial-t700-wheatsink-1-tb-m2-2280-pcie-50-x4-nvme-solid-state-drive-ct1000t700ssd5,$164.99 ,"
Crucial
",CT1000T700SSD5,"
1 TB
","
$0.165
","
SSD
",N/A,"
M.2-2280
","
M.2 PCIe 5.0 X4
",No,,
Western Digital Blue,//cdna.pcpartpicker.com/static/forever/images/product/de757446324f203480fef2325a9083fc.256p.jpg,https://pcpartpicker.com/product/Jd8j4D/western-digital-blue-2-tb-35-5400rpm-internal-hard-drive-wd20ezaz,$84.99 ,"
Western Digital
",WD20EZAZ,"
2 TB
","
$0.042
","
5400 RPM
","
256 MB
","
3.5",,,,
Toshiba DT01ACA200,//cdna.pcpartpicker.com/static/forever/images/product/0e5b51f8c3260bb7e8841b5d1d0281f1.256p.jpg,https://pcpartpicker.com/product/fpCwrH/toshiba-internal-hard-drive-dt01aca200,,"
Toshiba
",DT01ACA200,"
2 TB
",N/A,"
7200 RPM
","
64 MB
","
3.5",,,,
Seagate BarraCuda,//cdna.pcpartpicker.com/static/forever/images/product/20374c84bea19a326858257ed50f7541.256p.jpg,https://pcpartpicker.com/product/ByL48d/seagate-barracuda-6tb-35-5400rpm-internal-hard-drive-st6000dm003,$133.71 ,"
Seagate
",ST6000DM003,"
6 TB
","
$0.022
","
5400 RPM
","
256 MB
","
3.5",,,,
Silicon Power XS70,//cdna.pcpartpicker.com/static/forever/images/product/b5c093326e7f16f0d34445e39316f0ea.256p.jpg,https://pcpartpicker.com/product/XLLFf7/silicon-power-xs70-1-tb-m2-2280-pcie-40-x4-nvme-solid-state-drive-sp01kgbp44xs7005,$89.99 ,"
Silicon Power
","SP01KGBP44XS7005, SU01KGBP44XS7005SN","
1 TB
","
$0.090
","
SSD
",N/A,"
M.2-2280
","
M.2 PCIe 4.0 X4
",No,,
Gigabyte GP-GSTFS31480GNTD,https://m.media-amazon.com/images/I/511HGBgFB3L.jpg,https://pcpartpicker.com/product/WvCFf7/gigabyte-480-gb-25-solid-state-drive-gp-gstfs31480gntd,$43.80 ,"
Gigabyte
",GP-GSTFS31480GNTD,"
480 GB
","
$0.091
","
SSD
",N/A,"
2.5",,,,
Seagate IronWolf NAS,//cdna.pcpartpicker.com/static/forever/images/product/b484ce2403f1f6061b0099f885a8d5b5.256p.jpg,https://pcpartpicker.com/product/wbsmP6/seagate-ironwolf-10-tb-35-7200rpm-internal-hard-drive-st10000vn0008,$223.11 ,"
Seagate
",ST10000VN0008,"
10 TB
","
$0.022
","
7200 RPM
","
256 MB
","
3.5",,,,
Seagate BarraCuda,//cdna.pcpartpicker.com/static/forever/images/product/e255c611031c1ba7bcc73e12679a1795.256p.jpg,https://pcpartpicker.com/product/bZH48d/seagate-barracuda-1tb-25-5400rpm-internal-hard-drive-st1000lm048,$63.99 ,"
Seagate
",ST1000LM048,"
1 TB
","
$0.064
","
5400 RPM
","
128 MB
","
2.5",,,,
Western Digital PC SN730,//cdna.pcpartpicker.com/static/forever/images/product/1824caea7b9aed1eb97c1f8dec46fc65.256p.jpg,https://pcpartpicker.com/product/byPQzy/western-digital-pc-sn730-512-gb-m2-2280-nvme-solid-state-drive-sdbpnty-512g,$39.00 ,"
Western Digital
",SDBPNTY-512G,"
512 GB
","
$0.076
","
SSD
",N/A,"
M.2-2280
","
M.2 PCIe 3.0 X4
",No,,
Intel 660p,//cdna.pcpartpicker.com/static/forever/images/product/a12a54dbeeddd999d000ee867831f64f.256p.jpg,https://pcpartpicker.com/product/K6Jtt6/intel-660p-1-tb-m2-2280-nvme-solid-state-drive-ssdpeknw010t801,$74.95 ,"
Intel
",SSDPEKNW010T801,"
1 TB
","
$0.075
","
SSD
",N/A,"
M.2-2280
","
M.2 PCIe 3.0 X4
",No,,
PNY CS2241,//cdna.pcpartpicker.com/static/forever/images/product/3fc0cebea011952b5ccdfcf28c99b221.256p.jpg,https://pcpartpicker.com/product/j99wrH/pny-cs2241-2-tb-m2-2280-pcie-40-x4-nvme-solid-state-drive-m280cs2241-2tb-cl,,"
PNY
","M280CS2241-2TB-CL, M280CS2241-2TB-RB","
2 TB
",N/A,"
SSD
",N/A,"
M.2-2280
","
M.2 PCIe 4.0 X4
",No,,
Western Digital Black SN850,//cdna.pcpartpicker.com/static/forever/images/product/d54938a88ad375113bb71ada129e2e8c.256p.jpg,https://pcpartpicker.com/product/6LGnTW/western-digital-black-sn850-2-tb-m2-2280-nvme-solid-state-drive-wds200t1x0e,$220.11 ,"
Western Digital
",WDS200T1X0E,"
2 TB
","
$0.110
","
SSD
",N/A,"
M.2-2280
","
M.2 PCIe 4.0 X4
",No,,
Seagate BarraCuda Q5,//cdna.pcpartpicker.com/static/forever/images/product/51e0086b0ecd66eddac5c85f55730baf.256p.jpg,https://pcpartpicker.com/product/xZ8bt6/seagate-barracuda-q5-2-tb-m2-2280-nvme-solid-state-drive-zp2000cv3a001,$123.00 ,"
Seagate
",ZP2000CV3A001,"
2 TB
","
$0.062
","
SSD
",N/A,"
M.2-2280
","
M.2 PCIe 3.0 X4
",No,,
Transcend 110S,//cdna.pcpartpicker.com/static/forever/images/product/1c665be2ea838c3f2a218a6570523f32.256p.jpg,https://pcpartpicker.com/product/qfPgXL/transcend-110s-128-gb-m2-2280-nvme-solid-state-drive-ts128gmte110s,$24.99 ,"
Transcend
",TS128GMTE110S,"
128 GB
","
$0.195
","
SSD
",N/A,"
M.2-2280
","
M.2 PCIe 3.0 X4
",No,,
Lexar NQ790,https://m.media-amazon.com/images/I/41UpHVSpAQL.jpg,https://pcpartpicker.com/product/Y8yH99/lexar-nq790-1-tb-m2-2280-pcie-40-x4-nvme-solid-state-drive-lnq790x001t-rnnnu,,"
Lexar
","LNQ790X001T-RNNNU, LNQ790X001T-RNNNG","
1 TB
",N/A,"
SSD
",N/A,"
M.2-2280
","
M.2 PCIe 4.0 X4
",No,,
Patriot Burst Elite,//cdna.pcpartpicker.com/static/forever/images/product/c8b9586f4bbf97f3edfff66e340a4322.256p.jpg,https://pcpartpicker.com/product/NshFf7/patriot-burst-elite-240-gb-25-solid-state-drive-pbe240gs25ssdr,$17.98 ,"
Patriot
",PBE240GS25SSDR,"
240 GB
","
$0.075
","
SSD
",N/A,"
2.5",,,,
Corsair MP600 PRO LPX,//cdna.pcpartpicker.com/static/forever/images/product/683558d76ff8c4a769635cf305fc9c4c.256p.jpg,https://pcpartpicker.com/product/cXHqqs/corsair-mp600-pro-lpx-2-tb-m2-2280-pcie-40-x4-nvme-solid-state-drive-cssd-f2000gbmp600plpw,$164.99 ,"
Corsair
",CSSD-F2000GBMP600PLPW,"
2 TB
","
$0.082
","
SSD
",N/A,"
M.2-2280
","
M.2 PCIe 4.0 X4
",No,,
Crucial P5,//cdna.pcpartpicker.com/static/forever/images/product/0054b5551c98eef2dfe7776fbd3ea95a.256p.jpg,https://pcpartpicker.com/product/yTTzK8/crucial-p5-1-tb-m2-2280-nvme-solid-state-drive-ct1000p5ssd8,$119.99 ,"
Crucial
",CT1000P5SSD8,"
1 TB
","
$0.120
","
SSD
",N/A,"
M.2-2280
","
M.2 PCIe 3.0 X4
",No,,
Patriot Viper VP4300 Lite,//cdna.pcpartpicker.com/static/forever/images/product/a58cd7d7131c4300bec4e65636fbe663.256p.jpg,https://pcpartpicker.com/product/zPQKHx/patriot-viper-vp4300-lite-1-tb-m2-2280-pcie-40-x4-nvme-solid-state-drive-vp4300l1tbm28h,$66.98 ,"
Patriot
",VP4300L1TBM28H,"
1 TB
","
$0.067
","
SSD
",N/A,"
M.2-2280
","
M.2 PCIe 4.0 X4
",No,,
Western Digital Red Pro,//cdna.pcpartpicker.com/static/forever/images/product/798f56a8fbe536259b3dfdb2d6eafef7.256p.jpg,https://pcpartpicker.com/product/3RjNnQ/western-digital-red-pro-16-tb-35-7200rpm-internal-hard-drive-wd161kfgx,$303.99 ,"
Western Digital
",WD161KFGX,"
16 TB
","
$0.019
","
7200 RPM
","
256 MB
","
3.5",,,,
Samsung 850 Pro,//cdna.pcpartpicker.com/static/forever/images/product/2275d7335b3784eed93977ab579b6e5d.256p.jpg,https://pcpartpicker.com/product/JMPfrH/samsung-internal-hard-drive-mz7ke256bw,$155.00 ,"
Samsung
",MZ-7KE256BW,"
256 GB
","
$0.605
","
SSD
",N/A,"
2.5",,,,
ADATA LEGEND 850 LITE,https://m.media-amazon.com/images/I/31-mmDK5YJL.jpg,https://pcpartpicker.com/product/GYJp99/adata-legend-850-lite-1-tb-m2-2280-pcie-40-x4-nvme-solid-state-drive-aleg-850l-1000gcs,$68.98 ,"
ADATA
",ALEG-850L-1000GCS,"
1 TB
","
$0.069
","
SSD
",N/A,"
M.2-2280
","
M.2 PCIe 4.0 X4
",No,,
Crucial T705 W/Heatsink,//cdna.pcpartpicker.com/static/forever/images/product/fd667dea54784b7840a47ef082c915dd.256p.jpg,https://pcpartpicker.com/product/j3n9TW/crucial-t705-wheatsink-1-tb-m2-2280-pcie-50-x4-nvme-solid-state-drive-ct1000t705ssd5,$194.99 ,"
Crucial
",CT1000T705SSD5,"
1 TB
","
$0.195
","
SSD
",N/A,"
M.2-2280
","
M.2 PCIe 5.0 X4
",No,,
TEAMGROUP T-Create Classic DL,https://m.media-amazon.com/images/I/31y4Xvbrk1L.jpg,https://pcpartpicker.com/product/FPzXsY/teamgroup-t-create-classic-dl-1-tb-m2-2280-pcie-40-x4-nvme-solid-state-drive-tm8fpm001t0c329,$68.98 ,"
TEAMGROUP
",TM8FPM001T0C329,"
1 TB
","
$0.069
","
SSD
",N/A,"
M.2-2280
","
M.2 PCIe 4.0 X4
",No,,
Inland TN450,https://m.media-amazon.com/images/I/41J40LIVb3L.jpg,https://pcpartpicker.com/product/jnjRsY/inland-tn450-500-gb-m2-2280-pcie-40-x4-nvme-solid-state-drive-500gb-tn450,$46.99 ,"
Inland
",500GB TN450,"
500 GB
","
$0.094
","
SSD
",N/A,"
M.2-2280
","
M.2 PCIe 4.0 X4
",No,,
KIOXIA EXCERIA,//cdna.pcpartpicker.com/static/forever/images/product/3d7e87b3dee58a7896f02108d5be325e.256p.jpg,https://pcpartpicker.com/product/ZJrRsY/kioxia-exceria-500-gb-m2-2280-nvme-solid-state-drive-lrc10z500gg8,$89.50 ,"
KIOXIA
",LRC10Z500GG8,"
500 GB
","
$0.179
","
SSD
",N/A,"
M.2-2280
","
M.2 PCIe 3.0 X4
",No,,
Inland Professional,https://m.media-amazon.com/images/I/41afSWhLYWL.jpg,https://pcpartpicker.com/product/ZY97YJ/inland-professional-120-gb-25-solid-state-drive-349381,$20.99 ,"
Inland
",349381,"
120 GB
","
$0.175
","
SSD
",N/A,"
2.5",,,,
Inland Performance Plus,https://m.media-amazon.com/images/I/41aJUJzD5zL.jpg,https://pcpartpicker.com/product/skQcCJ/inland-performance-plus-4-tb-m2-2280-nvme-solid-state-drive-386813,$281.99 ,"
Inland
",386813,"
4 TB
","
$0.070
","
SSD
",N/A,"
M.2-2280
","
M.2 PCIe 4.0 X4
",No,,
Seagate FireCuda 530,//cdna.pcpartpicker.com/static/forever/images/product/45bb5064d2cbc808e4be407cab78f026.256p.jpg,https://pcpartpicker.com/product/CVmmP6/seagate-firecuda-530-4-tb-m2-2280-nvme-solid-state-drive-zp4000gm3a013,$827.00 ,"
Seagate
","ZP4000GM3A013, ZP4000GM30013","
4 TB
","
$0.207
","
SSD
",N/A,"
M.2-2280
","
M.2 PCIe 4.0 X4
",No,,
Sabrent Rocket Q,https://m.media-amazon.com/images/I/41QD7-KX5oL.jpg,https://pcpartpicker.com/product/MTFKHx/sabrent-rocket-q-2-tb-m2-2280-nvme-solid-state-drive-sb-rktq-2tb,,"
Sabrent
",SB-RKTQ-2TB,"
2 TB
",N/A,"
SSD
",N/A,"
M.2-2280
","
M.2 PCIe 3.0 X4
",No,,
Kingston Fury Renegade,//cdna.pcpartpicker.com/static/forever/images/product/4a39091cc852e56b16b02febdadeb3a7.256p.jpg,https://pcpartpicker.com/product/Kdt9TW/kingston-fury-renegade-500-gb-m2-2280-nvme-solid-state-drive-sfyrs500g,$78.48 ,"
Kingston
",SFYRS/500G,"
500 GB
","
$0.157
","
SSD
",N/A,"
M.2-2280
","
M.2 PCIe 4.0 X4
",No,,
Western Digital Caviar Green,https://images-na.ssl-images-amazon.com/images/I/51rpntPX04L.jpg,https://pcpartpicker.com/product/xQ4gXL/western-digital-internal-hard-drive-wd10ezrx,$52.99 ,"
Western Digital
",WD10EZRX,"
1 TB
","
$0.053
","
5400 RPM
","
64 MB
","
3.5",,,,
Western Digital Blue,//cdna.pcpartpicker.com/static/forever/images/product/a3b09866e3716566572bf9a13792cc85.256p.jpg,https://pcpartpicker.com/product/NhgzK8/western-digital-blue-250gb-25-solid-state-drive-wds250g2b0a,$49.99 ,"
Western Digital
",WDS250G2B0A,"
250 GB
","
$0.200
","
SSD
",N/A,"
2.5",,,,
Western Digital Blue,//cdna.pcpartpicker.com/static/forever/images/product/a3b09866e3716566572bf9a13792cc85.256p.jpg,https://pcpartpicker.com/product/Mtprxr/western-digital-0-25-2000000rpm-internal-hard-drive-wds200t2b0a,$184.44 ,"
Western Digital
",WDS200T2B0A,"
2 TB
","
$0.092
","
SSD
",N/A,"
2.5",,,,
Sabrent Rocket 4.0,https://m.media-amazon.com/images/I/41RJR3zG3sL.jpg,https://pcpartpicker.com/product/nXH8TW/sabrent-rocket-40-2-tb-m2-2280-solid-state-drive-sb-rocket-nvme4-2tb,,"
Sabrent
",SB-ROCKET-NVMe4-2TB,"
2 TB
",N/A,"
SSD
",N/A,"
M.2-2280
","
M.2 PCIe 4.0 X4
",No,,
Western Digital Black AN1500,//cdna.pcpartpicker.com/static/forever/images/product/f29dc4b4c1bc8551521c70ee9e19fc83.256p.jpg,https://pcpartpicker.com/product/j9VG3C/western-digital-black-an1500-2-tb-pcie-nvme-solid-state-drive-wds200t1x0l,$200.00 ,"
Western Digital
","WDS200T1X0L, WDS200T1X0L-00AUJ0","
2 TB
","
$0.100
","
SSD
",N/A,"
PCIe
","
PCIe x8
",No,,
Western Digital Red Plus,//cdna.pcpartpicker.com/static/forever/images/product/f29cc1dc50f8e71e20321969ea1f8713.256p.jpg,https://pcpartpicker.com/product/hsYmP6/western-digital-wd-red-plus-8-tb-35-7200rpm-internal-hard-drive-wd80efbx,$219.99 ,"
Western Digital
",WD80EFBX,"
8 TB
","
$0.027
","
7200 RPM
","
256 MB
","
3.5",,,,
TEAMGROUP GX2,//cdna.pcpartpicker.com/static/forever/images/product/fc946a08ad1c7ca221e67970f5b883a0.256p.jpg,https://pcpartpicker.com/product/NzBTwP/team-gx2-1-tb-25-solid-state-drive-t253x2001t0c101,$61.99 ,"
TEAMGROUP
",T253X2001T0C101,"
1 TB
","
$0.062
","
SSD
",N/A,"
2.5",,,,
ADATA LEGEND 700,//cdna.pcpartpicker.com/static/forever/images/product/d0af3e3d404b37c61ad0ef3a6720c869.256p.jpg,https://pcpartpicker.com/product/yjt9TW/adata-legend-700-1-tb-m2-2280-pcie-30-x4-nvme-solid-state-drive-aleg-700-1tcs,$101.91 ,"
ADATA
",ALEG-700-1TCS,"
1 TB
","
$0.102
","
SSD
",N/A,"
M.2-2280
","
M.2 PCIe 3.0 X4
",No,,
PNY CS900,//cdna.pcpartpicker.com/static/forever/images/product/d96e657bb13be83de3a2998e883352e8.256p.jpg,https://pcpartpicker.com/product/v6Dkcf/pny-cs900-250-gb-25-solid-state-drive-ssd7cs900-250-rb,$29.70 ,"
PNY
",SSD7CS900-250-RB,"
250 GB
","
$0.119
","
SSD
",N/A,"
2.5",,,,
KIOXIA EXCERIA PRO,//cdna.pcpartpicker.com/static/forever/images/product/ca89917e8f088c3ababd47c0a1e2c5f3.256p.jpg,https://pcpartpicker.com/product/7GC48d/kioxia-exceria-pro-2-tb-m2-2280-nvme-solid-state-drive-lse10z002tg8,$259.33 ,"
KIOXIA
",LSE10Z002TG8,"
2 TB
","
$0.130
","
SSD
",N/A,"
M.2-2280
","
M.2 PCIe 4.0 X4
",No,,
