Name,Image URL,Product URL,Price,Manufacturer,Part #,Capacity,Price / GB,Type,Cache,Form Factor,Interface,NVME,,
Hitachi Ultrastar He8,//cdna.pcpartpicker.com/static/forever/images/product/88c99475348789ad728cd928d59aef28.256p.jpg,https://pcpartpicker.com/product/vgBTwP/hitachi-hgst-ultrastar-he8-8tb-35-7200rpm-internal-hard-drive-0f23662,,"
Hitachi
",0F23662,"
8 TB
",N/A,"
7200 RPM
","
128 MB
","
3.5",,,,
Hitachi 0F27406,https://m.media-amazon.com/images/I/41IJ85ItlpL.jpg,https://pcpartpicker.com/product/qDZFf7/hitachi-8tb-35-7200rpm-internal-hard-drive-0f27406,$229.00 ,"
Hitachi
",0F27406,"
8 TB
","
$0.029
","
7200 RPM
","
256 MB
","
3.5",,,,
Avexir S100,//cdna.pcpartpicker.com/static/forever/images/product/9dfab5e810cd5702ae424e72013ff8dc.256p.jpg,https://pcpartpicker.com/product/B8QG3C/avexir-s100-120gb-25-solid-state-drive-avssds100z1-120gb,,"
Avexir
",AVSSDS100Z1-120GB,"
120 GB
",N/A,"
SSD
",N/A,"
2.5",,,,
Avexir S100,//cdna.pcpartpicker.com/static/forever/images/product/9dfab5e810cd5702ae424e72013ff8dc.256p.jpg,https://pcpartpicker.com/product/Zsprxr/avexir-s100-480gb-25-solid-state-drive-avssds100z1-480gb,,"
Avexir
",AVSSDS100Z1-480GB,"
480 GB
",N/A,"
SSD
",N/A,"
2.5",,,,
Avexir S100,//cdna.pcpartpicker.com/static/forever/images/product/6ff9db29fb971d2b6903b4b1ffa2719e.256p.jpg,https://pcpartpicker.com/product/Y4prxr/avexir-s100-120gb-25-solid-state-drive-avssds100z2-120gb,,"
Avexir
",AVSSDS100Z2-120GB,"
120 GB
",N/A,"
SSD
",N/A,"
2.5",,,,
Avexir S100,//cdna.pcpartpicker.com/static/forever/images/product/6ff9db29fb971d2b6903b4b1ffa2719e.256p.jpg,https://pcpartpicker.com/product/46QG3C/avexir-s100-240gb-25-solid-state-drive-avssds100z2-240gb,,"
Avexir
",AVSSDS100Z2-240GB,"
240 GB
",N/A,"
SSD
",N/A,"
2.5",,,,
Avexir S100,//cdna.pcpartpicker.com/static/forever/images/product/037f5ca0b50e4fc69ca86d55a2f96707.256p.jpg,https://pcpartpicker.com/product/nZc48d/avexir-s100-120gb-25-solid-state-drive-avssds100z3-120gb,,"
Avexir
",AVSSDS100Z3-120GB,"
120 GB
",N/A,"
SSD
",N/A,"
2.5",,,,
Avexir S100,//cdna.pcpartpicker.com/static/forever/images/product/037f5ca0b50e4fc69ca86d55a2f96707.256p.jpg,https://pcpartpicker.com/product/NRVD4D/avexir-s100-240gb-25-solid-state-drive-avssds100z3-240gb,,"
Avexir
",AVSSDS100Z3-240GB,"
240 GB
",N/A,"
SSD
",N/A,"
2.5",,,,
Avexir S100,//cdna.pcpartpicker.com/static/forever/images/product/998edf9589f9fa5994aab9d39c19bb99.256p.jpg,https://pcpartpicker.com/product/MBqhP6/avexir-s100-240gb-25-solid-state-drive-avssds100z4-240gb,,"
Avexir
",AVSSDS100Z4-240GB,"
240 GB
",N/A,"
SSD
",N/A,"
2.5",,,,
Avexir S100,//cdna.pcpartpicker.com/static/forever/images/product/998edf9589f9fa5994aab9d39c19bb99.256p.jpg,https://pcpartpicker.com/product/w9CD4D/avexir-s100-480gb-25-solid-state-drive-avssds100z4-480gb,,"
Avexir
",AVSSDS100Z4-480GB,"
480 GB
",N/A,"
SSD
",N/A,"
2.5",,,,
Avexir S100,//cdna.pcpartpicker.com/static/forever/images/product/a2c4c57de2b6a54ff0b66ce0043e921f.256p.jpg,https://pcpartpicker.com/product/DDjJ7P/avexir-s100-120gb-25-solid-state-drive-avssds100z5-120gb,,"
Avexir
",AVSSDS100Z5-120GB,"
120 GB
",N/A,"
SSD
",N/A,"
2.5",,,,
Avexir S100,//cdna.pcpartpicker.com/static/forever/images/product/a2c4c57de2b6a54ff0b66ce0043e921f.256p.jpg,https://pcpartpicker.com/product/C3w7YJ/avexir-s100-240gb-25-solid-state-drive-avssds100z5-240gb,,"
Avexir
",AVSSDS100Z5-240GB,"
240 GB
",N/A,"
SSD
",N/A,"
2.5",,,,
Avexir S100,//cdna.pcpartpicker.com/static/forever/images/product/a2c4c57de2b6a54ff0b66ce0043e921f.256p.jpg,https://pcpartpicker.com/product/cWc48d/avexir-s100-480gb-25-solid-state-drive-avssds100z5-480gb,,"
Avexir
",AVSSDS100Z5-480GB,"
480 GB
",N/A,"
SSD
",N/A,"
2.5",,,,
Corsair Force LE,//cdna.pcpartpicker.com/static/forever/images/product/b61032f748b269f4c9c82d1c08161e75.256p.jpg,https://pcpartpicker.com/product/fJndnQ/corsair-force-le-120gb-25-solid-state-drive-cssd-f120gble200b,,"
Corsair
",CSSD-F120GBLE200B,"
120 GB
",N/A,"
SSD
",N/A,"
2.5",,,,
Intel 540 Series,//cdna.pcpartpicker.com/static/forever/images/product/b0fc18c9fe927bf49bb9b4f7bc59a298.256p.jpg,https://pcpartpicker.com/product/c6QG3C/intel-540-series-120gb-25-solid-state-drive-ssdsc2kw120h6x1948800,,"
Intel
",SSDSC2KW120H6X1948800,"
120 GB
",N/A,"
SSD
",N/A,"
2.5",,,,
Plextor M9Pe,//cdna.pcpartpicker.com/static/forever/images/product/dff844814702c8e17bd67567745da98a.256p.jpg,https://pcpartpicker.com/product/w3m323/plextor-m9pe-512gb-m2-2280-solid-state-drive-px-512m9peg,,"
Plextor
",PX-512M9PeG,"
512 GB
",N/A,"
SSD
",N/A,"
M.2-2280
","
M.2 PCIe 3.0 X4
",No,,
Plextor M9Pe,//cdna.pcpartpicker.com/static/forever/images/product/55e44a36b804c9ea9b0130703dc9c08f.256p.jpg,https://pcpartpicker.com/product/Dwkj4D/plextor-m9pe-256gb-m2-2280-solid-state-drive-px-256m9peg,,"
Plextor
",PX-256M9PeG,"
256 GB
",N/A,"
SSD
",N/A,"
M.2-2280
","
M.2 PCIe 3.0 X4
",No,,
Plextor M9Pe,//cdna.pcpartpicker.com/static/forever/images/product/1bf9487a6b9f5a26eb87d2a1cf01f31d.256p.jpg,https://pcpartpicker.com/product/ckgzK8/plextor-m9pe-1tb-m2-2280-solid-state-drive-px-1tm9pegn,,"
Plextor
",PX-1TM9PeGN,"
1 TB
",N/A,"
SSD
",N/A,"
M.2-2280
","
M.2 PCIe 3.0 X4
",No,,
KFA2 GAMER L,/static/forever/img/no-image.png,https://pcpartpicker.com/product/hytQzy/kfa2-gamer-l-120gb-25-solid-state-drive-tgaa1c4tetg32c2mbcybxn,,"
KFA2
",TGAA1C4TETG32C2MBCYBXN,"
120 GB
",N/A,"
SSD
",N/A,"
2.5",,,,
TEAMGROUP P30,//cdna.pcpartpicker.com/static/forever/images/product/ba18232fb888d4aafa5957254a5bbcf6.256p.jpg,https://pcpartpicker.com/product/Vmm323/team-p30-480gb-m2-2280-solid-state-drive-tm8fp2480g0c101,,"
TEAMGROUP
",TM8FP2480G0C101,"
480 GB
",N/A,"
SSD
",N/A,"
M.2-2280
","
M.2 PCIe 3.0 X4
",No,,
Hitachi 0F10942,https://m.media-amazon.com/images/I/51MF01xLBvL.jpg,https://pcpartpicker.com/product/FVL48d/hitachi-2tb-35-7200rpm-internal-hard-drive-0f10942,$125.00 ,"
Hitachi
",0F10942,"
2 TB
","
$0.062
","
7200 RPM
","
32 MB
","
3.5",,,,
TEAMGROUP T-Force Delta RGB,//cdna.pcpartpicker.com/static/forever/images/product/da3abb8b2dcd2e68dce78ea50c51a5ff.256p.jpg,https://pcpartpicker.com/product/CZrmP6/team-t-force-delta-rgb-1tb-25-solid-state-drive-t253tr001t3c413,,"
TEAMGROUP
",T253TR001T3C413,"
1 TB
",N/A,"
SSD
",N/A,"
2.5",,,,
Toshiba P300,//cdna.pcpartpicker.com/static/forever/images/product/a5b7496b0359cdb08e51833267ec2c24.256p.jpg,https://pcpartpicker.com/product/m2TPxr/toshiba-p300-3tb-35-7200rpm-internal-hard-drive-hdwd130ezsta,,"
Toshiba
",HDWD130EZSTA,"
3 TB
",N/A,"
7200 RPM
","
64 MB
","
3.5",,,,
VisionTek PRO,//cdna.pcpartpicker.com/static/forever/images/product/ce55658531b4d48394340c41e1415f2c.256p.jpg,https://pcpartpicker.com/product/rbyV3C/visiontek-pro-1tb-m2-2280-solid-state-drive-901187,$228.49 ,"
VisionTek
",901187,"
1 TB
","
$0.228
","
SSD
",N/A,"
M.2-2280
","
M.2 SATA
",No,,
VisionTek PRO,//cdna.pcpartpicker.com/static/forever/images/product/fac71270f935e7a2ae3aed291b06f22f.256p.jpg,https://pcpartpicker.com/product/pGdxFT/visiontek-pro-120gb-m2-2280-solid-state-drive-901184,,"
VisionTek
",901184,"
120 GB
",N/A,"
SSD
",N/A,"
M.2-2280
","
M.2 SATA
",No,,
VisionTek PRO,//cdna.pcpartpicker.com/static/forever/images/product/20e9f880e9d4fb446b94656f2ecd7a7b.256p.jpg,https://pcpartpicker.com/product/x6KcCJ/visiontek-pro-250gb-m2-2280-solid-state-drive-901185,,"
VisionTek
",901185,"
250 GB
",N/A,"
SSD
",N/A,"
M.2-2280
","
M.2 SATA
",No,,
TEAMGROUP L5 LITE,//cdna.pcpartpicker.com/static/forever/images/product/d4fb87f0226c7a415b1e44979ea9deb5.256p.jpg,https://pcpartpicker.com/product/8hBTwP/team-l5-lite-60gb-25-solid-state-drive-t2535t060g0c101,,"
TEAMGROUP
",T2535T060G0C101,"
60 GB
",N/A,"
SSD
",N/A,"
2.5",,,,
Toshiba RC100,//cdna.pcpartpicker.com/static/forever/images/product/055ca2b3e293d10ff2d87c4dceeba42b.256p.jpg,https://pcpartpicker.com/product/jpMwrH/toshiba-rc100-240gb-m2-2242-solid-state-drive-thn-rc10z2400g8,,"
Toshiba
",THN-RC10Z2400G8,"
240 GB
",N/A,"
SSD
",N/A,"
M.2-2242
","
M.2 PCIe 3.0 X2
",No,,
Drevo X1 Pro,https://m.media-amazon.com/images/I/41YRQIEBD-L.jpg,https://pcpartpicker.com/product/2tqhP6/drevo-x1-pro-1tb-25-solid-state-drive-x1p-1tb,,"
Drevo
",X1P-1TB,"
1 TB
",N/A,"
SSD
",N/A,"
2.5",,,,
ADATA XPG SX850,https://m.media-amazon.com/images/I/41yLdfEuWjL.jpg,https://pcpartpicker.com/product/hbQG3C/adata-xpg-sx850-256gb-25-solid-state-drive-ssd-sx850-256g,,"
ADATA
",SSD-SX850-256G,"
256 GB
",N/A,"
SSD
",N/A,"
2.5",,,,
MyDigitalSSD BPX Pro,https://images-eu.ssl-images-amazon.com/images/I/415SrM-fI4L.jpg,https://pcpartpicker.com/product/ZCXnTW/mydigitalssd-bpx-pro-192-tb-m2-2280-solid-state-drive-mdnvme80-bpxp-2t,,"
MyDigitalSSD
",MDNVME80-BPXP-2T,"
1.92 TB
",N/A,"
SSD
",N/A,"
M.2-2280
","
M.2 PCIe 3.0 X4
",No,,
MyDigitalSSD BPX Pro,https://m.media-amazon.com/images/I/41Aa7VyH9aL.jpg,https://pcpartpicker.com/product/43prxr/mydigitalssd-bpx-pro-480-gb-m2-2280-solid-state-drive-mdnvme80-bpxp-0512,,"
MyDigitalSSD
",MDNVME80-BPXP-0512,"
480 GB
",N/A,"
SSD
",N/A,"
M.2-2280
","
M.2 PCIe 3.0 X4
",No,,
Toshiba N300,//cdna.pcpartpicker.com/static/forever/images/product/17bebab5dab98b8ac1e15b0ea09836b6.256p.jpg,https://pcpartpicker.com/product/6dRzK8/toshiba-n300-8-tb-35-7200rpm-internal-hard-drive-hdwn180xzsta,,"
Toshiba
",HDWN180XZSTA,"
8 TB
",N/A,"
7200 RPM
","
128 MB
","
3.5",,,,
Seagate Enterprise Capacity,https://m.media-amazon.com/images/I/5159Ph4EbyL.jpg,https://pcpartpicker.com/product/GzQG3C/seagate-enterprise-capacity-2-tb-35-7200rpm-internal-hard-drive-st2000nm0105,,"
Seagate
",ST2000NM0105,"
2 TB
",N/A,"
7200 RPM
","
128 MB
","
3.5",,,,
Seagate Enterprise Capacity,https://m.media-amazon.com/images/I/41vzWc0wirL.jpg,https://pcpartpicker.com/product/HX8j4D/seagate-enterprise-capacity-6-tb-35-7200rpm-internal-hard-drive-st6000nm0095,,"
Seagate
",ST6000NM0095,"
6 TB
",N/A,"
7200 RPM
","
256 MB
","
3.5",,,,
Seagate Enterprise Capacity,//cdna.pcpartpicker.com/static/forever/images/product/a7920faa37daeb990a9c682c542466dd.256p.jpg,https://pcpartpicker.com/product/4Rc48d/seagate-enterprise-capacity-8-tb-35-7200rpm-internal-hard-drive-st8000nm0095,,"
Seagate
",ST8000NM0095,"
8 TB
",N/A,"
7200 RPM
","
256 MB
","
3.5",,,,
Western Digital RE,//cdna.pcpartpicker.com/static/forever/images/product/95904c1c82fab5a1f2a05e64ec000c75.256p.jpg,https://pcpartpicker.com/product/Y4zkcf/western-digital-wd-re-6-tb-35-7200rpm-internal-hard-drive-wd6001fsyz,$254.45 ,"
Western Digital
",WD6001FSYZ,"
6 TB
","
$0.042
","
7200 RPM
","
128 MB
","
3.5",,,,
Seagate Barracuda Compute,//cdna.pcpartpicker.com/static/forever/images/product/ad503ad61801392ec009e556e3baac3c.256p.jpg,https://pcpartpicker.com/product/WTQG3C/seagate-barracuda-computer-1-tb-25-solid-state-drive-za1000cm10002,,"
Seagate
",ZA1000CM10002,"
1 TB
",N/A,"
SSD
",N/A,"
2.5",,,,
Seagate 1200.2,//cdna.pcpartpicker.com/static/forever/images/product/d3d2c68280527c56e50aa4927afc25b9.256p.jpg,https://pcpartpicker.com/product/JhfhP6/seagate-12002-32-tb-25-solid-state-drive-st3200fm0023,,"
Seagate
",ST3200FM0023,"
3.2 TB
",N/A,"
SSD
",N/A,"
2.5",,,,
Seagate Nytro Enterprise,//cdna.pcpartpicker.com/static/forever/images/product/91efeda6ff596b3f9ad37ef374777bd4.256p.jpg,https://pcpartpicker.com/product/tTQG3C/seagate-nytro-enterprise-800-gb-25-solid-state-drive-xs800le10003,,"
Seagate
",XS800LE10003,"
800 GB
",N/A,"
SSD
",N/A,"
2.5",,,,
TEAMGROUP MS30,//cdna.pcpartpicker.com/static/forever/images/product/34b7d7310075f8606b12c103c3478aaa.256p.jpg,https://pcpartpicker.com/product/y9VD4D/teamgroup-ms30-256-gb-m2-2242-solid-state-drive-tm4ps7256g0c101,,"
TEAMGROUP
",TM4PS7256G0C101,"
256 GB
",N/A,"
SSD
",N/A,"
M.2-2242
","
M.2 SATA
",No,,
TEAMGROUP T-Force Cardea,//cdna.pcpartpicker.com/static/forever/images/product/44162403d1d55fad6659e147e5d83005.256p.jpg,https://pcpartpicker.com/product/t9WBD3/team-t-force-cardea-1-tb-m2-2280-nvme-solid-state-drive-tm8fp5001t0c119,,"
TEAMGROUP
",TM8FP5001T0C119,"
1 TB
",N/A,"
SSD
",N/A,"
M.2-2280
","
M.2 PCIe 3.0 X4
",No,,
TEAMGROUP T-Force Cardea Liquid,//cdna.pcpartpicker.com/static/forever/images/product/44162403d1d55fad6659e147e5d83005.256p.jpg,https://pcpartpicker.com/product/gFdrxr/teamgroup-t-force-cardea-liquid-512-gb-m2-2280-nvme-solid-state-drive-tm8fp5512g0c119,,"
TEAMGROUP
",TM8FP5512G0C119,"
512 GB
",N/A,"
SSD
",N/A,"
M.2-2280
","
M.2 PCIe 3.0 X4
",No,,
Seagate Enterprise Capacity,//cdna.pcpartpicker.com/static/forever/images/product/2c3a1acbb5349243910102c5b981b75b.256p.jpg,https://pcpartpicker.com/product/XF7v6h/seagate-enterprise-capacity-8-tb-35-7200rpm-internal-hard-drive-st8000nm0125,,"
Seagate
",ST8000NM0125,"
8 TB
",N/A,"
7200 RPM
","
256 MB
","
3.5",,,,
Seagate Enterprise Capacity,//cdna.pcpartpicker.com/static/forever/images/product/2ff1029bff49272044044df564d0b11f.256p.jpg,https://pcpartpicker.com/product/v9smP6/seagate-8-tb-35-7200rpm-internal-hard-drive-st8000nm0016,,"
Seagate
",ST8000NM0016,"
8 TB
",N/A,"
7200 RPM
","
256 MB
","
3.5",,,,
Toshiba HDETR11,//cdna.pcpartpicker.com/static/forever/images/product/186e6249143841d3795d8e6869ab0adc.256p.jpg,https://pcpartpicker.com/product/yYndnQ/toshiba-4-tb-35-7200rpm-internal-hard-drive-hdetr11,,"
Toshiba
",HDETR11,"
4 TB
",N/A,"
7200 RPM
","
128 MB
","
3.5",,,,
Seagate SkyHawk AI,//cdna.pcpartpicker.com/static/forever/images/product/8388a2dd2515e2ca62dc041c95d2ae2a.256p.jpg,https://pcpartpicker.com/product/Dv8j4D/seagate-skyhawk-ai-4-tb-35-7200rpm-internal-hard-drive-st4000ve001,,"
Seagate
",ST4000VE001,"
4 TB
",N/A,"
7200 RPM
","
256 MB
","
3.5",,,,
SanDisk CloudSpeed Ultra Gen. II,//cdna.pcpartpicker.com/static/forever/images/product/89ca38d26a54f6408e14003a99ee2adc.256p.jpg,https://pcpartpicker.com/product/twdxFT/sandisk-cloudspeed-ultra-gen-ii-800-gb-25-solid-state-drive-sdlf1dam-800g-1ha1,,"
SanDisk
",SDLF1DAM-800G-1HA1,"
800 GB
",N/A,"
SSD
",N/A,"
2.5",,,,
Mushkin RAW,//cdna.pcpartpicker.com/static/forever/images/product/7f324c48cbc8087011e34290aebc5fd6.256p.jpg,https://pcpartpicker.com/product/YrrYcf/mushkin-enhanced-raw-480-gb-25-solid-state-drive-mknssdrw480gb,,"
Mushkin
",MKNSSDRW480GB,"
480 GB
",N/A,"
SSD
",N/A,"
2.5",,,,
TEAMGROUP T-Force Delta Max RGB,//cdna.pcpartpicker.com/static/forever/images/product/129d23e0a1a8838493ef1033fe353a88.256p.jpg,https://pcpartpicker.com/product/7nLwrH/team-t-force-delta-max-rgb-500-gb-25-solid-state-drive-t253tm500g3c302,,"
TEAMGROUP
",T253TM500G3C302,"
500 GB
",N/A,"
SSD
",N/A,"
2.5",,,,
VisionTek PRO2,//cdna.pcpartpicker.com/static/forever/images/product/0e8e13f090e373fb3ff15ce73bb4a93f.256p.jpg,https://pcpartpicker.com/product/4TKcCJ/visiontek-pro2-500-gb-m2-2280-nvme-solid-state-drive-901173,,"
VisionTek
",901173,"
500 GB
",N/A,"
SSD
",N/A,"
M.2-2280
","
M.2 PCIe 3.0 X4
",No,,
Kingston SSDNOW DC500M,//cdna.pcpartpicker.com/static/forever/images/product/621c562a68eccc1b134f806aa3bf453c.256p.jpg,https://pcpartpicker.com/product/mhkgXL/kingston-ssdnow-dc500m-192-tb-25-solid-state-drive-sedc500m1920g,,"
Kingston
",SEDC500M/1920G,"
1.92 TB
",N/A,"
SSD
",N/A,"
2.5",,,,
Kingston SSDNOW DC500R,//cdna.pcpartpicker.com/static/forever/images/product/a745b97de872578d1513740fd05e1ae0.256p.jpg,https://pcpartpicker.com/product/2wcRsY/kingston-ssdnow-dc500r-384-tb-25-solid-state-drive-sedc500r3840g,,"
Kingston
",SEDC500R/3840G,"
3.84 TB
",N/A,"
SSD
",N/A,"
2.5",,,,
Intel D3-S4510,//cdna.pcpartpicker.com/static/forever/images/product/7abe7c44cf50692822a96c28fc7ed1d2.256p.jpg,https://pcpartpicker.com/product/CBMwrH/intel-d3-s4510-240-gb-25-solid-state-drive-ssdsckkb240g801,,"
Intel
",SSDSCKKB240G801,"
240 GB
",N/A,"
SSD
",N/A,"
2.5",,,,
Intel D3-S4510,//cdna.pcpartpicker.com/static/forever/images/product/d2f19717a304e38d97fb7c206a50efe1.256p.jpg,https://pcpartpicker.com/product/cQprxr/intel-d3-s4510-960-gb-m2-2280-solid-state-drive-ssdsckkb960g801,,"
Intel
",SSDSCKKB960G801,"
960 GB
",N/A,"
SSD
",N/A,"
M.2-2280
","
M.2 SATA
",No,,
Intel DC S3500,//cdna.pcpartpicker.com/static/forever/images/product/78d51c8b54053fa41b013a16246dee9d.256p.jpg,https://pcpartpicker.com/product/Y722FT/intel-dc-s3500-160-gb-25-solid-state-drive-ssdsc2bb160g4,,"
Intel
",SSDSC2BB160G4,"
160 GB
",N/A,"
SSD
",N/A,"
2.5",,,,
Intel DC P4101,//cdna.pcpartpicker.com/static/forever/images/product/a0efb6722f1d1604bad28f9592ff84fb.256p.jpg,https://pcpartpicker.com/product/RDYLrH/intel-dc-p4101-1024-tb-m2-2280-nvme-solid-state-drive-ssdpekka010t801,,"
Intel
",SSDPEKKA010T801,"
1.024 TB
",N/A,"
SSD
",N/A,"
M.2-2280
","
M.2 PCIe 3.0 X4
",No,,
Intel DC S3110,//cdna.pcpartpicker.com/static/forever/images/product/216cd66c7b0af74160fb958ea058636e.256p.jpg,https://pcpartpicker.com/product/zFvbt6/intel-dc-s3110-512-gb-m2-2280-solid-state-drive-ssdsckki512g801,,"
Intel
",SSDSCKKI512G801,"
512 GB
",N/A,"
SSD
",N/A,"
M.2-2280
","
M.2 SATA
",No,,
Intel DC S3610,https://m.media-amazon.com/images/I/51mFfL0QYqL.jpg,https://pcpartpicker.com/product/4ntKHx/intel-dc-s3610-480-gb-25-solid-state-drive-ssdsc2bx480g4p,,"
Intel
",SSDSC2BX480G4P,"
480 GB
",N/A,"
SSD
",N/A,"
2.5",,,,
Intel DC S3520,//cdna.pcpartpicker.com/static/forever/images/product/17ce9f59766c5175e99737a2d71dfd46.256p.jpg,https://pcpartpicker.com/product/vJyqqs/intel-dc-s3520-480-gb-25-solid-state-drive-ssdsc2bb480g701,$220.00 ,"
Intel
",SSDSC2BB480G701,"
480 GB
","
$0.458
","
SSD
",N/A,"
2.5",,,,
PNY XLR8 CS2311,//cdna.pcpartpicker.com/static/forever/images/product/f5f337708bad1eea911fd70cfd42afea.256p.jpg,https://pcpartpicker.com/product/pfyqqs/pny-xlr8-cs2311-2-tb-25-solid-state-drive-ssd7cs2311-2tb-rb,,"
PNY
",SSD7CS2311-2TB-RB,"
2 TB
",N/A,"
SSD
",N/A,"
2.5",,,,
PNY XLR8 CS2311,//cdna.pcpartpicker.com/static/forever/images/product/0ff7296c869fa3cd92cf007e778358c9.256p.jpg,https://pcpartpicker.com/product/hYdrxr/pny-xlr8-cs2311-1-tb-25-solid-state-drive-ssd7cs2311-1tb-rb,,"
PNY
",SSD7CS2311-1TB-RB,"
1 TB
",N/A,"
SSD
",N/A,"
2.5",,,,
V7 S6000,https://m.media-amazon.com/images/I/41C+OL9IsAL.jpg,https://pcpartpicker.com/product/pVFKHx/v7-s6000-1-tb-25-solid-state-drive-v7s600025-1000,,"
V7
",V7S600025-1000,"
1 TB
",N/A,"
SSD
",N/A,"
2.5",,,,
V7 S6000,//cdna.pcpartpicker.com/static/forever/images/product/a3f39c3de32a24549357a078f10de3e1.256p.jpg,https://pcpartpicker.com/product/tNzFf7/v7-s6000-250-gb-25-solid-state-drive-v7s600025-250,,"
V7
",V7S600025-250,"
250 GB
",N/A,"
SSD
",N/A,"
2.5",,,,
Hitachi Travelstar Z5K500,/static/forever/img/no-image.png,https://pcpartpicker.com/product/KCdxFT/hitachi-travelstar-z5k500-500-gb-25-5400rpm-internal-hard-drive-0j23355,,"
Hitachi
",0J23355,"
500 GB
",N/A,"
5400 RPM
",N/A,"
2.5",,,,
SanDisk CloudSpeed Ultra Gen. II,//cdna.pcpartpicker.com/static/forever/images/product/38a42da991ed9d99b561de3b8795d4cf.256p.jpg,https://pcpartpicker.com/product/dyhKHx/sandisk-cloudspeed-ultra-gen-ii-400-gb-25-solid-state-drive-sdlf1dam-400g-1ha2,,"
SanDisk
",SDLF1DAM-400G-1HA2,"
400 GB
",N/A,"
SSD
",N/A,"
2.5",,,,
Intel 320,//cdna.pcpartpicker.com/static/forever/images/product/185bc1cf30e72d9743a2ba2ae9b01bfd.256p.jpg,https://pcpartpicker.com/product/96YLrH/intel-320-40-gb-25-solid-state-drive-ssdsa2ct040g301,,"
Intel
",SSDSA2CT040G301,"
40 GB
",N/A,"
SSD
",N/A,"
2.5",,,,
Intel DC S3110,//cdna.pcpartpicker.com/static/forever/images/product/a69367e563b40ba8325b480e5d9d5198.256p.jpg,https://pcpartpicker.com/product/Z9fhP6/intel-dc-s3110-1024-tb-25-solid-state-drive-ssdsc2ki010t801,,"
Intel
",SSDSC2KI010T801,"
1.024 TB
",N/A,"
SSD
",N/A,"
2.5",,,,
Seagate ST500LM033,/static/forever/img/no-image.png,https://pcpartpicker.com/product/8YPKHx/seagate-500-gb-25-5400rpm-internal-hard-drive-st500lm033,,"
Seagate
",ST500LM033,"
500 GB
",N/A,"
5400 RPM
",N/A,"
2.5",,,,
Intel DC S4600,//cdna.pcpartpicker.com/static/forever/images/product/bdb8494766e3a25ed97d1195eb9ba24a.256p.jpg,https://pcpartpicker.com/product/NqmFf7/intel-dc-s4600-240-gb-25-solid-state-drive-ssdsc2kg240g7,,"
Intel
",SSDSC2KG240G7,"
240 GB
",N/A,"
SSD
",N/A,"
2.5",,,,
Intel DC S4500,//cdna.pcpartpicker.com/static/forever/images/product/ebb88c3befc99bb9aa5d09c19f916de1.256p.jpg,https://pcpartpicker.com/product/9hkgXL/intel-dc-s4500-240-gb-25-solid-state-drive-ssdsc2kb240g7,,"
Intel
",SSDSC2KB240G7,"
240 GB
",N/A,"
SSD
",N/A,"
2.5",,,,
V7 S6000,//cdna.pcpartpicker.com/static/forever/images/product/2d7bfb0a9c6198d402d246d9d5b7dcfe.256p.jpg,https://pcpartpicker.com/product/LrcRsY/v7-s6000-1-tb-m2-2280-sata-solid-state-drive-v7s6000m2-1000,,"
V7
",V7S6000M2-1000,"
1 TB
",N/A,"
SSD
",N/A,"
M.2-2280
","
M.2 SATA
",No,,
V7 S6000,//cdna.pcpartpicker.com/static/forever/images/product/77c1c415a1d8dcca68a507338e29e348.256p.jpg,https://pcpartpicker.com/product/G3848d/v7-s6000-500-gb-m2-2280-sata-solid-state-drive-v7s6000m2-500,,"
V7
",V7S6000M2-500,"
500 GB
",N/A,"
SSD
",N/A,"
M.2-2280
","
M.2 SATA
",No,,
Hitachi Ultrastar DC SA620,//cdna.pcpartpicker.com/static/forever/images/product/59c5df3d9950f769f4cbd6e1313134f0.256p.jpg,https://pcpartpicker.com/product/QZzFf7/hitachi-ultrastar-dc-sa620-16-tb-25-solid-state-drive-0ts1838,,"
Hitachi
",0TS1838,"
1.6 TB
",N/A,"
SSD
",N/A,"
2.5",,,,
Lenovo 5300,//cdna.pcpartpicker.com/static/forever/images/product/a4d459bd224527ae144908b5861eb486.256p.jpg,https://pcpartpicker.com/product/kWPgXL/lenovo-5300-480-gb-25-solid-state-drive-4xb7a17097,,"
Lenovo
",4XB7A17097,"
480 GB
",N/A,"
SSD
",N/A,"
2.5",,,,
VisionTek PRO HXS,//cdna.pcpartpicker.com/static/forever/images/product/901b6d659ef88d6e82a12553f9a1eb17.256p.jpg,https://pcpartpicker.com/product/Zt9tt6/visiontek-pro-hxs-120-gb-25-solid-state-drive-901295,,"
VisionTek
",901295,"
120 GB
",N/A,"
SSD
",N/A,"
2.5",,,,
VisionTek PRO XPN,//cdna.pcpartpicker.com/static/forever/images/product/b458a328a1d1b0a4f064ace12100587d.256p.jpg,https://pcpartpicker.com/product/GKK2FT/visiontek-pro-xpn-1-tb-m2-2280-nvme-solid-state-drive-901307,$205.15 ,"
VisionTek
",901307,"
1 TB
","
$0.205
","
SSD
",N/A,"
M.2-2280
","
M.2 PCIe 3.0 X4
",No,,
VisionTek PRO XPN,//cdna.pcpartpicker.com/static/forever/images/product/b458a328a1d1b0a4f064ace12100587d.256p.jpg,https://pcpartpicker.com/product/Lt9tt6/visiontek-pro-xpn-512-gb-m2-2280-nvme-solid-state-drive-901306,$108.99 ,"
VisionTek
",901306,"
512 GB
","
$0.213
","
SSD
",N/A,"
M.2-2280
","
M.2 PCIe 3.0 X4
",No,,
