Name,Image URL,Product URL,Price,Manufacturer,Part #,Speed,Form Factor,Modules,Price / GB,Color,First Word Latency,CAS Latency,Voltage,Timing,ECC / Registered,Heat Spreader,Specs Number
Kingston FURY Beast RGB 32 GB,//cdna.pcpartpicker.com/static/forever/images/product/656b218c4f751e9d239c3627befb3b7d.256p.jpg,https://pcpartpicker.com/product/QBnypg/kingston-fury-beast-rgb-32-gb-2-x-16-gb-ddr5-5600-cl40-memory-kf556c40bbak2-32,$132.99 ,"
Kingston
",KF556C40BBAK2-32,"
DDR5-5600
","
288-pin DIMM (DDR5)
","
2 x 16GB
","
$4.156
","
Black
","
14.286 ns
","
40
","
1.25 V
",N/A,"
Non-ECC / Unbuffered
","
Yes
",12
Kingston FURY Beast RGB 32 GB,//cdna.pcpartpicker.com/static/forever/images/product/656b218c4f751e9d239c3627befb3b7d.256p.jpg,https://pcpartpicker.com/product/HrjBD3/kingston-fury-beast-rgb-32-gb-2-x-16-gb-ddr5-4800-cl38-memory-kf548c38bbak2-32,$131.47 ,"
Kingston
",KF548C38BBAK2-32,"
DDR5-4800
","
288-pin DIMM (DDR5)
","
2 x 16GB
","
$4.108
","
Black
","
15.833 ns
","
38
","
1.1 V
",N/A,"
Non-ECC / Unbuffered
","
Yes
",12
Kingston HyperX Fury 8 GB,//cdna.pcpartpicker.com/static/forever/images/product/95059fb41855098499c8c48cd13e4c13.256p.jpg,https://pcpartpicker.com/product/YBZ2FT/kingston-memory-hx424c15fb8,,"
Kingston
",HX424C15FB/8,"
DDR4-2400
","
288-pin DIMM (DDR4)
","
1 x 8GB
",N/A,"
Black / White
","
12.5 ns
","
15
","
1.2 V
",N/A,"
Non-ECC / Unbuffered
","
Yes
",11
Kingston KSM48E40BD8KM-32HM 32 GB,//cdna.pcpartpicker.com/static/forever/images/product/0f56004972011d651b80ce3d22a00671.256p.jpg,https://pcpartpicker.com/product/4N6NnQ/kingston-ksm48e40bd8km-32hm-32-gb-1-x-32-gb-ddr5-4800-cl40-memory-ksm48e40bd8km-32hm,$124.99 ,"
Kingston
",KSM48E40BD8KM-32HM,"
DDR5-4800
","
288-pin DIMM (DDR5)
","
1 x 32GB
","
$3.906
","
Green
","
16.667 ns
","
40
","
1.1 V
",N/A,"
ECC / Unbuffered
","
No
",12
TEAMGROUP Elite 16 GB,//cdna.pcpartpicker.com/static/forever/images/product/04f16bf4ab9a202bdb464c6119109eb2.256p.jpg,https://pcpartpicker.com/product/s4Tp99/teamgroup-elite-16-gb-1-x-16-gb-ddr4-2666-cl19-memory-ted416g2666c1901,$29.99 ,"
TEAMGROUP
",TED416G2666C1901,"
DDR4-2666
","
288-pin DIMM (DDR4)
","
1 x 16GB
","
$1.874
","
Black
","
14.254 ns
","
19
","
1.2 V
","
19-19-19-43
","
Non-ECC / Unbuffered
","
No
",13
Corsair Vengeance 32 GB,//cdna.pcpartpicker.com/static/forever/images/product/281e8b72d168b93c9491698850ada394.256p.jpg,https://pcpartpicker.com/product/ZV6NnQ/corsair-vengeance-32-gb-2-x-16-gb-ddr5-6800-cl40-memory-cmk32gx5m2b6800c40,$139.99 ,"
Corsair
",CMK32GX5M2B6800C40,"
DDR5-6800
","
288-pin DIMM (DDR5)
","
2 x 16GB
","
$4.375
","
Black
","
11.765 ns
","
40
","
1.4 V
","
40-50-50-110
","
Non-ECC / Unbuffered
","
Yes
",13
GeIL Dragon RAM 16 GB,https://m.media-amazon.com/images/I/41PZflSPr8L.jpg,https://pcpartpicker.com/product/MwcMnQ/geil-memory-gww416gb3200c15dc,,"
GeIL
",GWW416GB3200C15DC,"
DDR4-3200
","
288-pin DIMM (DDR4)
","
2 x 8GB
",N/A,"
White / Gold
","
9.375 ns
","
15
","
1.2 V
",N/A,"
Non-ECC / Unbuffered
","
No
",11
G.Skill Ripjaws S5 64 GB,//cdna.pcpartpicker.com/static/forever/images/product/acf0ad7e41365a1d16a15dc7873e6b1b.256p.jpg,https://pcpartpicker.com/product/7bH7YJ/gskill-ripjaws-s5-64-gb-2-x-32-gb-ddr5-5600-cl36-memory-f5-5600j3636d32gx2-rs5k,$195.99 ,"
G.Skill
",F5-5600J3636D32GX2-RS5K,"
DDR5-5600
","
288-pin DIMM (DDR5)
","
2 x 32GB
","
$3.062
","
Black
","
12.857 ns
","
36
","
1.2 V
","
36-36-36-89
","
Non-ECC / Unbuffered
","
Yes
",13
Patriot Signature Premium 16 GB,//cdna.pcpartpicker.com/static/forever/images/product/bbf6ed75c2628af4eb9eda9a43343b36.256p.jpg,https://pcpartpicker.com/product/ctgQzy/patriot-signature-premium-16-gb-2-x-8-gb-ddr4-2666-memory-psp416g2666kh1,$34.99 ,"
Patriot
",PSP416G2666KH1,"
DDR4-2666
","
288-pin DIMM (DDR4)
","
2 x 8GB
","
$2.187
","
Black
","
14.254 ns
","
19
","
1.2 V
","
19-19-19-43
","
Non-ECC / Unbuffered
","
Yes
",13
GOODRAM IRDM PRO 16 GB,//cdna.pcpartpicker.com/static/forever/images/product/378a4440a02d03a3d4f19723bfb95b81.256p.jpg,https://pcpartpicker.com/product/wVLdnQ/goodram-irdm-pro-16-gb-2-x-8-gb-ddr4-3600-cl18-memory-irp-k3600d4v64l18s16gdc,$80.64 ,"
GOODRAM
",IRP-K3600D4V64L18S/16GDC,"
DDR4-3600
","
288-pin DIMM (DDR4)
","
2 x 8GB
","
$5.040
","
Black
","
10 ns
","
18
","
1.35 V
",N/A,"
Non-ECC / Unbuffered
","
Yes
",12
Corsair Vengeance RGB 48 GB,//cdna.pcpartpicker.com/static/forever/images/product/36e1c3599450e638cdc5330368ab1060.256p.jpg,https://pcpartpicker.com/product/wZ9wrH/corsair-vengeance-rgb-48-gb-2-x-24-gb-ddr5-6000-cl30-memory-cmh48gx5m2b6000c30,$192.99 ,"
Corsair
",CMH48GX5M2B6000C30,"
DDR5-6000
","
288-pin DIMM (DDR5)
","
2 x 24GB
","
$4.021
","
Black / Silver
","
10 ns
","
30
","
1.4 V
","
30-36-36-76
","
Non-ECC / Unbuffered
","
Yes
",13
Crucial CT8G4DFS8266 8 GB,//cdna.pcpartpicker.com/static/forever/images/product/a6e59e45a1d663e7daa43f2eb72c9b2b.256p.jpg,https://pcpartpicker.com/product/NXtQzy/crucial-8-gb-1-x-8-gb-ddr4-2666-memory-ct8g4dfs8266,$18.89 ,"
Crucial
",CT8G4DFS8266,"
DDR4-2666
","
288-pin DIMM (DDR4)
","
1 x 8GB
","
$2.361
","
Green / Black
","
14.254 ns
","
19
","
1.2 V
",N/A,"
Non-ECC / Unbuffered
","
No
",12
Kingston Server Premier 16 GB,//cdna.pcpartpicker.com/static/forever/images/product/aaf9fdc18580d8116a17629a25555901.256p.jpg,https://pcpartpicker.com/product/QHPgXL/kingston-server-premier-16-gb-1-x-16-gb-ddr4-3200-cl22-memory-ksm32ed816hd,$44.99 ,"
Kingston
",KSM32ED8/16HD,"
DDR4-3200
","
288-pin DIMM (DDR4)
","
1 x 16GB
","
$2.812
",N/A,"
13.75 ns
","
22
","
1.2 V
",N/A,"
ECC / Unbuffered
","
No
",11
TEAMGROUP T-Force Delta RGB 32 GB,//cdna.pcpartpicker.com/static/forever/images/product/d2e3f9b94f541ad51a19011026245df2.256p.jpg,https://pcpartpicker.com/product/LB8bt6/teamgroup-t-force-delta-rgb-32-gb-2-x-16-gb-ddr5-7600-cl36-memory-ff3d532g7600hc36ddc01,$159.99 ,"
TEAMGROUP
",FF3D532G7600HC36DDC01,"
DDR5-7600
","
288-pin DIMM (DDR5)
","
2 x 16GB
","
$5.000
","
Black / Silver
","
9.474 ns
","
36
","
1.4 V
","
36-46-46-81
","
Non-ECC / Unbuffered
","
Yes
",13
Patriot Viper 4 Blackout 8 GB,https://m.media-amazon.com/images/I/51kplclKwXL.jpg,https://pcpartpicker.com/product/yygQzy/patriot-viper-4-blackout-8-gb-2-x-4-gb-ddr4-3200-memory-pvb48g320c6k,$24.99 ,"
Patriot
",PVB48G320C6K,"
DDR4-3200
","
288-pin DIMM (DDR4)
","
2 x 4GB
","
$3.124
","
Black
","
11.875 ns
","
19
","
1.35 V
","
19-18-18-36
","
Non-ECC / Unbuffered
","
Yes
",13
ADATA XPG SPECTRIX D50 16 GB,//cdna.pcpartpicker.com/static/forever/images/product/3e41c18814baef372843d3ab4c5ad72f.256p.jpg,https://pcpartpicker.com/product/J7QcCJ/adata-xpg-spectrix-d50-16-gb-2-x-8-gb-ddr4-3600-cl18-memory-ax4u36008g18i-dt50,$74.87 ,"
ADATA
",AX4U36008G18I-DT50,"
DDR4-3600
","
288-pin DIMM (DDR4)
","
2 x 8GB
","
$4.679
","
Black
","
10 ns
","
18
","
1.35 V
",N/A,"
Non-ECC / Unbuffered
","
Yes
",12
G.Skill Trident Z RGB 64 GB,//cdna.pcpartpicker.com/static/forever/images/product/eaa48990a7672694c786d53853542b67.256p.jpg,https://pcpartpicker.com/product/bPwypg/gskill-trident-z-rgb-64-gb-2-x-32-gb-ddr4-4400-cl19-memory-f4-4400c19d-64gtzr,$238.76 ,"
G.Skill
",F4-4400C19D-64GTZR,"
DDR4-4400
","
288-pin DIMM (DDR4)
","
2 x 32GB
","
$3.731
",N/A,"
8.636 ns
","
19
","
1.5 V
","
19-26-26-46
","
Non-ECC / Unbuffered
","
Yes
",12
Crucial Ballistix Sport LT 16 GB,//cdna.pcpartpicker.com/static/forever/images/product/8ca8bf9040a74f567b633b5b538d641c.256p.jpg,https://pcpartpicker.com/product/gLGxFT/crucial-ballistix-sport-lt-16-gb-2-x-8-gb-ddr4-3200-memory-bls2k8g4d32aesbk,,"
Crucial
",BLS2K8G4D32AESBK,"
DDR4-3200
","
288-pin DIMM (DDR4)
","
2 x 8GB
",N/A,"
Silver / Black
","
10 ns
","
16
","
1.35 V
",N/A,"
Non-ECC / Unbuffered
","
Yes
",11
Corsair Dominator Platinum RGB 32 GB,//cdna.pcpartpicker.com/static/forever/images/product/a44770372e0cfd4867671bae0b9831e2.256p.jpg,https://pcpartpicker.com/product/gHxxFT/corsair-dominator-platinum-rgb-32-gb-2-x-16-gb-ddr5-6400-cl32-memory-cmt32gx5m2b6400c32,$170.00 ,"
Corsair
",CMT32GX5M2B6400C32,"
DDR5-6400
","
288-pin DIMM (DDR5)
","
2 x 16GB
","
$5.312
","
Black
","
10 ns
","
32
","
1.4 V
","
32-40-40-84
","
Non-ECC / Unbuffered
","
Yes
",13
Patriot Signature Line 16 GB,https://m.media-amazon.com/images/I/4191R5DI+TL.jpg,https://pcpartpicker.com/product/FLKKHx/patriot-signature-line-16-gb-2-x-8-gb-ddr5-4800-cl40-memory-psd516g4800k,$59.99 ,"
Patriot
",PSD516G4800K,"
DDR5-4800
","
288-pin DIMM (DDR5)
","
2 x 8GB
","
$3.749
","
Black
","
16.667 ns
","
40
","
1.1 V
","
40-40-40-77
","
Non-ECC / Unbuffered
","
No
",13
Corsair Vengeance RGB 32 GB,//cdna.pcpartpicker.com/static/forever/images/product/4881bdf9c1572ba6ceabf1fcbf5c361b.256p.jpg,https://pcpartpicker.com/product/PfkH99/corsair-vengeance-rgb-32-gb-2-x-16-gb-ddr5-5600-cl40-memory-cmh32gx5m2b5600c40w,$114.99 ,"
Corsair
",CMH32GX5M2B5600C40W,"
DDR5-5600
","
288-pin DIMM (DDR5)
","
2 x 16GB
","
$3.593
","
White / Gray
","
14.286 ns
","
40
","
1.25 V
","
40-40-40-77
","
Non-ECC / Unbuffered
","
Yes
",13
Corsair Vengeance 48 GB,//cdna.pcpartpicker.com/static/forever/images/product/1c95c8797b9d8d1e8ced68926892786c.256p.jpg,https://pcpartpicker.com/product/br7scf/corsair-vengeance-48-gb-2-x-24-gb-ddr5-5200-cl38-memory-cmk48gx5m2b5200c38,$149.99 ,"
Corsair
",CMK48GX5M2B5200C38,"
DDR5-5200
","
288-pin DIMM (DDR5)
","
2 x 24GB
","
$3.125
","
Black
","
14.615 ns
","
38
","
1.25 V
","
38-38-38-84
","
Non-ECC / Unbuffered
","
Yes
",13
Corsair Vengeance RGB 64 GB,//cdna.pcpartpicker.com/static/forever/images/product/36e1c3599450e638cdc5330368ab1060.256p.jpg,https://pcpartpicker.com/product/DCNxFT/corsair-vengeance-rgb-64-gb-2-x-32-gb-ddr5-5600-cl36-memory-cmh64gx5m2b5600c36,$219.99 ,"
Corsair
",CMH64GX5M2B5600C36,"
DDR5-5600
","
288-pin DIMM (DDR5)
","
2 x 32GB
","
$3.437
","
Black / Gray
","
12.857 ns
","
36
","
1.25 V
","
36-36-36-76
","
Non-ECC / Unbuffered
","
Yes
",13
TEAMGROUP T-Force Vulcan Z 16 GB,//cdna.pcpartpicker.com/static/forever/images/product/ab02aba3aac4a29547fc9384f751255f.256p.jpg,https://pcpartpicker.com/product/yBMTwP/team-t-force-vulcan-z-16-gb-1-x-16-gb-ddr4-3600-cl18-memory-tlzgd416g3600hc18j01,$53.30 ,"
TEAMGROUP
",TLZGD416G3600HC18J01,"
DDR4-3600
","
288-pin DIMM (DDR4)
","
1 x 16GB
","
$3.331
","
Gray / Black
","
10 ns
","
18
","
1.35 V
","
18-22-22-42
","
Non-ECC / Unbuffered
","
Yes
",13
TEAMGROUP T-Force Delta RGB 32 GB,//cdna.pcpartpicker.com/static/forever/images/product/09e373465295e5629efd7959a7147a3b.256p.jpg,https://pcpartpicker.com/product/nkC48d/teamgroup-t-force-delta-rgb-32-gb-2-x-16-gb-ddr5-7600-cl36-memory-ff4d532g7600hc36ddc01,$159.99 ,"
TEAMGROUP
",FF4D532G7600HC36DDC01,"
DDR5-7600
","
288-pin DIMM (DDR5)
","
2 x 16GB
","
$5.000
","
White / Silver
","
9.474 ns
","
36
","
1.4 V
","
36-46-46-84
","
Non-ECC / Unbuffered
","
Yes
",13
Corsair Vengeance RGB 32 GB,//cdna.pcpartpicker.com/static/forever/images/product/cec84afaf6750948c7d876c3606b2902.256p.jpg,https://pcpartpicker.com/product/zJ88TW/corsair-vengeance-rgb-32-gb-2-x-16-gb-ddr5-6800-cl40-memory-cmh32gx5m2b6800c40,$149.99 ,"
Corsair
",CMH32GX5M2B6800C40,"
DDR5-6800
","
288-pin DIMM (DDR5)
","
2 x 16GB
","
$4.687
","
Black
","
11.765 ns
","
40
","
1.4 V
","
40-50-50-110
","
Non-ECC / Unbuffered
","
Yes
",13
G.Skill Trident Z5 64 GB,//cdna.pcpartpicker.com/static/forever/images/product/b42753ec81501dc12ceed871cdd5fc42.256p.jpg,https://pcpartpicker.com/product/TR7G3C/gskill-trident-z5-64-gb-2-x-32-gb-ddr5-6000-cl32-memory-f5-6000j3238g32gx2-tz5k,$206.99 ,"
G.Skill
",F5-6000J3238G32GX2-TZ5K,"
DDR5-6000
","
288-pin DIMM (DDR5)
","
2 x 32GB
","
$3.234
","
Black
","
10.667 ns
","
32
","
1.4 V
","
32-38-38-96
","
Non-ECC / Unbuffered
","
Yes
",13
Crucial Pro Overclocking 16 GB,//cdna.pcpartpicker.com/static/forever/images/product/f8f8823490aa90aba53773c6912d49d5.256p.jpg,https://pcpartpicker.com/product/pZCZxr/crucial-pro-overclocking-16-gb-1-x-16-gb-ddr5-6000-cl36-memory-cp16g60c36u5b,$77.59 ,"
Crucial
",CP16G60C36U5B,"
DDR5-6000
","
288-pin DIMM (DDR5)
","
1 x 16GB
","
$4.849
","
Black
","
12 ns
","
36
","
1.35 V
","
36-38-38-80
","
Non-ECC / Unbuffered
","
Yes
",13
Kingston HyperX Fury 16 GB,//cdna.pcpartpicker.com/static/forever/images/product/8145980461eceeb36aa2a5823b26e11d.256p.jpg,https://pcpartpicker.com/product/DMJwrH/kingston-memory-hx318c10frk216,,"
Kingston
",HX318C10FRK2/16,"
DDR3-1866
","
240-pin DIMM (DDR3)
","
2 x 8GB
",N/A,"
Red / Silver
","
10.718 ns
","
10
","
1.5 V
",N/A,"
Non-ECC / Unbuffered
","
Yes
",11
G.Skill Trident Z 32 GB,//cdna.pcpartpicker.com/static/forever/images/product/57eaa1138609c7ec369278252fb3cc7c.256p.jpg,https://pcpartpicker.com/product/d7t9TW/gskill-trident-z-32-gb-2-x-16-gb-ddr5-6400-cl32-memory-f5-6400j3239g16gx2-tz5s,$117.99 ,"
G.Skill
",F5-6400J3239G16GX2-TZ5S,"
DDR5-6400
","
288-pin DIMM (DDR5)
","
2 x 16GB
","
$3.687
","
White / Black
","
10 ns
","
32
","
1.4 V
","
32-39-39-102
","
Non-ECC / Unbuffered
","
Yes
",13
G.Skill Flare X 16 GB,//cdna.pcpartpicker.com/static/forever/images/product/7ce80ece7d6d14e6113e569324cc87fa.256p.jpg,https://pcpartpicker.com/product/CsF48d/gskill-flare-x-16-gb-2-x-8-gb-ddr4-3200-memory-f4-3200c16d-16gfx,$42.99 ,"
G.Skill
",F4-3200C16D-16GFX,"
DDR4-3200
","
288-pin DIMM (DDR4)
","
2 x 8GB
","
$2.687
","
Black
","
10 ns
","
16
","
1.35 V
","
16-18-18-38
","
Non-ECC / Unbuffered
","
Yes
",13
G.Skill Trident Z RGB 128 GB,//cdna.pcpartpicker.com/static/forever/images/product/63bfd136b46776c4b10de500db1f3bbb.256p.jpg,https://pcpartpicker.com/product/QWgFf7/gskill-trident-z-rgb-128-gb-8-x-16-gb-ddr4-3200-cl15-memory-f4-3200c15q2-128gtzr,$989.00 ,"
G.Skill
",F4-3200C15Q2-128GTZR,"
DDR4-3200
","
288-pin DIMM (DDR4)
","
8 x 16GB
","
$7.727
",N/A,"
9.375 ns
","
15
","
1.35 V
","
15-15-15-35
","
Non-ECC / Unbuffered
","
Yes
",12
G.Skill Ripjaws X 16 GB,https://m.media-amazon.com/images/I/51M2oRgTQVL.jpg,https://pcpartpicker.com/product/jx7wrH/gskill-memory-f32400c11d16gxm,$59.94 ,"
G.Skill
",F3-2400C11D-16GXM,"
DDR3-2400
","
240-pin DIMM (DDR3)
","
2 x 8GB
","
$3.746
","
Black / Blue
","
9.167 ns
","
11
","
1.65 V
",N/A,"
Non-ECC / Unbuffered
","
Yes
",12
Mushkin Redline Lumina 16 GB,//cdna.pcpartpicker.com/static/forever/images/product/6897c5705e8af6346df0b0d7ca98fd33.256p.jpg,https://pcpartpicker.com/product/xwddnQ/mushkin-redline-lumina-white-16-gb-2-x-8-gb-ddr4-3600-cl14-memory-mlb4c360ekkt8gx2,$67.36 ,"
Mushkin
",MLB4C360EKKT8GX2,"
DDR4-3600
","
288-pin DIMM (DDR4)
","
2 x 8GB
","
$4.210
","
White
","
7.778 ns
","
14
","
1.4 V
","
14-19-19-39
","
Non-ECC / Unbuffered
","
Yes
",13
Patriot Viper Steel RGB 64 GB,//cdna.pcpartpicker.com/static/forever/images/product/59d55c485410a5abc865aae2d9af8b34.256p.jpg,https://pcpartpicker.com/product/4tcRsY/patriot-viper-steel-rgb-64-gb-2-x-32-gb-ddr4-3600-cl20-memory-pvsr464g360c0k,$132.99 ,"
Patriot
",PVSR464G360C0K,"
DDR4-3600
","
288-pin DIMM (DDR4)
","
2 x 32GB
","
$2.078
","
Black
","
11.111 ns
","
20
","
1.35 V
","
20-26-26-46
","
Non-ECC / Unbuffered
","
Yes
",13
Corsair Dominator Platinum RGB 32 GB,//cdna.pcpartpicker.com/static/forever/images/product/2d5f8a5348178d69f75557c090aed328.256p.jpg,https://pcpartpicker.com/product/YNVmP6/corsair-dominator-platinum-rgb-32-gb-2-x-16-gb-ddr5-6000-cl36-memory-cmt32gx5m2x6000c36,$159.99 ,"
Corsair
",CMT32GX5M2X6000C36,"
DDR5-6000
","
288-pin DIMM (DDR5)
","
2 x 16GB
","
$5.000
","
Black
","
12 ns
","
36
","
1.25 V
","
36-38-38-76
","
Non-ECC / Unbuffered
","
Yes
",13
Corsair ValueSelect 8 GB,//cdna.pcpartpicker.com/static/forever/images/product/113c4e199932392c423d0381c73fa8dc.256p.jpg,https://pcpartpicker.com/product/w29tt6/corsair-valueselect-8-gb-1-x-8-gb-ddr4-2666-memory-cmv8gx4m1a2666c18,$24.99 ,"
Corsair
",CMV8GX4M1A2666C18,"
DDR4-2666
","
288-pin DIMM (DDR4)
","
1 x 8GB
","
$3.124
","
Black / Yellow
","
13.503 ns
","
18
","
1.2 V
","
18-18-18-43
","
Non-ECC / Unbuffered
","
Yes
",13
Patriot Viper Elite II 16 GB,//cdna.pcpartpicker.com/static/forever/images/product/2d2e900270a7ee108195438e806927eb.256p.jpg,https://pcpartpicker.com/product/QYXJ7P/patriot-viper-elite-ii-16-gb-2-x-8-gb-ddr4-3200-cl18-memory-pve2416g320c8k,$57.30 ,"
Patriot
",PVE2416G320C8K,"
DDR4-3200
","
288-pin DIMM (DDR4)
","
2 x 8GB
","
$3.581
","
Red / Black
","
11.25 ns
","
18
","
1.35 V
","
18-22-22-42
","
Non-ECC / Unbuffered
","
Yes
",13
Kingston FURY Renegade 32 GB,//cdna.pcpartpicker.com/static/forever/images/product/351fa1fcd702e9b2080685d4c8563474.256p.jpg,https://pcpartpicker.com/product/6Nhv6h/kingston-fury-renegade-32-gb-1-x-32-gb-ddr5-6400-cl32-memory-kf564c32rs-32,$134.99 ,"
Kingston
",KF564C32RS-32,"
DDR5-6400
","
288-pin DIMM (DDR5)
","
1 x 32GB
","
$4.218
","
Silver / Black
","
10 ns
","
32
","
1.4 V
",N/A,"
Non-ECC / Unbuffered
","
Yes
",12
Patriot Viper Steel RGB 8 GB,https://m.media-amazon.com/images/I/41XWcax3scL.jpg,https://pcpartpicker.com/product/fMqBD3/patriot-viper-steel-rgb-8-gb-1-x-8-gb-ddr4-3200-cl18-memory-pvsr48g320c8,$21.99 ,"
Patriot
",PVSR48G320C8,"
DDR4-3200
","
288-pin DIMM (DDR4)
","
1 x 8GB
","
$2.749
","
Black
","
11.25 ns
","
18
","
1.35 V
","
18-22-22-42
","
Non-ECC / Unbuffered
","
Yes
",13
Kingston Server Premier 64 GB,//cdna.pcpartpicker.com/static/forever/images/product/ef270bcce54b978e95000698e0222af9.256p.jpg,https://pcpartpicker.com/product/kRmmP6/kingston-server-premier-64-gb-1-x-64-gb-registered-ddr4-3200-cl22-memory-ksm32rd464har,$199.00 ,"
Kingston
",KSM32RD4/64HAR,"
DDR4-3200
","
288-pin DIMM (DDR4)
","
1 x 64GB
","
$3.109
",N/A,"
13.75 ns
","
22
","
1.2 V
",N/A,"
ECC / Registered
","
No
",11
Corsair Dominator Platinum RGB 64 GB,//cdna.pcpartpicker.com/static/forever/images/product/86f93c73d617a69b42b75f4ccc1b17e5.256p.jpg,https://pcpartpicker.com/product/sY3H99/corsair-dominator-platinum-rgb-64-gb-4-x-16-gb-ddr4-3600-memory-cmt64gx4m4k3600c18,$249.99 ,"
Corsair
",CMT64GX4M4K3600C18,"
DDR4-3600
","
288-pin DIMM (DDR4)
","
4 x 16GB
","
$3.906
","
Black
","
10 ns
","
18
","
1.35 V
","
18-19-19-39
","
Non-ECC / Unbuffered
","
Yes
",13
AMD R7 Performance 8 GB,https://images-na.ssl-images-amazon.com/images/I/41C5%2BoO2asL.jpg,https://pcpartpicker.com/product/X8Jkcf/amd-memory-r748g2400u2s,,"
AMD
",R748G2400U2S,"
DDR4-2400
","
288-pin DIMM (DDR4)
","
1 x 8GB
",N/A,"
Black / Red
","
12.5 ns
","
15
","
1.2 V
",N/A,"
Non-ECC / Unbuffered
","
Yes
",11
Corsair Vengeance RGB Pro 32 GB,//cdna.pcpartpicker.com/static/forever/images/product/37b28a8e90049fc2f514930536ddd11c.256p.jpg,https://pcpartpicker.com/product/XffhP6/corsair-vengeance-rgb-pro-32gb-2-x-16gb-ddr4-2666-memory-cmw32gx4m2a2666c16,$85.00 ,"
Corsair
",CMW32GX4M2A2666C16,"
DDR4-2666
","
288-pin DIMM (DDR4)
","
2 x 16GB
","
$2.656
","
Black
","
12.003 ns
","
16
","
1.2 V
","
16-18-18-35
","
Non-ECC / Unbuffered
","
Yes
",13
Mushkin Redline Lumina White 32 GB,//cdna.pcpartpicker.com/static/forever/images/product/e5816b97625101c03a967338f07a30c7.256p.jpg,https://pcpartpicker.com/product/fZ3NnQ/mushkin-redline-lumina-white-32-gb-2-x-16-gb-ddr5-6400-cl32-memory-mlb5c640bggp16gx2,$107.99 ,"
Mushkin
",MLB5C640BGGP16GX2,"
DDR5-6400
","
288-pin DIMM (DDR5)
","
2 x 16GB
","
$3.375
","
White
","
10 ns
","
32
","
1.35 V
","
32-39-39-102
","
Non-ECC / Unbuffered
","
Yes
",13
Corsair ValueSelect 4 GB,//cdna.pcpartpicker.com/static/forever/images/product/4caf92543b64a4c5b5e931d1fb39ebdf.256p.jpg,https://pcpartpicker.com/product/XdbwrH/corsair-valueselect-4gb-1-x-4gb-ddr4-2400-memory-cmv4gx4m1a2400c16,$17.76 ,"
Corsair
",CMV4GX4M1A2400C16,"
DDR4-2400
","
288-pin DIMM (DDR4)
","
1 x 4GB
","
$4.440
","
Black
","
13.333 ns
","
16
","
1.2 V
","
16-16-16-39
","
Non-ECC / Unbuffered
","
Yes
",13
ADATA XPG SPECTRIX D50 32 GB,//cdna.pcpartpicker.com/static/forever/images/product/3de3f249a301cfdf5d05a6c72f23b349.256p.jpg,https://pcpartpicker.com/product/ypC48d/adata-xpg-spectrix-d50-32-gb-2-x-16-gb-ddr4-3200-cl16-memory-ax4u320016g16a-dt50,,"
ADATA
",AX4U320016G16A-DT50,"
DDR4-3200
","
288-pin DIMM (DDR4)
","
2 x 16GB
","
$5.312
","
Black
","
10 ns
","
16
","
1.35 V
",N/A,"
Non-ECC / Unbuffered
","
Yes
",12
Patriot Signature Premium 8 GB,//cdna.pcpartpicker.com/static/forever/images/product/9cb995024f4bb40cb04d58549035b4c8.256p.jpg,https://pcpartpicker.com/product/GGm323/patriot-signature-premium-8-gb-1-x-8-gb-ddr4-2666-memory-psp48g266681h1,$18.98 ,"
Patriot
",PSP48G266681H1,"
DDR4-2666
","
288-pin DIMM (DDR4)
","
1 x 8GB
","
$2.373
","
Black
","
14.254 ns
","
19
","
1.2 V
","
19-19-19-43
","
Non-ECC / Unbuffered
","
Yes
",13
TEAMGROUP T-Force Delta RGB 32 GB,//cdna.pcpartpicker.com/static/forever/images/product/09e373465295e5629efd7959a7147a3b.256p.jpg,https://pcpartpicker.com/product/sdstt6/teamgroup-t-force-delta-rgb-32-gb-2-x-16-gb-ddr5-6800-cl34-memory-ff4d532g6800hc34bdc01,$114.99 ,"
TEAMGROUP
",FF4D532G6800HC34BDC01,"
DDR5-6800
","
288-pin DIMM (DDR5)
","
2 x 16GB
","
$3.593
","
White / Black
","
10 ns
","
34
","
1.4 V
","
34-44-44-84
","
Non-ECC / Unbuffered
","
Yes
",13
ADATA XPG LANCER RGB 64 GB,https://m.media-amazon.com/images/I/41n7ZsIAlZL.jpg,https://pcpartpicker.com/product/6t4Zxr/adata-xpg-lancer-rgb-64-gb-2-x-32-gb-ddr5-6400-cl32-memory-ax5u6400c3232g-dclarbk,$252.99 ,"
ADATA
",AX5U6400C3232G-DCLARBK,"
DDR5-6400
","
288-pin DIMM (DDR5)
","
2 x 32GB
","
$3.953
","
Black
","
10 ns
","
32
","
1.35 V
",N/A,"
Non-ECC / Unbuffered
","
Yes
",12
G.Skill Trident Z5 RGB 32 GB,//cdna.pcpartpicker.com/static/forever/images/product/e6717dfaafe7afbc7efd67683177fb04.256p.jpg,https://pcpartpicker.com/product/3dpzK8/gskill-trident-z5-rgb-32-gb-2-x-16-gb-ddr5-7600-cl36-memory-f5-7600j3646g16gx2-tz5rs,$164.99 ,"
G.Skill
",F5-7600J3646G16GX2-TZ5RS,"
DDR5-7600
","
288-pin DIMM (DDR5)
","
2 x 16GB
","
$5.156
","
Silver / Black
","
9.474 ns
","
36
","
1.4 V
","
36-46-46-121
","
Non-ECC / Unbuffered
","
Yes
",13
