Name,Image URL,Product URL,Price,Manufacturer,Part #,Speed,Form Factor,Modules,Price / GB,Color,First Word Latency,CAS Latency,Voltage,Timing,ECC / Registered,Heat Spreader,Specs Number
Mushkin Redline Lumina White 32 GB,//cdna.pcpartpicker.com/static/forever/images/product/e5816b97625101c03a967338f07a30c7.256p.jpg,https://pcpartpicker.com/product/nBpQzy/mushkin-redline-lumina-white-32-gb-2-x-16-gb-ddr5-6400-cl30-memory-mlb5c640a77p16gx2,$124.99 ,"
Mushkin
",MLB5C640A77P16GX2,"
DDR5-6400
","
288-pin DIMM (DDR5)
","
2 x 16GB
","
$3.906
","
White
","
9.375 ns
","
30
","
1.35 V
","
30-37-37-96
","
Non-ECC / Unbuffered
","
Yes
",13
TEAMGROUP T-Force Vulcan 32 GB,//cdna.pcpartpicker.com/static/forever/images/product/2929000344103c350650b397d02d4c65.256p.jpg,https://pcpartpicker.com/product/2bXV3C/teamgroup-t-force-vulcan-32-gb-2-x-16-gb-ddr5-6000-cl38-memory-flrd532g6000hc38adc01,$94.99 ,"
TEAMGROUP
",FLRD532G6000HC38ADC01,"
DDR5-6000
","
288-pin DIMM (DDR5)
","
2 x 16GB
","
$2.968
","
Red
","
12.667 ns
","
38
","
1.25 V
","
38-38-38-78
","
Non-ECC / Unbuffered
","
Yes
",13
Corsair Vengeance RGB 96 GB,//cdna.pcpartpicker.com/static/forever/images/product/36e1c3599450e638cdc5330368ab1060.256p.jpg,https://pcpartpicker.com/product/9QcgXL/corsair-vengeance-rgb-96-gb-2-x-48-gb-ddr5-6400-cl32-memory-cmh96gx5m2b6400c32,$362.99 ,"
Corsair
",CMH96GX5M2B6400C32,"
DDR5-6400
","
288-pin DIMM (DDR5)
","
2 x 48GB
","
$3.781
","
Black / Silver
","
10 ns
","
32
","
1.4 V
","
32-40-40-84
","
Non-ECC / Unbuffered
","
Yes
",13
G.Skill Trident Z5 RGB 32 GB,//cdna.pcpartpicker.com/static/forever/images/product/56a12aee0b658701128432341d027cb3.256p.jpg,https://pcpartpicker.com/product/hCWzK8/gskill-trident-z5-rgb-32-gb-2-x-16-gb-ddr5-6600-cl34-memory-f5-6600j3440g16gx2-tz5rk,$127.99 ,"
G.Skill
",F5-6600J3440G16GX2-TZ5RK,"
DDR5-6600
","
288-pin DIMM (DDR5)
","
2 x 16GB
","
$4.000
","
Black
","
10.303 ns
","
34
","
1.4 V
","
34-40-40-105
","
Non-ECC / Unbuffered
","
Yes
",13
Patriot Viper 4 Blackout 16 GB,https://images-na.ssl-images-amazon.com/images/I/41kJ%2B0uq4NL.jpg,https://pcpartpicker.com/product/xK3mP6/patriot-viper-4-blackout-16-gb-2-x-8-gb-ddr4-3200-memory-pvb416g320c6k,$44.99 ,"
Patriot
",PVB416G320C6K,"
DDR4-3200
","
288-pin DIMM (DDR4)
","
2 x 8GB
","
$2.812
","
Black
","
10 ns
","
16
","
1.35 V
","
16-18-18-36
","
Non-ECC / Unbuffered
","
Yes
",13
Corsair Vengeance RGB Pro SL 32 GB,//cdna.pcpartpicker.com/static/forever/images/product/1047760c89770e8234e5fc0863cb7b10.256p.jpg,https://pcpartpicker.com/product/DkH7YJ/corsair-vengeance-rgb-pro-sl-32-gb-2-x-16-gb-ddr4-4000-cl18-memory-cmh32gx4m2k4000c18,$124.99 ,"
Corsair
",CMH32GX4M2K4000C18,"
DDR4-4000
","
288-pin DIMM (DDR4)
","
2 x 16GB
","
$3.906
","
Black
","
9 ns
","
18
","
1.35 V
","
18-22-22-42
","
Non-ECC / Unbuffered
","
Yes
",13
Patriot Viper Venom 32 GB,//cdna.pcpartpicker.com/static/forever/images/product/dc5648e5dd5b8481dea5d8f5bbf28835.256p.jpg,https://pcpartpicker.com/product/B3jRsY/patriot-viper-venom-32-gb-2-x-16-gb-ddr5-7400-cl36-memory-pvv532g740c36k,$114.99 ,"
Patriot
",PVV532G740C36K,"
DDR5-7400
","
288-pin DIMM (DDR5)
","
2 x 16GB
","
$3.593
","
Black / White
","
9.73 ns
","
36
","
1.5 V
","
36-44-44-110
","
Non-ECC / Unbuffered
","
Yes
",13
Kingston HyperX Fury 16 GB,//cdna.pcpartpicker.com/static/forever/images/product/e67996ac91882f9b74bead4e71043939.256p.jpg,https://pcpartpicker.com/product/xhM323/kingston-memory-hx421c14fbk216,,"
Kingston
",HX421C14FBK2/16,"
DDR4-2133
","
288-pin DIMM (DDR4)
","
2 x 8GB
",N/A,"
Black / White
","
13.127 ns
","
14
","
1.2 V
",N/A,"
Non-ECC / Unbuffered
","
Yes
",11
Patriot Viper Venom RGB 32 GB,//cdna.pcpartpicker.com/static/forever/images/product/019861a658c73749dbf8130515d30ae1.256p.jpg,https://pcpartpicker.com/product/kxzhP6/patriot-viper-venom-rgb-32-gb-2-x-16-gb-ddr5-6000-cl36-memory-pvvr532g600c36k,$114.99 ,"
Patriot
",PVVR532G600C36K,"
DDR5-6000
","
288-pin DIMM (DDR5)
","
2 x 16GB
","
$3.593
","
Black / White
","
12 ns
","
36
","
1.35 V
","
36-36-36-76
","
Non-ECC / Unbuffered
","
Yes
",13
Mushkin Enhanced Redline Stiletto 32 GB,//cdna.pcpartpicker.com/static/forever/images/product/59f8da408249540a279f4ee8554a5f48.256p.jpg,https://pcpartpicker.com/product/Rdstt6/mushkin-enhanced-redline-stiletto-32-gb-2-x-16-gb-ddr4-3600-cl16-memory-mrf4u360gkkp16gx2,$82.99 ,"
Mushkin
",MRF4U360GKKP16GX2,"
DDR4-3600
","
288-pin DIMM (DDR4)
","
2 x 16GB
","
$2.593
","
Black
","
8.889 ns
","
16
","
1.4 V
","
16-19-19-39
","
Non-ECC / Unbuffered
","
Yes
",13
ADATA XPG GAMMIX D20 32 GB,https://m.media-amazon.com/images/I/41OjhcYxXhL.jpg,https://pcpartpicker.com/product/cGC48d/adata-xpg-gammix-d20-32-gb-2-x-16-gb-ddr4-3200-cl16-memory-ax4u320016g16a-dcbk20,$130.08 ,"
ADATA
",AX4U320016G16A-DCBK20,"
DDR4-3200
","
288-pin DIMM (DDR4)
","
2 x 16GB
","
$4.065
","
Black / Silver
","
10 ns
","
16
","
1.35 V
",N/A,"
Non-ECC / Unbuffered
","
Yes
",12
Kingston KTH-PL426LQ/64G 64 GB,//cdna.pcpartpicker.com/static/forever/images/product/84bab0017d5b01009ea3686517f107bc.256p.jpg,https://pcpartpicker.com/product/v38j4D/kingston-64gb-1-x-64gb-registered-ddr4-2666-memory-kth-pl426lq64g,$632.00 ,"
Kingston
",KTH-PL426LQ/64G,"
DDR4-2666
","
288-pin DIMM (DDR4)
","
1 x 64GB
","
$9.875
","
Green / Black
","
14.254 ns
","
19
","
1.2 V
",N/A,"
ECC / Registered
","
No
",12
TEAMGROUP T-Force Vulcan TUF Gaming Alliance 16 GB,//cdna.pcpartpicker.com/static/forever/images/product/b880042150d9c941a0528e7c244af4e6.256p.jpg,https://pcpartpicker.com/product/8t97YJ/team-t-force-vulcan-tuf-gaming-allian-16gb-2-x-8gb-ddr4-3200-memory-tltyd416g3200hc16cdc01,,"
TEAMGROUP
",TLTYD416G3200HC16CDC01,"
DDR4-3200
","
288-pin DIMM (DDR4)
","
2 x 8GB
",N/A,"
Gold / Black
","
10 ns
","
16
","
1.35 V
","
16-18-18-38
","
Non-ECC / Unbuffered
","
Yes
",12
ADATA XPG SPECTRIX D50 16 GB,//cdna.pcpartpicker.com/static/forever/images/product/3e41c18814baef372843d3ab4c5ad72f.256p.jpg,https://pcpartpicker.com/product/J7QcCJ/adata-xpg-spectrix-d50-16-gb-2-x-8-gb-ddr4-3600-cl18-memory-ax4u36008g18i-dt50,$58.11 ,"
ADATA
",AX4U36008G18I-DT50,"
DDR4-3600
","
288-pin DIMM (DDR4)
","
2 x 8GB
","
$3.632
","
Black
","
10 ns
","
18
","
1.35 V
",N/A,"
Non-ECC / Unbuffered
","
Yes
",12
Klevv CRAS X RGB 32 GB,//cdna.pcpartpicker.com/static/forever/images/product/8364cbb62bdd4db03b5ca7514f8307b4.256p.jpg,https://pcpartpicker.com/product/yt3gXL/klevv-cras-x-rgb-32-gb-2-x-16-gb-ddr4-3600-cl18-memory-kd4agu880-36a180x,$70.98 ,"
Klevv
",KD4AGU880-36A180X,"
DDR4-3600
","
288-pin DIMM (DDR4)
","
2 x 16GB
","
$2.218
","
Black
","
10 ns
","
18
","
1.35 V
","
18-22-22-42
","
Non-ECC / Unbuffered
","
Yes
",13
G.Skill TridentZ RGB  16 GB,//cdna.pcpartpicker.com/static/forever/images/product/06d3a37182379958da29f83e82b8244e.256p.jpg,https://pcpartpicker.com/product/44smP6/gskill-tridentz-rgb-series-16gb-2-x-8gb-ddr4-4000-memory-f4-4000c17d-16gtzr,$189.00 ,"
G.Skill
",F4-4000C17D-16GTZR,"
DDR4-4000
","
288-pin DIMM (DDR4)
","
2 x 8GB
","
$11.812
","
Black
","
8.5 ns
","
17
","
1.35 V
","
17-17-17-37
","
Non-ECC / Unbuffered
","
Yes
",13
G.Skill Ripjaws V 32 GB,//cdna.pcpartpicker.com/static/forever/images/product/a64825d073659fa8aac428ac64182671.256p.jpg,https://pcpartpicker.com/product/TLjRsY/gskill-ripjaws-v-32-gb-2-x-16-gb-ddr4-3600-cl18-memory-f4-3600c18d-32gvw,$74.98 ,"
G.Skill
",F4-3600C18D-32GVW,"
DDR4-3600
","
288-pin DIMM (DDR4)
","
2 x 16GB
","
$2.343
","
White / Black
","
10 ns
","
18
","
1.35 V
","
18-22-22-42
","
Non-ECC / Unbuffered
","
Yes
",13
Patriot Viper Elite 5 RGB 16 GB,//cdna.pcpartpicker.com/static/forever/images/product/07e852f84747fa0157ba04f506cb22a7.256p.jpg,https://pcpartpicker.com/product/psP8TW/patriot-viper-elite-5-rgb-16-gb-1-x-16-gb-ddr5-6000-cl42-memory-pver516g60c42w,$55.99 ,"
Patriot
",PVER516G60C42W,"
DDR5-6000
","
288-pin DIMM (DDR5)
","
1 x 16GB
","
$3.499
","
White
","
14 ns
","
42
","
1.35 V
","
42-42-42-82
","
Non-ECC / Unbuffered
","
Yes
",13
Timetec FBA_75TT160UL1R8-4G 16 GB,https://m.media-amazon.com/images/I/51ImSWMMNNL.jpg,https://pcpartpicker.com/product/VbpQzy/timetec-fba_75tt160ul1r8-4g-16-gb-2-x-8-gb-ddr3-1600-cl11-memory-fba_75tt160ul1r8-4g,$19.98 ,"
Timetec
",FBA_75TT160UL1R8-4G,"
DDR3-1600
","
240-pin DIMM (DDR3)
","
2 x 8GB
","
$1.249
","
Black
","
13.75 ns
","
11
","
1.35 V
",N/A,"
Non-ECC / Unbuffered
","
No
",12
TEAMGROUP T-Force Vulcan Z 32 GB,//cdna.pcpartpicker.com/static/forever/images/product/96753a64597c28e46bf80ef7064b214b.256p.jpg,https://pcpartpicker.com/product/TLvbt6/team-t-force-vulcan-z-32-gb-2-x-16-gb-ddr4-3200-memory-tlzgd432g3200hc16cdc01,,"
TEAMGROUP
",TLZGD432G3200HC16CDC01,"
DDR4-3200
","
288-pin DIMM (DDR4)
","
2 x 16GB
",N/A,"
Black
","
10 ns
","
16
","
1.35 V
","
16-18-18-38
","
Non-ECC / Unbuffered
","
Yes
",12
TEAMGROUP T-Force Vulcan Z 64 GB,//cdna.pcpartpicker.com/static/forever/images/product/b5f49ca344db13082af4de5bd070be2c.256p.jpg,https://pcpartpicker.com/product/WyPQzy/team-t-force-vulcan-z-64-gb-2-x-32-gb-ddr4-3200-cl16-memory-tlzgd464g3200hc16fdc01,,"
TEAMGROUP
",TLZGD464G3200HC16FDC01,"
DDR4-3200
","
288-pin DIMM (DDR4)
","
2 x 32GB
",N/A,"
Gray
","
10 ns
","
16
","
1.35 V
","
16-20-20-40
","
Non-ECC / Unbuffered
","
Yes
",12
Lexar Ares RGB 32 GB,//cdna.pcpartpicker.com/static/forever/images/product/85c01661e6f34fd553da8d77ff277584.256p.jpg,https://pcpartpicker.com/product/bdwmP6/lexar-ares-rgb-32-gb-2-x-16-gb-ddr5-7200-cl34-memory-ld5u16g72c34la-rgd,$116.49 ,"
Lexar
",LD5U16G72C34LA-RGD,"
DDR5-7200
","
288-pin DIMM (DDR5)
","
2 x 16GB
","
$3.640
","
Black / Silver
","
9.444 ns
","
34
","
1.4 V
","
34-42-42-84
","
Non-ECC / Unbuffered
","
Yes
",13
Corsair Vengeance 64 GB,//cdna.pcpartpicker.com/static/forever/images/product/fe414d3559a9bbb2e092ba5374f6e1ed.256p.jpg,https://pcpartpicker.com/product/P3VmP6/corsair-vengeance-64-gb-2-x-32-gb-ddr5-6000-cl40-memory-cmk64gx5m2b6000c40,$208.00 ,"
Corsair
",CMK64GX5M2B6000C40,"
DDR5-6000
","
288-pin DIMM (DDR5)
","
2 x 32GB
","
$3.250
","
Gray
","
13.333 ns
","
40
","
1.35 V
","
40-40-40-77
","
Non-ECC / Unbuffered
","
Yes
",13
G.Skill Trident Z5 RGB 32 GB,//cdna.pcpartpicker.com/static/forever/images/product/949ba9c6fd29e196c8bbbc24729ac07d.256p.jpg,https://pcpartpicker.com/product/YzbTwP/gskill-trident-z5-rgb-32-gb-2-x-16-gb-ddr5-8000-cl38-memory-f5-8000j3848h16gx2-tz5rs,$239.99 ,"
G.Skill
",F5-8000J3848H16GX2-TZ5RS,"
DDR5-8000
","
288-pin DIMM (DDR5)
","
2 x 16GB
","
$7.500
","
Silver / Black
","
9.5 ns
","
38
","
1.45 V
","
38-38-48-128
","
Non-ECC / Unbuffered
","
Yes
",13
Silicon Power XPOWER Turbine RGB 16 GB,//cdna.pcpartpicker.com/static/forever/images/product/4006eff86a0df7cca9e6ee1018321621.256p.jpg,https://pcpartpicker.com/product/Lb448d/silicon-power-xpower-turbine-rgb-16-gb-2-x-8-gb-ddr4-3200-memory-sp016gxlzu320bdb,$43.99 ,"
Silicon Power
",SP016GXLZU320BDB,"
DDR4-3200
","
288-pin DIMM (DDR4)
","
2 x 8GB
","
$2.749
","
Silver / Black
","
10 ns
","
16
","
1.35 V
","
16-18-18-36
","
Non-ECC / Unbuffered
","
Yes
",13
TEAMGROUP T-Force Delta RGB 64 GB,https://m.media-amazon.com/images/I/419QA+oc1-L.jpg,https://pcpartpicker.com/product/B4fnTW/team-t-force-delta-rgb-64-gb-2-x-32-gb-ddr4-3600-cl18-memory-tf3d464g3600hc18jdc01,$134.99 ,"
TEAMGROUP
",TF3D464G3600HC18JDC01,"
DDR4-3600
","
288-pin DIMM (DDR4)
","
2 x 32GB
","
$2.109
","
Black
","
10 ns
","
18
","
1.35 V
","
18-22-22-42
","
Non-ECC / Unbuffered
","
Yes
",13
ADATA XPG GAMMIX D10 16 GB,//cdna.pcpartpicker.com/static/forever/images/product/c733db78fe3b58cff9fc0ea85e926b86.256p.jpg,https://pcpartpicker.com/product/HF3H99/adata-xpg-gammix-d10-16gb-2-x-8gb-ddr4-3200-memory-ax4u320038g16-db10,,"
ADATA
",AX4U320038G16-DB10,"
DDR4-3200
","
288-pin DIMM (DDR4)
","
2 x 8GB
",N/A,"
Black / White
","
10 ns
","
16
","
1.35 V
",N/A,"
Non-ECC / Unbuffered
","
Yes
",11
G.Skill Ripjaws S5 64 GB,//cdna.pcpartpicker.com/static/forever/images/product/5ab2f3645c54dc6a14d2efada8f011c8.256p.jpg,https://pcpartpicker.com/product/6npQzy/gskill-ripjaws-s5-64-gb-2-x-32-gb-ddr5-6000-cl36-memory-f5-6000j3636f32gx2-rs5k,$197.99 ,"
G.Skill
",F5-6000J3636F32GX2-RS5K,"
DDR5-6000
","
288-pin DIMM (DDR5)
","
2 x 32GB
","
$3.094
","
Black
","
12 ns
","
36
","
1.35 V
","
36-36-36-96
","
Non-ECC / Unbuffered
","
Yes
",13
Patriot Viper Elite II 64 GB,//cdna.pcpartpicker.com/static/forever/images/product/2d2e900270a7ee108195438e806927eb.256p.jpg,https://pcpartpicker.com/product/mH3gXL/patriot-viper-elite-ii-64-gb-2-x-32-gb-ddr4-3600-cl20-memory-pve2464g360c0k,$114.99 ,"
Patriot
",PVE2464G360C0K,"
DDR4-3600
","
288-pin DIMM (DDR4)
","
2 x 32GB
","
$1.797
","
Red / Black
","
11.111 ns
","
20
","
1.35 V
","
20-26-26-46
","
Non-ECC / Unbuffered
","
Yes
",13
G.Skill Trident Z Neo 64 GB,//cdna.pcpartpicker.com/static/forever/images/product/a5aa7db7f572f73b96ca99c21e87cb12.256p.jpg,https://pcpartpicker.com/product/tcVG3C/gskill-trident-z-neo-64-gb-2-x-32-gb-ddr4-3600-memory-f4-3600c18d-64gtzn,$146.99 ,"
G.Skill
",F4-3600C18D-64GTZN,"
DDR4-3600
","
288-pin DIMM (DDR4)
","
2 x 32GB
","
$2.297
","
Silver / Black
","
10 ns
","
18
","
1.35 V
","
18-22-22-42
","
Non-ECC / Unbuffered
","
Yes
",13
Patriot Viper Elite 5 RGB 32 GB,//cdna.pcpartpicker.com/static/forever/images/product/07d3b527c981286e7f0f3df9a7f4b8cc.256p.jpg,https://pcpartpicker.com/product/dQMMnQ/patriot-viper-elite-5-rgb-32-gb-2-x-16-gb-ddr5-7000-cl38-memory-pver532g70c38kw,$104.99 ,"
Patriot
",PVER532G70C38KW,"
DDR5-7000
","
288-pin DIMM (DDR5)
","
2 x 16GB
","
$3.281
","
White
","
10.857 ns
","
38
","
1.45 V
","
38-48-48-77
","
Non-ECC / Unbuffered
","
Yes
",13
OLOy WarHawk RGB 16 GB,//cdna.pcpartpicker.com/static/forever/images/product/355982eabc8cc1a72b7ff1a224eed629.256p.jpg,https://pcpartpicker.com/product/qQzFf7/oloy-warhawk-rgb-16-gb-2-x-8-gb-ddr4-3600-memory-md4u083618beda,,"
OLOy
",MD4U083618BEDA,"
DDR4-3600
","
288-pin DIMM (DDR4)
","
2 x 8GB
","
$2.999
","
Black / White
","
10 ns
","
18
","
1.35 V
","
18-20-20-40
","
Non-ECC / Unbuffered
","
Yes
",13
Corsair Vengeance RGB Pro SL 16 GB,//cdna.pcpartpicker.com/static/forever/images/product/73834bdaec7fa1b9bd7f96d2266dee4c.256p.jpg,https://pcpartpicker.com/product/LDCFf7/corsair-vengeance-rgb-pro-sl-16-gb-2-x-8-gb-ddr4-3200-cl16-memory-cmh16gx4m2e3200c16,$59.99 ,"
Corsair
",CMH16GX4M2E3200C16,"
DDR4-3200
","
288-pin DIMM (DDR4)
","
2 x 8GB
","
$3.749
","
Black
","
10 ns
","
16
","
1.35 V
","
16-20-20-38
","
Non-ECC / Unbuffered
","
Yes
",13
OCZ Fatal1ty Edition 4 GB,https://m.media-amazon.com/images/I/41m5fIHSgqL.jpg,https://pcpartpicker.com/product/99zv6h/ocz-memory-ocz2f8004gk,$119.96 ,"
OCZ
",OCZ2F8004GK,"
DDR2-800
","
240-pin DIMM (DDR2)
","
2 x 2GB
","
$29.990
","
Black
","
12.5 ns
","
5
","
2.1 V
",N/A,"
Non-ECC / Unbuffered
","
Yes
",12
Kingston FURY Renegade 64 GB,//cdna.pcpartpicker.com/static/forever/images/product/dec2aec71f1039f97726685415ff5459.256p.jpg,https://pcpartpicker.com/product/jJpQzy/kingston-fury-renegade-64-gb-2-x-32-gb-ddr5-6000-cl32-memory-kf560c32rsak2-64,$239.99 ,"
Kingston
",KF560C32RSAK2-64,"
DDR5-6000
","
288-pin DIMM (DDR5)
","
2 x 32GB
","
$3.750
","
Silver / Black
","
10.667 ns
","
32
","
1.35 V
",N/A,"
Non-ECC / Unbuffered
","
Yes
",12
Patriot Viper 3 8 GB,https://m.media-amazon.com/images/I/41qqKfmwKcL.jpg,https://pcpartpicker.com/product/nBCwrH/patriot-memory-pv38g160c9k,$17.98 ,"
Patriot
",PV38G160C9K,"
DDR3-1600
","
240-pin DIMM (DDR3)
","
2 x 4GB
","
$2.248
","
Black / Silver
","
11.25 ns
","
9
","
1.5 V
",N/A,"
Non-ECC / Unbuffered
","
Yes
",12
TEAMGROUP Elite 32 GB,//cdna.pcpartpicker.com/static/forever/images/product/8102c4143268aeb188d8b16f017541b7.256p.jpg,https://pcpartpicker.com/product/6mDQzy/teamgroup-elite-32-gb-2-x-16-gb-ddr5-5600-cl46-memory-ted532g5600c46dc01,$77.98 ,"
TEAMGROUP
",TED532G5600C46DC01,"
DDR5-5600
","
288-pin DIMM (DDR5)
","
2 x 16GB
","
$2.437
","
Black
","
16.429 ns
","
46
","
1.1 V
","
46-46-46-90
","
Non-ECC / Unbuffered
","
No
",13
Kingston FURY Beast 16 GB,//cdna.pcpartpicker.com/static/forever/images/product/a3be96b8a0661a311ecf0e960adedbb4.256p.jpg,https://pcpartpicker.com/product/NBmNnQ/kingston-fury-beast-16-gb-2-x-8-gb-ddr5-5200-cl36-memory-kf552c36bbek2-16,$76.16 ,"
Kingston
",KF552C36BBEK2-16,"
DDR5-5200
","
288-pin DIMM (DDR5)
","
2 x 8GB
","
$4.760
","
Black / Silver
","
13.846 ns
","
36
","
1.25 V
",N/A,"
Non-ECC / Unbuffered
","
Yes
",12
TEAMGROUP T-Create Expert 96 GB,https://m.media-amazon.com/images/I/41koeAqxxJL.jpg,https://pcpartpicker.com/product/tt3NnQ/teamgroup-t-create-expert-96-gb-2-x-48-gb-ddr5-6800-cl36-memory-ctced596g6800hc36ddc01,$355.99 ,"
TEAMGROUP
",CTCED596G6800HC36DDC01,"
DDR5-6800
","
288-pin DIMM (DDR5)
","
2 x 48GB
","
$3.708
","
Black
","
10.588 ns
","
36
","
1.4 V
","
36-46-46-84
","
Non-ECC / Unbuffered
","
Yes
",13
Kingston FURY Renegade 16 GB,//cdna.pcpartpicker.com/static/forever/images/product/0e42703e8d017a50222a261bbda64d4a.256p.jpg,https://pcpartpicker.com/product/stD7YJ/kingston-fury-renegade-16-gb-2-x-8-gb-ddr4-5333-cl20-memory-kf453c20rbk216,,"
Kingston
",KF453C20RBK2/16,"
DDR4-5333
","
288-pin DIMM (DDR4)
","
2 x 8GB
",N/A,"
Black
","
7.5 ns
","
20
","
1.6 V
",N/A,"
Non-ECC / Unbuffered
","
Yes
",11
Crucial CT4K32G4LFQ4213 128 GB,https://images-na.ssl-images-amazon.com/images/I/41%2B2%2B5suuAL.jpg,https://pcpartpicker.com/product/xzKhP6/crucial-memory-ct4k32g4lfq4213,,"
Crucial
",CT4K32G4LFQ4213,"
DDR4-2133
","
288-pin DIMM (DDR4)
","
4 x 32GB
",N/A,"
Black / Green
","
14.065 ns
","
15
","
1.2 V
",N/A,"
ECC / Registered
","
No
",11
G.Skill Trident Z5 RGB 32 GB,//cdna.pcpartpicker.com/static/forever/images/product/9a258628f8d8a86d1342e0ab9f70f65d.256p.jpg,https://pcpartpicker.com/product/gRQcCJ/gskill-trident-z5-rgb-32-gb-2-x-16-gb-ddr5-6800-cl34-memory-f5-6800j3445g16gx2-tz5rk,$124.99 ,"
G.Skill
",F5-6800J3445G16GX2-TZ5RK,"
DDR5-6800
","
288-pin DIMM (DDR5)
","
2 x 16GB
","
$3.906
","
Black / Silver
","
10 ns
","
34
","
1.4 V
","
34-45-45-108
","
Non-ECC / Unbuffered
","
Yes
",13
TEAMGROUP T-Create Classic 64 GB,//cdna.pcpartpicker.com/static/forever/images/product/b3d17b2350df02bb788ba0190c89f135.256p.jpg,https://pcpartpicker.com/product/Ftn9TW/teamgroup-t-create-classic-64-gb-2-x-32-gb-ddr5-6000-cl48-memory-ctccd564g6000hc48dc01,$174.99 ,"
TEAMGROUP
",CTCCD564G6000HC48DC01,"
DDR5-6000
","
288-pin DIMM (DDR5)
","
2 x 32GB
","
$2.734
","
Black
","
16 ns
","
48
","
1.1 V
","
48-48-48-96
","
Non-ECC / Unbuffered
","
Yes
",13
Kingston HyperX Fury 16 GB,//cdna.pcpartpicker.com/static/forever/images/product/f5e970b32d6341614fdafff924304d72.256p.jpg,https://pcpartpicker.com/product/CtV48d/kingston-memory-hx318c10fbk216,,"
Kingston
",HX318C10FBK2/16,"
DDR3-1866
","
240-pin DIMM (DDR3)
","
2 x 8GB
",N/A,"
Black / Silver
","
10.718 ns
","
10
","
1.5 V
",N/A,"
Non-ECC / Unbuffered
","
Yes
",11
Kingston FURY Renegade 32 GB,//cdna.pcpartpicker.com/static/forever/images/product/f1f362cf33c42ffd37b1458c2b86a4e5.256p.jpg,https://pcpartpicker.com/product/Y9QcCJ/kingston-fury-renegade-32-gb-2-x-16-gb-ddr4-3600-cl16-memory-kf436c16rb1k232,$192.07 ,"
Kingston
",KF436C16RB1K2/32,"
DDR4-3600
","
288-pin DIMM (DDR4)
","
2 x 16GB
","
$6.002
","
Black
","
8.889 ns
","
16
","
1.35 V
",N/A,"
Non-ECC / Unbuffered
","
Yes
",12
Corsair Vengeance RGB Pro SL 64 GB,https://m.media-amazon.com/images/I/41g+w77udlS.jpg,https://pcpartpicker.com/product/NQwypg/corsair-vengeance-rgb-pro-sl-64-gb-4-x-16-gb-ddr4-3600-cl18-memory-cmh64gx4m4d3600c18w,$179.99 ,"
Corsair
",CMH64GX4M4D3600C18W,"
DDR4-3600
","
288-pin DIMM (DDR4)
","
4 x 16GB
","
$2.812
","
White
","
10 ns
","
18
","
1.35 V
","
18-22-22-42
","
Non-ECC / Unbuffered
","
Yes
",13
Corsair Vengeance LPX 64 GB,//cdna.pcpartpicker.com/static/forever/images/product/64e3bfcfe6af9ac04242a81030c6272e.256p.jpg,https://pcpartpicker.com/product/KdgQzy/corsair-vengeance-lpx-64-gb-4-x-16-gb-ddr4-3200-memory-cmk64gx4m4e3200c16,$147.99 ,"
Corsair
",CMK64GX4M4E3200C16,"
DDR4-3200
","
288-pin DIMM (DDR4)
","
4 x 16GB
","
$2.312
","
Black / Yellow
","
10 ns
","
16
","
1.35 V
","
16-20-20-38
","
Non-ECC / Unbuffered
","
Yes
",13
G.Skill Trident Z Neo 64 GB,//cdna.pcpartpicker.com/static/forever/images/product/789896fa5f1d7c11002a193d5ac53923.256p.jpg,https://pcpartpicker.com/product/hFdrxr/gskill-trident-z-neo-64-gb-4-x-16-gb-ddr4-3600-cl16-memory-f4-3600c16q-64gtznc,$204.99 ,"
G.Skill
",F4-3600C16Q-64GTZNC,"
DDR4-3600
","
288-pin DIMM (DDR4)
","
4 x 16GB
","
$3.203
","
Black / Silver
","
8.889 ns
","
16
","
1.35 V
","
16-19-19-39
","
Non-ECC / Unbuffered
","
Yes
",13
Silicon Power XPOWER Zenith Gaming 32 GB,https://m.media-amazon.com/images/I/414MKooT1ZS.jpg,https://pcpartpicker.com/product/n9VmP6/silicon-power-xpower-zenith-gaming-32-gb-2-x-16-gb-ddr4-3200-cl16-memory-sp032gxlzu320bdc,$55.97 ,"
Silicon Power
",SP032GXLZU320BDC,"
DDR4-3200
","
288-pin DIMM (DDR4)
","
2 x 16GB
","
$1.749
","
Black
","
10 ns
","
16
","
1.35 V
",N/A,"
Non-ECC / Unbuffered
","
Yes
",12
G.Skill Trident Z5 RGB 48 GB,//cdna.pcpartpicker.com/static/forever/images/product/f21d1220d7192b26a0301e7792e7260d.256p.jpg,https://pcpartpicker.com/product/2QGhP6/gskill-trident-z5-rgb-48-gb-2-x-24-gb-ddr5-8000-cl40-memory-f5-8000j4048f24gx2-tz5rw,$249.99 ,"
G.Skill
",F5-8000J4048F24GX2-TZ5RW,"
DDR5-8000
","
288-pin DIMM (DDR5)
","
2 x 24GB
","
$5.208
","
White / Black
","
10 ns
","
40
","
1.35 V
","
40-48-48-128
","
Non-ECC / Unbuffered
","
Yes
",13
