Name,Image URL,Product URL,Price,Manufacturer,Part #,Type,Color,Power Supply,Side Panel,Power Supply Shroud,Front Panel USB,Motherboard Form Factor,Maximum Video Card Length,Drive Bays,Expansion Slots,Dimensions,Volume,
DIYPC Rainbow-Flash-F4,//cdna.pcpartpicker.com/static/forever/images/product/e03334bb2b5dcdbe97b0680795c45f1f.256p.jpg,https://pcpartpicker.com/product/tBxRsY/diypc-rainbow-flash-f4-atx-mid-tower-case-rainbow-flash-f4-b,$121.81 ,DIYPC,Rainbow-Flash-F4-B,ATX Mid Tower,Black,None,Tempered Glass,Yes,"USB 3.2 Gen 1 Type-A, USB 2.0 Type-A","ATX, Micro ATX, Mini ITX","305 mm / 12.008""","2 x Internal 3.5"", 2 x Internal 2.5""",7 x Full-Height,"365.76 mm x 203.2 mm x 447.04 mm, 14.4"" x 8"" x 17.6""","33.225 L, 1.173 ft³",
Silverstone CS380,//cdna.pcpartpicker.com/static/forever/images/product/d68abc8da1d94318291057930c52496d.256p.jpg,https://pcpartpicker.com/product/jgPKHx/silverstone-cs380-atx-mid-tower-case-sst-cs380b,$330.51 ,Silverstone,"SST-CS380B, CS380B",ATX Mid Tower,Black,None,None,No,USB 3.2 Gen 1 Type-A,"ATX, Micro ATX, Mini ITX","241 mm / 9.488""","2 x External 5.25"", 8 x Internal 3.5""",7 x Full-Height,"488 mm x 216 mm x 427 mm, 19.213"" x 8.504"" x 16.811""","45.009 L, 1.589 ft³",
CiT F3,https://m.media-amazon.com/images/I/51tonlcqLuL.jpg,https://pcpartpicker.com/product/z3jJ7P/cit-cit-f3blackpurple-microatx-mini-tower-case-cit-f3blackpurple,,CiT,CIT-F3BLACKPURPLE,MicroATX Mini Tower,Black / Purple,None,Acrylic,No,"USB 3.2 Gen 1 Type-A, USB 2.0 Type-A","Micro ATX, Mini ITX","315 mm / 12.402""","2 x Internal 3.5"", 4 x Internal 2.5""",4 x Full-Height,,,
Asus TUF Gaming GT301,//cdna.pcpartpicker.com/static/forever/images/product/f71032c4fc07a0e8da97133af42654a9.256p.jpg,https://pcpartpicker.com/product/xG92FT/asus-tuf-gaming-gt301-atx-mid-tower-case-90dc0046-b40000,$199.99 ,Asus,"90DC0046-B40000, GT301 TUF GAMING CASE/PINK/HANDLE",ATX Mid Tower,Pink / Black,None,Tempered Glass,Yes,USB 3.2 Gen 1 Type-A,"ATX, Micro ATX, Mini ITX","320 mm / 12.598""","2 x Internal 3.5"", 4 x Internal 2.5""",7 x Full-Height,"426 mm x 214 mm x 482 mm, 16.772"" x 8.425"" x 18.976""","43.941 L, 1.552 ft³",
Corsair iCUE 5000X RGB Glitch,//cdna.pcpartpicker.com/static/forever/images/product/b5181921701d53d0b48607eabe64fac4.256p.jpg,https://pcpartpicker.com/product/wGJgXL/corsair-icue-5000x-rgb-glitch-atx-mid-tower-case-cc-9050004-ww,$249.99 ,Corsair,CC-9050004-WW,ATX Mid Tower,Black / Blue,None,Tempered Glass,Yes,"USB 3.2 Gen 2 Type-C, USB 3.2 Gen 1 Type-A","ATX, Micro ATX, Mini ITX","420 mm / 16.535""","2 x Internal 3.5"", 4 x Internal 2.5""",7 x Full-Height,"520 mm x 245 mm x 520 mm, 20.472"" x 9.646"" x 20.472""","66.248 L, 2.34 ft³",
ADATA XPG Battlecruiser,//cdna.pcpartpicker.com/static/forever/images/product/e1816ad0af04d2d8fea21ebb1be99cf7.256p.jpg,https://pcpartpicker.com/product/mzjNnQ/adata-xpg-battlecruiser-atx-mid-tower-case-battlecruiser-bkcww,$109.99 ,ADATA,"BATTLECRUISER-BKCWW, 75260031",ATX Mid Tower,Black,None,Tempered Glass,Yes,"USB 3.2 Gen 2 Type-C, USB 3.2 Gen 1 Type-A","ATX, Micro ATX, Mini ITX",,"2 x Internal 3.5"", 5 x Internal 2.5""",7 x Full-Height,"506 mm x 225 mm x 485 mm, 19.921"" x 8.858"" x 19.094""","55.217 L, 1.95 ft³",
GameMax Spark Pro,//cdna.pcpartpicker.com/static/forever/images/product/d2abe51d95f8b038b595ce4de9dd5f0f.256p.jpg,https://pcpartpicker.com/product/wq88TW/gamemax-spark-pro-atx-mid-tower-case-gmx-sparkblk-pro,,GameMax,GMX-SPARKBLK-PRO,ATX Mid Tower,Black,None,Tempered Glass,Yes,"USB 3.2 Gen 1 Type-C, USB 3.2 Gen 1 Type-A","ATX, Micro ATX, Mini ITX, Mini DTX","355 mm / 13.976""","1 x Internal 3.5"", 3 x Internal 2.5""",7 x Full-Height,"413 mm x 204 mm x 398 mm, 16.26"" x 8.031"" x 15.669""","33.532 L, 1.184 ft³",
MSI MAG VAMPIRIC 300R,//cdna.pcpartpicker.com/static/forever/images/product/9ce2a3873aa9a835fbe4640ac420cb90.256p.jpg,https://pcpartpicker.com/product/qbPQzy/msi-mag-vampiric-300r-atx-mid-tower-case-mag-vampiric-300r,,MSI,"MAG VAMPIRIC 300R, 306-7G19R21-809",ATX Mid Tower,Black,None,Tempered Glass,Yes,"USB 3.2 Gen 2x2 Type-C, USB 3.2 Gen 1 Type-A","ATX, Micro ATX, Mini ITX","380 mm / 14.961""","2 x Internal 3.5"", 2 x Internal 2.5""",7 x Full-Height,"471 mm x 231 mm x 497 mm, 18.543"" x 9.094"" x 19.567""","54.074 L, 1.91 ft³",
Thermaltake View 300 MX Snow TG ARGB,https://m.media-amazon.com/images/I/41ULrniAKZL.jpg,https://pcpartpicker.com/product/jCH7YJ/thermaltake-view-300-mx-snow-tg-argb-atx-mid-tower-case-ca-1p6-00m6wn-00,$144.98 ,Thermaltake,CA-1P6-00M6WN-00,ATX Mid Tower,White,None,Tempered Glass,Yes,"USB 3.2 Gen 2 Type-C, USB 3.2 Gen 1 Type-A","ATX, EATX, Micro ATX, Mini ITX","400 mm / 15.748""","2 x Internal 3.5"", 4 x Internal 2.5""",7 x Full-Height,"506 mm x 230 mm x 505 mm, 19.921"" x 9.055"" x 19.882""","58.772 L, 2.076 ft³",
BitFenix Apollo,https://m.media-amazon.com/images/I/41UkT9fUDBL.jpg,https://pcpartpicker.com/product/z4V2FT/bitfenix-apollo-atx-mid-tower-case-bfc-apl-300-kkgxp-4a,,BitFenix,BFC-APL-300-KKGXP-4A,ATX Mid Tower,Black,None,Tempered Glass,Yes,"USB 3.2 Gen 1 Type-A, USB 2.0 Type-A","ATX, Micro ATX, Mini ITX","345 mm / 13.583""","1 x Internal 2.5"", 2 x Internal 3.5""",7 x Full-Height,"425 mm x 210 mm x 450 mm, 16.732"" x 8.268"" x 17.717""","40.163 L, 1.418 ft³",
Phanteks Enthoo EVOLV TG,//cdna.pcpartpicker.com/static/forever/images/product/ed58584e95b2c97c727cff9083618ede.256p.jpg,https://pcpartpicker.com/product/VkZ2FT/phanteks-enthoo-evolv-tg-black-atx-mini-tower-case-ph-es314etg_bk,,Phanteks,PH-ES314ETG_BK,MicroATX Mini Tower,Black,None,Tinted Tempered Glass,Yes,USB 3.2 Gen 1 Type-A,"Micro ATX, Mini ITX","319 mm / 12.559""","2 x Internal 3.5"", 2 x Internal 2.5""",4 x Full-Height,"400 mm x 230 mm x 453 mm, 15.748"" x 9.055"" x 17.835""","41.676 L, 1.472 ft³",
Thermaltake Core G3,//cdna.pcpartpicker.com/static/forever/images/product/bf6f342285b42a5d62992701c1f4b287.256p.jpg,https://pcpartpicker.com/product/V7wqqs/thermaltake-core-g3-atx-mid-tower-case-ca-1g6-00t1wn-00,,Thermaltake,CA-1G6-00T1WN-00,ATX Mid Tower,Black,None,Acrylic,No,"USB 3.2 Gen 1 Type-A, USB 2.0 Type-A","ATX, Micro ATX, Mini ITX","310 mm / 12.205""","2 x Internal 3.5""",2 x Full-Height via Riser,"371 mm x 140 mm x 454 mm, 14.606"" x 5.512"" x 17.874""","23.581 L, 0.833 ft³",
Cooler Master HAF 932 Advanced,https://m.media-amazon.com/images/I/310yB0Jfp9L.jpg,https://pcpartpicker.com/product/y4Lypg/cooler-master-case-rc932kkn5gp,,Cooler Master,RC-932-KKN5-GP,ATX Full Tower,Black,None,Acrylic,No,"USB 3.2 Gen 1 Type-A, USB 2.0 Type-A","ATX, EATX, Micro ATX, Mini ITX","322 mm / 12.677""","6 x External 5.25"", 5 x Internal 3.5""",7 x Full-Height,"576 mm x 228 mm x 546 mm, 22.677"" x 8.976"" x 21.496""","71.705 L, 2.532 ft³",
SHARKOON T9 Value,https://m.media-amazon.com/images/I/41wibCDd8XL.jpg,https://pcpartpicker.com/product/96vRsY/sharkoon-case-4044951011391,,SHARKOON,4.04495E+12,MicroATX Mid Tower,Black / Red,None,Acrylic,No,"USB 3.2 Gen 1 Type-A, USB 2.0 Type-A","ATX, Micro ATX, Mini ITX","300 mm / 11.811""","9 x External 5.25""",7 x Full-Height,,,
Lazer3D LZ7-v1,//cdna.pcpartpicker.com/static/forever/images/product/55d3e5daeb7f11067b33a2c7214f5db9.256p.jpg,https://pcpartpicker.com/product/FnZ2FT/lazer3d-lz7-v1-mini-itx-desktop-case-lz7-v1,,Lazer3D,LZ7-v1,Mini ITX Desktop,Black,None,None,No,USB 3.2 Gen 1 Type-A,Mini ITX,"186 mm / 7.323""","2 x Internal 2.5""",2 x Full-Height,"198 mm x 226 mm x 158 mm, 7.795"" x 8.898"" x 6.22""","7.07 L, 0.25 ft³",
GameMax MeshBox Pro,//cdna.pcpartpicker.com/static/forever/images/product/629b21c390edab7cc91c638d830635f2.256p.jpg,https://pcpartpicker.com/product/y6FmP6/gamemax-meshbox-pro-atx-mid-tower-case-meshbox-pro-bk,,GameMax,MeshBox PRO BK,ATX Mid Tower,Black,None,Mesh,No,"USB 3.2 Gen 2 Type-C, USB 3.2 Gen 1 Type-A","ATX, Micro ATX, Thin Mini ITX, Mini DTX","355 mm / 13.976""","1 x Internal 3.5"", 3 x Internal 2.5""",7 x Full-Height,"413 mm x 204 mm x 398 mm, 16.26"" x 8.031"" x 15.669""","33.532 L, 1.184 ft³",
Thermaltake CTE E600,//cdna.pcpartpicker.com/static/forever/images/product/55f9adeb75983bb45c7453acb624e4e1.256p.jpg,https://pcpartpicker.com/product/p826Mp/thermaltake-cte-e600-atx-mid-tower-case-ca-1y3-00mfwn-00,$172.91 ,Thermaltake,CA-1Y3-00MFWN-00,ATX Mid Tower,Blue,None,Tempered Glass,No,"USB 3.2 Gen 2 Type-C, USB 3.2 Gen 1 Type-A","ATX, EATX, Micro ATX, Mini ITX","415 mm / 16.339"" With Drive Cages, 443.8 mm / 17.472"" Without Drive Cages","2 x Internal 2.5"", 2 x Internal 3.5""",4 x Full-Height via Riser,"513 mm x 270 mm x 558.5 mm, 20.197"" x 10.63"" x 21.988""","77.358 L, 2.732 ft³",
Antec P7 Silent,https://m.media-amazon.com/images/I/31+nrlA4G+L.jpg,https://pcpartpicker.com/product/xDTPxr/antec-p7-silent-atx-mid-tower-case-p7-silent,$95.03 ,Antec,"P7 Silent, 0-761345-11608-4",ATX Mid Tower,Black / Silver,None,None,Yes,USB 3.2 Gen 1 Type-A,"ATX, Micro ATX, Mini ITX","390 mm / 15.354""","1 x External 5.25"", 2 x Internal 3.5"", 2 x Internal 2.5""",7 x Full-Height,,,
Antec DARK CUBE,//cdna.pcpartpicker.com/static/forever/images/product/59ba0a864d53f25f6a490457de83519d.256p.jpg,https://pcpartpicker.com/product/cpKKHx/antec-dark-cube-microatx-mini-tower-case-dark-cube,$367.80 ,Antec,"DARK CUBE, 0-761345-80034-1",MicroATX Mini Tower,Black,None,Tempered Glass,Yes,"USB 3.2 Gen 2 Type-C, USB 3.2 Gen 1 Type-A","Micro ATX, Mini ITX","330 mm / 12.992""","1 x Internal 3.5"", 1 x Internal 2.5""",4 x Full-Height,,,
Fractal Design Vector RS Blackout,//cdna.pcpartpicker.com/static/forever/images/product/20dce0dbcce4adacd7fbabd9911fa0a3.256p.jpg,https://pcpartpicker.com/product/znLwrH/fractal-design-vector-rs-blackout-atx-mid-tower-case-fd-c-ver1a-01,,Fractal Design,FD-C-VER1A-01,ATX Mid Tower,Black,None,Tinted Tempered Glass,Yes,"USB 3.2 Gen 2 Type-C, USB 3.2 Gen 1 Type-A","ATX, Micro ATX, Mini ITX","440 mm / 17.323""","6 x Internal 3.5"", 2 x Internal 2.5""",7 x Full-Height,"552 mm x 233 mm x 498 mm, 21.732"" x 9.173"" x 19.606""","64.051 L, 2.262 ft³",
RAIJINTEK OPHION 7L,//cdna.pcpartpicker.com/static/forever/images/product/95f37593d6f3c4e08bd4a7483cc081df.256p.jpg,https://pcpartpicker.com/product/qg4Zxr/raijintek-ophion-7l-mini-itx-desktop-case-0r20b00202,,RAIJINTEK,0R20B00202,Mini ITX Desktop,Black,None,Mesh,No,"USB 3.2 Gen 1 Type-C, USB 3.2 Gen 1 Type-A",Mini ITX,,"2 x Internal 2.5""",1 x Half-Height,"312 mm x 101 mm x 225 mm, 12.283"" x 3.976"" x 8.858""","7.09 L, 0.25 ft³",
Inter-Tech C-702 DIORAMA,https://m.media-amazon.com/images/I/41iFlbfOyrS.jpg,https://pcpartpicker.com/product/2CGbt6/inter-tech-c-702-diorama-atx-mid-tower-case-c-702-diorama,,Inter-Tech,"C-702 DIORAMA, 88881347, C-702",ATX Mid Tower,Black,None,Tempered Glass,No,"USB 3.2 Gen 1 Type-A, USB 2.0 Type-A","ATX, Micro ATX, Mini ITX","325 mm / 12.795""","2 x Internal 3.5"", 3 x Internal 2.5""",7 x Full-Height,"360 mm x 285 mm x 430 mm, 14.173"" x 11.22"" x 16.929""","44.118 L, 1.558 ft³",
Cooler Master MasterBox MB520 RGB,//cdna.pcpartpicker.com/static/forever/images/product/f8eff50e4ca634033cce6fe2bfaa40f4.256p.jpg,https://pcpartpicker.com/product/8wXnTW/cooler-master-masterbox-mb520-rgb-atx-mid-tower-case-mcb-b520-kgnn-rgb,,Cooler Master,MCB-B520-KGNN-RGB,ATX Mid Tower,Black,None,Tempered Glass,Yes,USB 3.2 Gen 1 Type-A,"ATX, Micro ATX, Mini ITX","400 mm / 15.748""","2 x Internal 3.5"", 6 x Internal 2.5""",7 x Full-Height,,,
Thermaltake Versa H22,//cdna.pcpartpicker.com/static/forever/images/product/2eb93b3d8b281b2c56f004f279704d40.256p.jpg,https://pcpartpicker.com/product/FxrcCJ/thermaltake-versa-h22-atx-mid-tower-case-w500w-power-supply-ca-3b3-50m1na-00,,Thermaltake,CA-3B3-50M1NA-00,ATX Mid Tower,Black,500 W,None,No,"USB 3.2 Gen 1 Type-A, USB 2.0 Type-A","ATX, Micro ATX, Mini ITX","315 mm / 12.402""","3 x External 5.25"", 3 x Internal 2.5""",7 x Full-Height,"429 mm x 208 mm x 480 mm, 16.89"" x 8.189"" x 18.898""","42.831 L, 1.513 ft³",
Antec DP505,//cdna.pcpartpicker.com/static/forever/images/product/7f4ad9df2b5f2efba8cd6bdd8710f975.256p.jpg,https://pcpartpicker.com/product/PjddnQ/antec-dp505-atx-mid-tower-case-0-761345-81076-0,$124.99 ,Antec,"0-761345-81076-0, DP505-W, DP505 White",ATX Mid Tower,White,None,Tempered Glass,No,"USB 3.2 Gen 2 Type-C, USB 3.2 Gen 1 Type-A","ATX, Micro ATX, Mini ITX","375 mm / 14.764""","2 x Internal 3.5"", 2 x Internal 2.5""",7 x Full-Height,"481 mm x 220 mm x 490 mm, 18.937"" x 8.661"" x 19.291""","51.852 L, 1.831 ft³",
Deepcool CC560 FS,//cdna.pcpartpicker.com/static/forever/images/product/7d7ab1757c6f41061f5dbdd0150ec31d.256p.jpg,https://pcpartpicker.com/product/3GxxFT/deepcool-cc560-fs-atx-mid-tower-case-r-cc560-bktaa4-a-1,,Deepcool,R-CC560-BKTAA4-A-1,ATX Mid Tower,Black,None,Tempered Glass,Yes,"USB 3.2 Gen 1 Type-A, USB 2.0 Type-A","ATX, Micro ATX, Mini ITX","370 mm / 14.567""","2 x Internal 3.5"", 2 x Internal 2.5""",7 x Full-Height,"416 mm x 210 mm x 477 mm, 16.378"" x 8.268"" x 18.78""","41.671 L, 1.472 ft³",
GameMax Revolt,https://m.media-amazon.com/images/I/41JNNAzAEIL.jpg,https://pcpartpicker.com/product/V3VmP6/gamemax-revolt-atx-mid-tower-case-gmx-revolt,,GameMax,"GMX-REVOLT, Revolt",ATX Mid Tower,Black,None,Tempered Glass,Yes,"USB 3.2 Gen 1 Type-A, USB 2.0 Type-A","ATX, EATX, Micro ATX, Mini ITX","330 mm / 12.992""","2 x Internal 3.5"", 2 x Internal 2.5""",7 x Full-Height,"421 mm x 210 mm x 460 mm, 16.575"" x 8.268"" x 18.11""","40.669 L, 1.436 ft³",
Corsair Carbide Series 400R,//cdna.pcpartpicker.com/static/forever/images/product/ad544cbf4fee8359da8802a306449726.256p.jpg,https://pcpartpicker.com/product/6QJwrH/corsair-case-400r,,Corsair,"CC-9011011-WW, CC400R",ATX Mid Tower,Black,None,None,No,USB 3.2 Gen 1 Type-A,"ATX, EATX, Micro ATX, Mini ITX","318 mm / 12.52""","4 x External 5.25"", 6 x Internal 3.5""",8 x Full-Height,"520 mm x 205 mm x 502 mm, 20.472"" x 8.071"" x 19.764""","53.513 L, 1.89 ft³",
Cooler Master MasterBox 5,https://m.media-amazon.com/images/I/41SjR2tET2L.jpg,https://pcpartpicker.com/product/zMVBD3/cooler-master-masterbox-5-white-atx-mid-tower-case-mcx-b5s2-wwnn-01,,Cooler Master,MCX-B5S2-WWNN-01,ATX Mid Tower,White,None,Acrylic,Yes,USB 3.2 Gen 1 Type-A,"ATX, Micro ATX, Mini ITX","410 mm / 16.142""","2 x Internal 3.5"", 1 x Internal 2.5""",7 x Full-Height,"500 mm x 220 mm x 475 mm, 19.685"" x 8.661"" x 18.701""","52.25 L, 1.845 ft³",
NZXT H500 Vault Boy,//cdna.pcpartpicker.com/static/forever/images/product/d9587a95ea361a5dee9f70b94c9e3f63.256p.jpg,https://pcpartpicker.com/product/NTXnTW/nzxt-h500-vault-boy-atx-mid-tower-case-ca-h500b-vb,,NZXT,CA-H500B-VB,ATX Mid Tower,Blue / Yellow,None,Tempered Glass,Yes,USB 3.2 Gen 1 Type-A,"ATX, Micro ATX, Mini ITX","381 mm / 15""","3 x Internal 3.5"", 3 x Internal 2.5""",7 x Full-Height,"428 mm x 210 mm x 460 mm, 16.85"" x 8.268"" x 18.11""","41.345 L, 1.46 ft³",
Corsair Carbide Series SPEC-06,//cdna.pcpartpicker.com/static/forever/images/product/acb5c01c1fa038a5bc38869baf2bd8df.256p.jpg,https://pcpartpicker.com/product/gM22FT/corsair-carbide-spec-06-atx-mid-tower-case-cc-9011144-ww,,Corsair,CC-9011144-WW,ATX Mid Tower,Black / Red,None,Tempered Glass,Yes,USB 3.2 Gen 1 Type-A,"ATX, Micro ATX, Mini ITX","370 mm / 14.567""","2 x Internal 3.5"", 4 x Internal 2.5""",7 x Full-Height,,,
PrimoChill Praxis WetBench,https://m.media-amazon.com/images/I/41t7ZzzLrHL.jpg,https://pcpartpicker.com/product/Kk3H99/primochill-praxis-wetbench-atx-test-bench-case-mwb-bk-bk,,PrimoChill,MWB-BK-BK,ATX Test Bench,Black,None,None,No,None,"ATX, EATX, Micro ATX, Mini ITX",,"2 x External 5.25"", 4 x Internal 3.5""",8 x Full-Height,,,
Corsair Carbide Series 275Q,//cdna.pcpartpicker.com/static/forever/images/product/8ac4e431c7c6061bac02aad4d4cbc92b.256p.jpg,https://pcpartpicker.com/product/kcprxr/corsair-carbide-series-275q-atx-mid-tower-case-cc-9011164-ww,,Corsair,CC-9011164-WW,ATX Mid Tower,Black,None,None,No,USB 3.2 Gen 1 Type-A,"ATX, Micro ATX, Mini ITX","370 mm / 14.567""","2 x Internal 3.5"", 4 x Internal 2.5""",7 x Full-Height,"460 mm x 211 mm x 454 mm, 18.11"" x 8.307"" x 17.874""","44.065 L, 1.556 ft³",
Thermaltake CTE C700 TG ARGB,//cdna.pcpartpicker.com/static/forever/images/product/4c958beffda2ba324d82d1e1f17433f0.256p.jpg,https://pcpartpicker.com/product/TRgrxr/thermaltake-cte-c700-tg-argb-atx-mid-tower-case-ca-1x7-00f6wn-01,$155.29 ,Thermaltake,CA-1X7-00F6WN-01,ATX Mid Tower,White,None,Tempered Glass,Yes,"USB 3.2 Gen 2 Type-C, USB 3.2 Gen 1 Type-A","ATX, EATX, Micro ATX, Mini ITX","327 mm / 12.874"" With Drive Cages, 410 mm / 16.142"" Without Drive Cages","7 x Internal 3.5""",7 x Full-Height,"505.5 mm x 327.6 mm x 566.5 mm, 19.902"" x 12.898"" x 22.303""","93.813 L, 3.313 ft³",
Apevia Enzo,https://m.media-amazon.com/images/I/31LmHc1s58L.jpg,https://pcpartpicker.com/product/pLvqqs/apevia-enzo-atx-mid-tower-case-enzo-bk,$59.99 ,Apevia,ENZO-BK,ATX Mid Tower,Black,None,Tempered Glass,Yes,"USB 3.2 Gen 1 Type-A, USB 2.0 Type-A","ATX, Micro ATX, Mini ITX","350 mm / 13.78""","3 x Internal 3.5"", 2 x Internal 2.5""",7 x Full-Height,"406.4 mm x 203.2 mm x 431.8 mm, 16"" x 8"" x 17""","35.658 L, 1.259 ft³",
GameMax Titan Silent,//cdna.pcpartpicker.com/static/forever/images/product/c4aca05a4177929b0b33e1e090df034a.256p.jpg,https://pcpartpicker.com/product/mdPQzy/gamemax-titan-silent-atx-mid-tower-case-titan-silent,$115.99 ,GameMax,Titan Silent,ATX Mid Tower,Black,None,None,Yes,"USB 3.2 Gen 1 Type-A, USB 2.0 Type-A","ATX, EATX, Micro ATX, Mini ITX","420 mm / 16.535""","2 x Internal 2.5"", 8 x Internal 3.5""",8 x Full-Height,"520 mm x 212 mm x 488 mm, 20.472"" x 8.346"" x 19.213""","53.797 L, 1.9 ft³",
Supermicro SuperChassis 721TQ-350B2,https://m.media-amazon.com/images/I/41DHB4XrH4L.jpg,https://pcpartpicker.com/product/3zkWGX/supermicro-superchassis-721tq-350b2-mini-itx-tower-case-w350-w-power-supply-cse-721tq-350b2,$272.00 ,Supermicro,CSE-721TQ-350B2,Mini ITX Tower,Black,350 W,None,No,USB 3.2 Gen 1 Type-A,Mini ITX,,"4 x External 3.5"", 2 x Internal 2.5""",1 x Half-Height,"279.4 mm x 210.06 mm x 240.03 mm, 11"" x 8.27"" x 9.45""","14.088 L, 0.497 ft³",
KOLINK INSPIRE K5 RGB,//cdna.pcpartpicker.com/static/forever/images/product/01306f7f27f8b512c9dd2f395e483379.256p.jpg,https://pcpartpicker.com/product/DQvD4D/kolink-inspire-k5-rgb-atx-mid-tower-case-inspire-k5-argb,,KOLINK,INSPIRE K5 ARGB,ATX Mid Tower,Black,None,Tempered Glass,Yes,"USB 3.2 Gen 1 Type-A, USB 2.0 Type-A","ATX, Micro ATX, Mini ITX","310 mm / 12.205""","2 x Internal 2.5"", 2 x Internal 3.5""",7 x Full-Height,"410 mm x 205 mm x 440 mm, 16.142"" x 8.071"" x 17.323""","36.982 L, 1.306 ft³",
Azza Cube 802 RGB,//cdna.pcpartpicker.com/static/forever/images/product/68c9914ebb1907952d4018f910d261ee.256p.jpg,https://pcpartpicker.com/product/mZxbt6/azza-cube-802-rgb-atx-mid-tower-case-csaz-802mf,$336.99 ,Azza,"CSAZ-802MF, CSAZ-802F",ATX Mid Tower,Black,None,Tempered Glass,Yes,None,"ATX, Micro ATX, Mini ITX","280 mm / 11.024""","1 x Internal 3.5"", 2 x Internal 2.5""",7 x Full-Height,,,
Cooler Master MasterBox TD500 Mesh V2 Chun-Li,//cdna.pcpartpicker.com/static/forever/images/product/ee01cb3d9bafb4c33d410dcdc0c31e62.256p.jpg,https://pcpartpicker.com/product/6rjRsY/cooler-master-masterbox-td500-mesh-v2-chun-li-atx-mid-tower-case-td500v2-wgnn-scl,,Cooler Master,TD500V2-WGNN-SCL,ATX Mid Tower,White / Blue,None,Tempered Glass,Yes,"USB 3.2 Gen 2 Type-C, USB 3.2 Gen 1 Type-A","ATX, EATX, Micro ATX, Mini ITX, SSI CEB","410 mm / 16.142""","2 x Internal 3.5"", 3 x Internal 2.5""",7 x Full-Height,"499 mm x 210 mm x 500 mm, 19.646"" x 8.268"" x 19.685""","52.395 L, 1.85 ft³",
GameMax Master M905,//cdna.pcpartpicker.com/static/forever/images/product/00331cc0457f11ce6cae883be3317754.256p.jpg,https://pcpartpicker.com/product/QDC48d/gamemax-master-m905-atx-full-tower-case-master-m905-rgb,,GameMax,Master M905-RGB,ATX Full Tower,Black,None,Tempered Glass,Yes,"USB 3.2 Gen 1 Type-A, USB 2.0 Type-A","ATX, EATX, Micro ATX, Mini ITX","420 mm / 16.535""","3 x External 5.25"", 8 x Internal 3.5"", 2 x Internal 2.5""",8 x Full-Height,"520 mm x 212 mm x 488 mm, 20.472"" x 8.346"" x 19.213""","53.797 L, 1.9 ft³",
KOLINK Stronghold Barricade,//cdna.pcpartpicker.com/static/forever/images/product/0823e35e2a3ca42a91be17aecd7b51e8.256p.jpg,https://pcpartpicker.com/product/XMQKHx/kolink-stronghold-barricade-atx-mid-tower-case-stronghold-barricade,,KOLINK,"STRONGHOLD BARRICADE, PGW-CH-KOL-095",ATX Mid Tower,Black,None,Tempered Glass,Yes,"USB 3.2 Gen 1 Type-A, USB 2.0 Type-A","ATX, EATX, Micro ATX, Mini ITX","330 mm / 12.992""","2 x Internal 2.5"", 2 x Internal 3.5""",7 x Full-Height,"370 mm x 216 mm x 470 mm, 14.567"" x 8.504"" x 18.504""","37.562 L, 1.327 ft³",
Deepcool CK500,//cdna.pcpartpicker.com/static/forever/images/product/f88946a96b5b27c277830687e88fd748.256p.jpg,https://pcpartpicker.com/product/FXgFf7/deepcool-ck500-atx-mid-tower-case-r-ck500-bknne2-g-1,,Deepcool,R-CK500-BKNNE2-G-1,ATX Mid Tower,Black,None,Tempered Glass,Yes,"USB 3.2 Gen 2 Type-C, USB 3.2 Gen 1 Type-A","ATX, EATX, Micro ATX, Mini ITX","380 mm / 14.961"" With Drive Cages, 380 mm / 14.961"" Without Drive Cages","2 x Internal 3.5"", 2 x Internal 2.5""",7 x Full-Height,"456 mm x 230 mm x 471 mm, 17.953"" x 9.055"" x 18.543""","49.398 L, 1.744 ft³",
SHARKOON VS9 RGB,https://m.media-amazon.com/images/I/41B+wtN-tvL.jpg,https://pcpartpicker.com/product/8tkH99/sharkoon-vs9-rgb-atx-mid-tower-case-4044951039111,,SHARKOON,4.04495E+12,ATX Mid Tower,Black,None,Tempered Glass,Yes,"USB 3.2 Gen 2 Type-C, USB 3.2 Gen 1 Type-A","ATX, Micro ATX, Mini ITX","350 mm / 13.78""","2 x Internal 3.5"", 6 x Internal 2.5""",7 x Full-Height,"423 mm x 205 mm x 485 mm, 16.654"" x 8.071"" x 19.094""","42.057 L, 1.485 ft³",
iTek DARK CAVE,https://m.media-amazon.com/images/I/41emyhU2rsL.jpg,https://pcpartpicker.com/product/PJwmP6/itek-dark-cave-atx-mid-tower-case-itgcadcagb,,iTek,ITGCADCAGB,ATX Mid Tower,Black,None,Tempered Glass,Yes,"USB 3.2 Gen 2 Type-C, USB 3.2 Gen 1 Type-A","ATX, Micro ATX, Mini ITX","420 mm / 16.535""","2 x Internal 3.5"", 3 x Internal 2.5""",7 x Full-Height,"446 mm x 285 mm x 430 mm, 17.559"" x 11.22"" x 16.929""","54.657 L, 1.93 ft³",
