Name,Image URL,Product URL,Price,Manufacturer,Part #,Type,Color,Power Supply,Side Panel,Power Supply Shroud,Front Panel USB,Motherboard Form Factor,Maximum Video Card Length,Drive Bays,Expansion Slots,Dimensions,Volume,
DIYPC Cuboid,/static/forever/img/no-image.png,https://pcpartpicker.com/product/ZYJkcf/diypc-case-cuboidr,,DIYPC,Cuboid-R,MicroATX Mini Tower,Black / Red,None,Acrylic,No,"USB 3.2 Gen 1 Type-A, USB 2.0 Type-A","Micro ATX, Mini ITX","340 mm / 13.386""","1 x External 5.25"", 3 x Internal 3.5"", 2 x Internal 2.5""",4 x Full-Height,,,
MSI TC,//cdna.pcpartpicker.com/static/forever/images/product/5773f40af85b5592ea962cbcd8e9ff4b.med.256p.jpg,https://pcpartpicker.com/product/nhfp99/msi-case-tc128,,MSI,TC-128,ATX Mid Tower,Black,None,Acrylic,No,"USB 3.2 Gen 1 Type-A, USB 2.0 Type-A","ATX, Micro ATX, Mini ITX",,"3 x External 5.25"", 1 x External 3.5"", 2 x Internal 3.5""",7 x Full-Height,,,
Azza Genesis 9000B,https://images-na.ssl-images-amazon.com/images/I/41TdES5KJdL.jpg,https://pcpartpicker.com/product/xRckcf/azza-case-csaz9000b,,Azza,CSAZ-9000B,ATX Full Tower,Black,None,Acrylic,No,"USB 3.2 Gen 1 Type-A, USB 2.0 Type-A","ATX, EATX, Micro ATX, Mini ITX, XL ATX","400 mm / 15.748""","9 x External 5.25"", 5 x Internal 3.5""",9 x Full-Height,"637 mm x 248 mm x 589 mm, 25.079"" x 9.764"" x 23.189""","93.048 L, 3.286 ft³",
Cooler Master Elite 342,//cdna.pcpartpicker.com/static/forever/images/product/c39e6db357068d431990d00c5d987b9a.256p.jpg,https://pcpartpicker.com/product/hRckcf/cooler-master-case-rc342kkrjgp,,Cooler Master,RC-342-KKRJ-GP,MicroATX Mini Tower,Black,400 W,None,No,USB 2.0 Type-A,"Micro ATX, Mini ITX","363 mm / 14.291""","2 x External 5.25"", 1 x External 3.5"", 5 x Internal 3.5""",4 x Full-Height,"440 mm x 180 mm x 352 mm, 17.323"" x 7.087"" x 13.858""","27.878 L, 0.985 ft³",
Lian Li PC-A75,https://images-na.ssl-images-amazon.com/images/I/41YlTcmongL.jpg,https://pcpartpicker.com/product/Db3RsY/lian-li-case-pca75,,Lian Li,PC-A75,ATX Full Tower,Black,None,None,No,"USB 3.2 Gen 1 Type-A, USB 2.0 Type-A","ATX, EATX, HPTX, Micro ATX, Mini ITX","360 mm / 14.173""","2 x External 5.25"", 12 x Internal 3.5""",11 x Full-Height,"219 mm x 584 mm x 590 mm, 8.622"" x 22.992"" x 23.228""","75.459 L, 2.665 ft³",
Cooler Master Storm Scout 2 Advanced,https://m.media-amazon.com/images/I/41M9Y1Ikr2L.jpg,https://pcpartpicker.com/product/Ych9TW/cooler-master-case-sgc2100kwn3,,Cooler Master,SGC-2100-KWN3,ATX Mid Tower,Black,None,Acrylic,No,"USB 3.2 Gen 1 Type-A, USB 2.0 Type-A","ATX, Micro ATX, Mini ITX","287 mm / 11.299"" With Drive Cages, 399 mm / 15.709"" Without Drive Cages","3 x External 5.25"", 7 x Internal 3.5""",7 x Full-Height,"231 mm x 513 mm x 520 mm, 9.094"" x 20.197"" x 20.472""","61.622 L, 2.176 ft³",
Fractal Design Core 3000 USB 3.0,https://images-na.ssl-images-amazon.com/images/I/5172spbDenL.jpg,https://pcpartpicker.com/product/3x8Zxr/fractal-design-case-fdcacore3000usb3bl,,Fractal Design,FD-CA-CORE-3000-USB3-BL,ATX Mid Tower,Black,None,None,No,"USB 3.2 Gen 1 Type-A, USB 2.0 Type-A","ATX, Micro ATX, Mini ITX, Thin Mini ITX, Mini DTX","270 mm / 10.63"" With Drive Cages, 420 mm / 16.535"" Without Drive Cages","2 x External 5.25"", 6 x Internal 3.5""",7 x Full-Height,"487 mm x 267 mm x 549 mm, 19.173"" x 10.512"" x 21.614""","71.386 L, 2.521 ft³",
NZXT Phantom 630,https://images-na.ssl-images-amazon.com/images/I/41ScAgaWu6L.jpg,https://pcpartpicker.com/product/8G9KHx/nzxt-case-caph630w1,,NZXT,CA-PH630-W1,ATX Full Tower,White,None,Acrylic,No,"USB 3.2 Gen 1 Type-A, USB 2.0 Type-A","ATX, EATX, Micro ATX, Mini ITX, XL ATX","325 mm / 12.795"" With Drive Cages, 507 mm / 19.961"" Without Drive Cages","4 x External 5.25"", 6 x Internal 3.5"", 2 x Internal 2.5""",9 x Full-Height,"599 mm x 245 mm x 627 mm, 23.583"" x 9.646"" x 24.685""","92.015 L, 3.249 ft³",
Cougar Spike,https://images-na.ssl-images-amazon.com/images/I/41rE9rXh-%2BL.jpg,https://pcpartpicker.com/product/kQrG3C/cougar-case-spike,,Cougar,Spike,MicroATX Mini Tower,Black,None,None,No,"USB 3.2 Gen 1 Type-A, USB 2.0 Type-A","Micro ATX, Mini ITX","330 mm / 12.992""","2 x External 5.25"", 1 x External 3.5"", 2 x Internal 3.5""",4 x Full-Height,"424 mm x 180 mm x 370 mm, 16.693"" x 7.087"" x 14.567""","28.238 L, 0.997 ft³",
Cougar Archon,https://images-na.ssl-images-amazon.com/images/I/51XicbWXirL.jpg,https://pcpartpicker.com/product/LNrG3C/cougar-case-archon,,Cougar,Archon,ATX Mid Tower,Black / Orange,None,Acrylic,No,"USB 3.2 Gen 1 Type-A, USB 2.0 Type-A","ATX, Micro ATX, Mini ITX","310 mm / 12.205""","2 x External 5.25"", 3 x Internal 3.5"", 3 x Internal 2.5""",7 x Full-Height,,,
Zalman ZM-T2,https://images-na.ssl-images-amazon.com/images/I/41oeplz4W0L.jpg,https://pcpartpicker.com/product/HwLypg/zalman-case-zmt2,,Zalman,ZM-T2,MicroATX Mini Tower,Black,None,None,No,USB 2.0 Type-A,"Micro ATX, Mini ITX","270 mm / 10.63""","1 x External 5.25"", 2 x Internal 3.5"", 1 x Internal 2.5""",4 x Full-Height,"168 mm x 424 mm x 347 mm, 6.614"" x 16.693"" x 13.661""","24.718 L, 0.873 ft³",
Rosewill Galaxy-02,https://images-na.ssl-images-amazon.com/images/I/41V%2BEXzt5AL.jpg,https://pcpartpicker.com/product/HNK7YJ/rosewill-case-galaxy02,,Rosewill,Galaxy-02,ATX Mid Tower,Black,None,None,No,"USB 3.2 Gen 1 Type-A, USB 2.0 Type-A","ATX, Micro ATX, Mini ITX","290 mm / 11.417""","3 x External 5.25"", 4 x Internal 3.5"", 1 x Internal 2.5""",7 x Full-Height,"270 mm x 208 mm x 470 mm, 10.63"" x 8.189"" x 18.504""","26.395 L, 0.932 ft³",
Aerocool XPredator Devil,https://images-na.ssl-images-amazon.com/images/I/51W9eK2uiCL.jpg,https://pcpartpicker.com/product/hwNp99/aerocool-case-en52436,,Aerocool,EN52436,ATX Full Tower,Black / Red,None,Acrylic,No,"USB 3.2 Gen 1 Type-A, USB 2.0 Type-A","ATX, EATX, Flex ATX, Micro ATX, Mini ITX, XL ATX","330 mm / 12.992""","6 x External 5.25"", 1 x External 3.5"", 6 x Internal 3.5""",10 x Full-Height,,,
Cooler Master HAF Stacker 915F,https://m.media-amazon.com/images/I/61wwUJn4PPL.jpg,https://pcpartpicker.com/product/hRQypg/cooler-master-case-haf915fkkn1,,Cooler Master,HAF-915F-KKN1,Mini ITX Tower,Black,None,None,No,USB 3.2 Gen 1 Type-A,Mini ITX,"360 mm / 14.173""","1 x External 5.25"", 3 x Internal 3.5""",2 x Full-Height,"227 mm x 247 mm x 577 mm, 8.937"" x 9.724"" x 22.717""","32.352 L, 1.142 ft³",
NZXT Phantom,https://m.media-amazon.com/images/I/412GI-4vZfL.jpg,https://pcpartpicker.com/product/NTyFf7/nzxt-case-phan002gr,,NZXT,PHAN-002GR,ATX Full Tower,Black / Green,None,None,No,"USB 3.2 Gen 1 Type-A, USB 2.0 Type-A","ATX, EATX, Micro ATX, Mini ITX","350 mm / 13.78""","5 x External 5.25"", 7 x Internal 3.5""",7 x Full-Height,"623 mm x 221 mm x 540 mm, 24.528"" x 8.701"" x 21.26""","74.349 L, 2.626 ft³",
NZXT H440,//cdna.pcpartpicker.com/static/forever/images/product/0e21f9e9585e5fad09535db9162cadac.256p.jpg,https://pcpartpicker.com/product/tgtWGX/nzxt-case-cah442ww1,,NZXT,CA-H442W-W1,ATX Mid Tower,White / Black,None,Acrylic,Yes,"USB 3.2 Gen 1 Type-A, USB 2.0 Type-A","ATX, Micro ATX, Mini ITX","294 mm / 11.575"" With Drive Cages, 406 mm / 15.984"" Without Drive Cages","8 x Internal 3.5"", 11 x Internal 2.5""",7 x Full-Height,"475 mm x 220 mm x 510 mm, 18.701"" x 8.661"" x 20.079""","53.295 L, 1.882 ft³",
Rosewill Legacy U3-B,https://images-na.ssl-images-amazon.com/images/I/31VnnmRJLxL.jpg,https://pcpartpicker.com/product/7WW9TW/rosewill-case-legacyu3b,,Rosewill,Legacy U3-B,MicroATX Mini Tower,Black,None,None,No,USB 3.2 Gen 1 Type-A,"Micro ATX, Mini ITX","260 mm / 10.236""","2 x Internal 3.5""",4 x Full-Height,"208 mm x 270 mm x 358 mm, 8.189"" x 10.63"" x 14.094""","20.105 L, 0.71 ft³",
EVGA Hadron Hydro,//cdna.pcpartpicker.com/static/forever/images/product/6d6a43b3793b1a7d930dc167fe4e05f9.med.256p.jpg,https://pcpartpicker.com/product/Gyw323/evga-case-110mw1002k1,,EVGA,"110-MW-1002-K1, 110-MW-1002-K3",Mini ITX Tower,Black,500 W,Acrylic,No,USB 3.2 Gen 1 Type-A,Mini ITX,"266 mm / 10.472""","1 x External 5.25"" Slim Slot Load, 2 x Internal 3.5""",2 x Full-Height,"168 mm x 355 mm x 308 mm, 6.614"" x 13.976"" x 12.126""","18.369 L, 0.649 ft³",
Corsair Carbide Series SPEC-03,//cdna.pcpartpicker.com/static/forever/images/product/109fd120fd1d8bdce930ce55b5c209d7.256p.jpg,https://pcpartpicker.com/product/BBcMnQ/corsair-case-cc9011058ww,,Corsair,CC-9011058-WW,ATX Mid Tower,Black / Blue,None,Acrylic,No,"USB 3.2 Gen 1 Type-A, USB 2.0 Type-A","ATX, Micro ATX, Mini ITX","420 mm / 16.535""","2 x External 5.25"", 3 x Internal 3.5"", 2 x Internal 2.5""",7 x Full-Height,"444 mm x 185 mm x 439 mm, 17.48"" x 7.283"" x 17.283""","36.059 L, 1.273 ft³",
Lian Li PC-A51,https://m.media-amazon.com/images/I/41wvIU1ehZL.jpg,https://pcpartpicker.com/product/7KyFf7/lian-li-case-pca51a,,Lian Li,PC-A51A,ATX Mini Tower,Silver,None,None,No,USB 3.2 Gen 1 Type-A,"ATX, Micro ATX, Mini ITX","280 mm / 11.024"" With Drive Cages, 400 mm / 15.748"" Without Drive Cages","1 x External 5.25"", 5 x Internal 3.5""",7 x Full-Height,,,
Thermaltake Urban T81,https://m.media-amazon.com/images/I/41PjXfgliBL.jpg,https://pcpartpicker.com/product/3qxfrH/thermaltake-case-ca1b700f1wn00,,Thermaltake,CA-1B7-00F1WN-00,ATX Full Tower,Black,None,Acrylic,No,"USB 3.2 Gen 1 Type-A, USB 2.0 Type-A","ATX, EATX, Micro ATX, Mini ITX","360 mm / 14.173"" With Drive Cages, 400 mm / 15.748"" Without Drive Cages","2 x External 5.25"", 8 x Internal 3.5""",8 x Full-Height,"584 mm x 236 mm x 601 mm, 22.992"" x 9.291"" x 23.661""","82.832 L, 2.925 ft³",
DIYPC Skyline-07,//cdna.pcpartpicker.com/static/forever/images/product/1930cd7bd2b72d6b053425a388dffdea.256p.jpg,https://pcpartpicker.com/product/22qdnQ/diypc-case-skyline07r,,DIYPC,Skyline-07-R,ATX Full Tower,Black,None,None,No,"USB 3.2 Gen 1 Type-A, USB 2.0 Type-A","ATX, Micro ATX","330 mm / 12.992""","3 x External 5.25"", 1 x External 3.5"", 3 x Internal 3.5"", 3 x Internal 2.5""",8 x Full-Height,"554 mm x 228 mm x 548 mm, 21.811"" x 8.976"" x 21.575""","69.219 L, 2.444 ft³",
Phanteks Enthoo EVOLV,//cdna.pcpartpicker.com/static/forever/images/product/4384559686f011ed36faa23353657c45.256p.jpg,https://pcpartpicker.com/product/4kL7YJ/phanteks-case-phes314eag,,Phanteks,PH-ES314E_AG,MicroATX Mini Tower,Silver,None,Acrylic,Yes,USB 3.2 Gen 1 Type-A,"Micro ATX, Mini ITX","318 mm / 12.52""","3 x Internal 3.5"", 4 x Internal 2.5""",4 x Full-Height,"457 mm x 229 mm x 398 mm, 17.992"" x 9.016"" x 15.669""","41.652 L, 1.471 ft³",
be quiet! Silent Base 800,//cdna.pcpartpicker.com/static/forever/images/product/fc6adc24744d8eb5692e61d6f30480b9.256p.jpg,https://pcpartpicker.com/product/VhgPxr/be-quiet-case-bgw01,,be quiet!,BGW01,ATX Mid Tower,Black / Orange,None,Acrylic,No,"USB 3.2 Gen 1 Type-A, USB 2.0 Type-A","ATX, Micro ATX, Mini ITX","290 mm / 11.417"" With Drive Cages, 400 mm / 15.748"" Without Drive Cages","3 x External 5.25"", 7 x Internal 3.5"", 2 x Internal 2.5""",7 x Full-Height,,,
Fractal Design Define R5,//cdna.pcpartpicker.com/static/forever/images/product/cdacbff569bd9a02458fa57f2504c3e4.256p.jpg,https://pcpartpicker.com/product/Cgs8TW/fractal-design-case-fdcadefr5tiw,,Fractal Design,FD-CA-DEF-R5-TI-W,ATX Mid Tower,Silver,None,Acrylic,No,"USB 3.2 Gen 1 Type-A, USB 2.0 Type-A","ATX, Micro ATX, Mini ITX","310 mm / 12.205"" With Drive Cages, 440 mm / 17.323"" Without Drive Cages","2 x External 5.25"", 8 x Internal 3.5"", 2 x Internal 2.5""",7 x Full-Height,"520 mm x 231 mm x 451 mm, 20.472"" x 9.094"" x 17.756""","54.174 L, 1.913 ft³",
Fractal Design Define R5,//cdna.pcpartpicker.com/static/forever/images/product/08815ed569cab7aec27ad34b6efadc2e.256p.jpg,https://pcpartpicker.com/product/cNGj4D/fractal-design-case-fdcadefr5wtw,,Fractal Design,FD-CA-DEF-R5-WT-W,ATX Mid Tower,White,None,Acrylic,No,"USB 3.2 Gen 1 Type-A, USB 2.0 Type-A","ATX, Micro ATX, Mini ITX","310 mm / 12.205"" With Drive Cages, 440 mm / 17.323"" Without Drive Cages","2 x External 5.25"", 8 x Internal 3.5"", 2 x Internal 2.5""",7 x Full-Height,"520 mm x 231 mm x 451 mm, 20.472"" x 9.094"" x 17.756""","54.174 L, 1.913 ft³",
Lian Li PC-Q26,https://m.media-amazon.com/images/I/41fs9reyJvL.jpg,https://pcpartpicker.com/product/wqs8TW/lian-li-case-pcq26b,,Lian Li,PC-Q26B,Mini ITX Tower,Black,None,None,No,USB 3.2 Gen 1 Type-A,Mini ITX,"190 mm / 7.48""","10 x Internal 3.5"", 1 x Internal 2.5""",2 x Full-Height,"394 mm x 210 mm x 409 mm, 15.512"" x 8.268"" x 16.102""","33.841 L, 1.195 ft³",
Raidmax Vortex,//cdna.pcpartpicker.com/static/forever/images/product/2d2363d3c80e73c0adb686fa3929cf53.256p.jpg,https://pcpartpicker.com/product/Qd98TW/raidmax-vortex-v3-atx-403wbp-atx-mid-tower-case-atx-403wbp,,Raidmax,ATX-403WBP,ATX Mid Tower,Black,None,Acrylic,No,"USB 3.2 Gen 1 Type-A, USB 2.0 Type-A","ATX, Micro ATX, Mini ITX","300 mm / 11.811"" With Drive Cages, 390 mm / 15.354"" Without Drive Cages","2 x External 5.25"", 3 x Internal 3.5"", 3 x Internal 2.5""",7 x Full-Height,"457 mm x 203 mm x 457 mm, 17.992"" x 7.992"" x 17.992""","42.396 L, 1.497 ft³",
Xigmatek Spirit M,https://images-na.ssl-images-amazon.com/images/I/41wo9ZH9aPL.jpg,https://pcpartpicker.com/product/kRBrxr/xigmatek-case-en6213,,Xigmatek,EN6213,MicroATX Mini Tower,Black,None,Acrylic,No,USB 3.2 Gen 1 Type-A,"Micro ATX, Mini ITX","350 mm / 13.78""","1 x External 5.25"", 2 x Internal 3.5"", 1 x Internal 2.5""",4 x Full-Height,,,
Phanteks Enthoo Primo,https://m.media-amazon.com/images/I/31-owinZDzL.jpg,https://pcpartpicker.com/product/cXL7YJ/phanteks-case-phes813psgr,,Phanteks,PH-ES813P_SGR,ATX Full Tower,Black / Green,None,Acrylic,No,"USB 3.2 Gen 1 Type-A, USB 2.0 Type-A","ATX, EATX, Micro ATX, Mini ITX, SSI EEB","257 mm / 10.118"" With Drive Cages, 515 mm / 20.276"" Without Drive Cages","5 x External 5.25"", 6 x Internal 3.5"", 12 x Internal 2.5""",8 x Full-Height,,,
Phanteks Enthoo EVOLV ITX,//cdna.pcpartpicker.com/static/forever/images/product/bb9178c0d8b9061c3312d7a7c7c1e1ac.256p.jpg,https://pcpartpicker.com/product/bpbkcf/phanteks-case-phes215pcbk,,Phanteks,PH-ES215PC_BK,Mini ITX Tower,Black,None,None,Yes,USB 3.2 Gen 1 Type-A,Mini ITX,"330 mm / 12.992""","2 x Internal 3.5"", 1 x Internal 2.5""",2 x Full-Height,,,
Sentey GS-6008,https://images-na.ssl-images-amazon.com/images/I/517Mr8HQ7RL.jpg,https://pcpartpicker.com/product/8jcMnQ/sentey-case-gs6008,,Sentey,GS-6008,ATX Mid Tower,Black,None,None,No,"USB 3.2 Gen 1 Type-A, USB 2.0 Type-A","ATX, Micro ATX, Mini ITX","340 mm / 13.386""","2 x External 5.25"", 2 x Internal 3.5"", 2 x Internal 2.5""",7 x Full-Height,,,
Logisys CS6801BK,https://m.media-amazon.com/images/I/31LjiuML5fL.jpg,https://pcpartpicker.com/product/Z8h9TW/logisys-case-cs6801bk,,Logisys,CS6801BK,MicroATX Mini Tower,Black,350 W,None,No,"USB 3.2 Gen 1 Type-A, USB 2.0 Type-A","Micro ATX, Mini ITX",,"1 x External 5.25"", 1 x Internal 3.5"", 1 x Internal 2.5""",4 x Half-Height,"298 mm x 101 mm x 400 mm, 11.732"" x 3.976"" x 15.748""","12.039 L, 0.425 ft³",
Antec P50,https://m.media-amazon.com/images/I/41onLGeuRsL.jpg,https://pcpartpicker.com/product/rJ8H99/antec-case-p50,,Antec,P50,MicroATX Mini Tower,Black,None,None,No,"USB 3.2 Gen 1 Type-A, USB 2.0 Type-A","Micro ATX, Mini ITX","300 mm / 11.811""","1 x External 5.25"", 3 x Internal 3.5"", 2 x Internal 2.5""",4 x Full-Height,,,
Rosewill Stryker M,https://m.media-amazon.com/images/I/51LQuG5oqJL.jpg,https://pcpartpicker.com/product/wpbkcf/rosewill-case-strykerm,,Rosewill,Stryker M,ATX Mid Tower,Black,None,Acrylic,No,USB 3.2 Gen 1 Type-A,"ATX, Micro ATX, Mini ITX","390 mm / 15.354""","2 x External 5.25"", 3 x Internal 3.5"", 1 x Internal 2.5""",7 x Full-Height,,,
Rosewill STAR PREDATOR,https://m.media-amazon.com/images/I/41fXUy1mMmL.jpg,https://pcpartpicker.com/product/vt648d/rosewill-case-starpredator,,Rosewill,STAR PREDATOR,ATX Mid Tower,Black,None,None,No,"USB 3.2 Gen 1 Type-A, USB 2.0 Type-A","ATX, Micro ATX, Mini ITX","390 mm / 15.354""","2 x External 5.25"", 6 x Internal 3.5"", 1 x Internal 2.5""",8 x Full-Height,,,
Rosewill SRM-01,https://m.media-amazon.com/images/I/41rJSPacyKL.jpg,https://pcpartpicker.com/product/wMZ2FT/rosewill-case-srm01,,Rosewill,SRM-01,MicroATX Mini Tower,Black,None,None,No,"USB 3.2 Gen 1 Type-A, USB 2.0 Type-A","Micro ATX, Mini ITX","300 mm / 11.811""","1 x External 5.25"", 2 x Internal 3.5""",4 x Full-Height,,,
Cooler Master HAF 912 New,https://m.media-amazon.com/images/I/51DZBuyfbNL.jpg,https://pcpartpicker.com/product/g9rcCJ/cooler-master-case-rc912kkn1gp,,Cooler Master,RC-912-KKN1-GP,ATX Mid Tower,Black,None,None,No,"USB 3.2 Gen 1 Type-A, USB 2.0 Type-A","ATX, Micro ATX, Mini ITX","270 mm / 10.63"" With Drive Cages, 390 mm / 15.354"" Without Drive Cages","4 x External 5.25"", 6 x Internal 3.5""",7 x Full-Height,,,
Corsair Carbide Series SPEC-ALPHA,https://m.media-amazon.com/images/I/31SHZ0GSyqL.jpg,https://pcpartpicker.com/product/Hw38TW/corsair-spec-alpha-atx-mid-tower-case-cc-9011094-ww,,Corsair,CC-9011094-WW,ATX Mid Tower,Black / Yellow,None,Acrylic,No,USB 3.2 Gen 1 Type-A,"ATX, Micro ATX, Mini ITX","380 mm / 14.961""","3 x Internal 3.5"", 4 x Internal 2.5""",7 x Full-Height,,,
Cooler Master MasterCase Maker 5,https://m.media-amazon.com/images/I/413S-OPHngL.jpg,https://pcpartpicker.com/product/szfmP6/cooler-master-mastercase-maker-5-atx-mid-tower-case-mcz-005m-kwn00,,Cooler Master,MCZ-005M-KWN00,ATX Mid Tower,Black,None,Acrylic,No,"USB 3.2 Gen 2 Type-C, USB 3.2 Gen 1 Type-A, USB 2.0 Type-A","ATX, Micro ATX, Mini ITX","296 mm / 11.654"" With Drive Cages, 412 mm / 16.22"" Without Drive Cages","2 x External 5.25"", 5 x Internal 3.5"", 2 x Internal 2.5""",7 x Full-Height,,,
Thermaltake View 27,//cdna.pcpartpicker.com/static/forever/images/product/5d9257aed2b3a4d73fa8f279b37921a0.256p.jpg,https://pcpartpicker.com/product/srL48d/thermaltake-view-27-snow-edition-atx-mid-tower-case-ca-1g7-00m6wn-wt,,Thermaltake,CA-1G7-00M6WN-WT,ATX Mid Tower,White / Black,None,Acrylic,No,"USB 3.2 Gen 1 Type-A, USB 2.0 Type-A","ATX, Micro ATX, Mini ITX","410 mm / 16.142""","2 x Internal 3.5"", 4 x Internal 2.5""",8 x Full-Height,,,
NOX Hummer MC,https://m.media-amazon.com/images/I/41C3e2FD3pL.jpg,https://pcpartpicker.com/product/qjGj4D/nox-nxhummermcw-atx-mid-tower-case-nxhummermcw,,NOX,NXHUMMERMCW,ATX Mid Tower,White / Blue,None,Acrylic,Yes,"USB 3.2 Gen 1 Type-A, USB 2.0 Type-A","ATX, Micro ATX, Mini ITX","380 mm / 14.961""","2 x Internal 3.5"", 2 x Internal 2.5""",7 x Full-Height,"450 mm x 206 mm x 470 mm, 17.717"" x 8.11"" x 18.504""","43.569 L, 1.539 ft³",
Thermaltake Versa C22 RGB,//cdna.pcpartpicker.com/static/forever/images/product/b18a1ebf1aed839038b05d4e4b9218f9.256p.jpg,https://pcpartpicker.com/product/3jqbt6/thermaltake-versa-c22-rgb-atx-mid-tower-case-ca-1g9-00m1wn-00,,Thermaltake,CA-1G9-00M1WN-00,ATX Mid Tower,Black,None,Acrylic,Yes,"USB 3.2 Gen 1 Type-A, USB 2.0 Type-A","ATX, Micro ATX, Mini ITX","390 mm / 15.354""","2 x Internal 3.5"", 2 x Internal 2.5""",7 x Full-Height,"490 mm x 198 mm x 538 mm, 19.291"" x 7.795"" x 21.181""","52.197 L, 1.843 ft³",
Azza Photios 250,//cdna.pcpartpicker.com/static/forever/images/product/e18cfcc06152ebb0c6052def71bf2759.256p.jpg,https://pcpartpicker.com/product/b838TW/azza-csaz-250-atx-mid-tower-case-csaz-250,,Azza,CSAZ-250,ATX Mid Tower,Black,None,Tempered Glass,Yes,"USB 3.2 Gen 1 Type-A, USB 2.0 Type-A","ATX, Micro ATX, Mini ITX","380 mm / 14.961""","1 x Internal 5.25"", 3 x Internal 3.5"", 2 x Internal 2.5""",7 x Full-Height,,,
Enermax Ostrog ADV,//cdna.pcpartpicker.com/static/forever/images/product/d1b0126690c7db101f27b6df8245f6bf.256p.jpg,https://pcpartpicker.com/product/Bkp323/enermax-ostrog-adv-blackred-atx-mid-tower-case-eca3380as-r,,Enermax,ECA3380AS-R,ATX Mid Tower,Black / Red,None,Acrylic,No,"USB 3.2 Gen 1 Type-A, USB 2.0 Type-A","ATX, Micro ATX, Mini ITX","414 mm / 16.299""","3 x External 5.25"", 6 x Internal 3.5""",7 x Full-Height,"493 mm x 215 mm x 516 mm, 19.409"" x 8.465"" x 20.315""","54.693 L, 1.931 ft³",
Cooltek JB C2,https://m.media-amazon.com/images/I/41eFFYI6JdL.jpg,https://pcpartpicker.com/product/cCNypg/cooltek-jb-c2-s-microatx-mini-tower-case-jb-c2-s,,Cooltek,JB C2 S,MicroATX Mini Tower,Silver,None,None,No,None,"Micro ATX, Mini ITX","220 mm / 8.661""","1 x Internal 3.5""",3 x Full-Height,"224 mm x 200 mm x 270 mm, 8.819"" x 7.874"" x 10.63""","12.096 L, 0.427 ft³",
Cooler Master MasterBox 5T,https://images-eu.ssl-images-amazon.com/images/I/31s5ASmVoHL.jpg,https://pcpartpicker.com/product/wHX2FT/cooler-master-masterbox-5t-atx-mid-tower-case-mcx-b5s3t-rwnn,,Cooler Master,MCX-B5S3T-RWNN,ATX Mid Tower,Black / Red,None,Acrylic,Yes,USB 3.2 Gen 1 Type-A,"ATX, Micro ATX, Mini ITX","410 mm / 16.142""","2 x Internal 3.5"", 1 x Internal 2.5""",7 x Full-Height,,,
Phanteks Enthoo EVOLV SHIFT,https://m.media-amazon.com/images/I/31xIZv4PmUL.jpg,https://pcpartpicker.com/product/9DcRsY/phanteks-enthoo-evolv-shift-mini-itx-tower-case-ph-es217a_ag,,Phanteks,PH-ES217A_AG,Mini ITX Tower,Gray / Black,None,Mesh,No,USB 3.2 Gen 1 Type-A,Mini ITX,"350 mm / 13.78""","1 x Internal 3.5"", 2 x Internal 2.5""",2 x Full-Height,"274 mm x 186 mm x 470 mm, 10.787"" x 7.323"" x 18.504""","23.953 L, 0.846 ft³",
Streacom BC1,//cdna.pcpartpicker.com/static/forever/images/product/676a7dd896b5212dd29778c9879ef930.256p.jpg,https://pcpartpicker.com/product/fJw7YJ/streacom-bc1-silver-atx-test-bench-case-st-bc1,,Streacom,ST-BC1,ATX Test Bench,Silver,None,None,No,None,"ATX, EATX, Micro ATX, Mini ITX, XL ATX",,"2 x Internal 3.5""",4 x Full-Height,,,
Cooler Master MasterBox Q300L Retro,/static/forever/img/no-image.png,https://pcpartpicker.com/product/6Z9wrH/cooler-master-masterbox-q300l-retro-microatx-mini-tower-case-mcb-q300l-wann-sre,,Cooler Master,MCB-Q300L-WANN-SRE,MicroATX Mini Tower,White / Green,None,Acrylic,No,USB 3.2 Gen 1 Type-A,"Micro ATX, Mini ITX","360 mm / 14.173""","1 x Internal 3.5"", 2 x Internal 2.5""",4 x Full-Height,"387 mm x 230 mm x 378 mm, 15.236"" x 9.055"" x 14.882""","33.646 L, 1.188 ft³",
Segotep SG-K8,/static/forever/img/no-image.png,https://pcpartpicker.com/product/PGjJ7P/segotep-sg-k8-atx-mid-tower-case-chasgt0800,,Segotep,CHASGT0800,ATX Mid Tower,Black,None,Acrylic,No,"USB 3.2 Gen 1 Type-A, USB 2.0 Type-A","ATX, Micro ATX, Mini ITX","430 mm / 16.929""","2 x Internal 3.5"", 2 x Internal 2.5""",7 x Full-Height,"473 mm x 230 mm x 492 mm, 18.622"" x 9.055"" x 19.37""","53.525 L, 1.89 ft³",
Cooler Master MasterCase MC500Mt,//cdna.pcpartpicker.com/static/forever/images/product/3d23bddd3ad5e917bb735afa9bbb8be1.256p.jpg,https://pcpartpicker.com/product/qmx2FT/cooler-master-mastercase-mc500mt-atx-mid-tower-case-mcm-m500t-rh5n-s00,,Cooler Master,MCM-M500T-RH5N-S00,ATX Mid Tower,Black / Red,None,Acrylic,No,USB 3.2 Gen 1 Type-A,"ATX, Micro ATX, Mini ITX","296 mm / 11.654"" With Drive Cages, 412 mm / 16.22"" Without Drive Cages","2 x External 5.25"", 4 x Internal 3.5"", 1 x Internal 2.5""",7 x Full-Height,"544 mm x 242 mm x 574 mm, 21.417"" x 9.528"" x 22.598""","75.566 L, 2.669 ft³",
